"Mun","./backup/201704.zip","novo/201704.zip","Diff","Percent"
"CONTENDA - PR",1564063.01,1540063.01,-24000.00,-1.53
"OCAUCU - SP",577836.51,559836.51,-18000.00,-3.12
"MONTE AZUL - MG",1656384.10,1612584.10,-43800.00,-2.64
"ITAPOA - SC",1714043.95,1663643.95,-50400.00,-2.94
"POTIM - SP",1423747.72,1399747.72,-24000.00,-1.69
"LAVINIA - SP",761360.66,761360.66,0.00,0.00
"PANAMBI - RS",2907120.37,2823120.37,-84000.00,-2.89
"SAO JOSE DO CALCADO - ES",1089984.20,1071984.20,-18000.00,-1.65
"SAO JOSE DO JACURI - MG",610292.64,597092.64,-13200.00,-2.16
"SANTO ANASTACIO - SP",1437659.56,1389659.56,-48000.00,-3.34
"MONTE ALEGRE DO SUL - SP",651556.43,627556.43,-24000.00,-3.68
"TAIUVA - SP",611278.25,593278.25,-18000.00,-2.94
"IBIAPINA - CE",2430321.56,2369601.56,-60720.00,-2.50
"IMIGRANTE - RS",558982.59,546982.59,-12000.00,-2.15
"PALMEIRA DAS MISSOES - RS",2140671.70,1991469.22,-149202.48,-6.97
"SAO DOMINGOS DO AZEITAO - MA",985009.13,967009.13,-18000.00,-1.83
"MATERLANDIA - MG",672246.24,654246.24,-18000.00,-2.68
"BANABUIU - CE",2012992.75,1966792.75,-46200.00,-2.30
"HORIZONTINA - RS",1430187.36,1406187.36,-24000.00,-1.68
"BACABEIRA - MA",1981575.33,1951575.33,-30000.00,-1.51
"TRES DE MAIO - RS",1611813.87,1579914.53,-31899.34,-1.98
"VIAMAO - RS",7846953.16,7570434.00,-276519.16,-3.52
"PORTO UNIAO - SC",1767989.68,1755989.68,-12000.00,-0.68
"AMERICA DOURADA - BA",1890557.33,1857557.33,-33000.00,-1.75
"SALITRE - CE",2015907.60,1982907.60,-33000.00,-1.64
"PENTECOSTE - CE",3804871.12,3735271.12,-69600.00,-1.83
"MAE DO RIO - PA",3704610.96,3633210.96,-71400.00,-1.93
"ANALANDIA - SP",640944.03,622944.03,-18000.00,-2.81
"SOBRAL - CE",26275555.09,25586502.09,-689053.00,-2.62
"MORRO DO CHAPEU DO PIAUI - PI",932732.65,912932.65,-19800.00,-2.12
"ACARAU - CE",5365602.24,5279802.24,-85800.00,-1.60
"CAPINZAL DO NORTE - MA",1647689.15,1627889.15,-19800.00,-1.20
"VESPASIANO - MG",6482841.49,6260841.49,-222000.00,-3.42
"ITAPEMIRIM - ES",10458570.75,10392570.75,-66000.00,-0.63
"TURURU - CE",1721992.36,1682392.36,-39600.00,-2.30
"ANDORINHA - BA",2059846.72,2020246.72,-39600.00,-1.92
"CHOROZINHO - CE",2201178.54,2165178.54,-36000.00,-1.64
"COXILHA - RS",563558.37,546758.37,-16800.00,-2.98
"NOVO CRUZEIRO - MG",2134575.04,1989338.16,-145236.88,-6.80
"OUREM - PA",1763168.60,1736768.60,-26400.00,-1.50
"PATROCINIO DO MURIAE - MG",672018.71,654018.71,-18000.00,-2.68
"CARMO DO PARANAIBA - MG",2344891.80,2278891.80,-66000.00,-2.81
"SAO MIGUEL ARCANJO - SP",2004866.11,1892066.11,-112800.00,-5.63
"GUARINOS - GO",576835.99,553378.99,-23457.00,-4.07
"VILA LANGARO - RS",535549.28,523549.28,-12000.00,-2.24
"FORMOSA DO OESTE - PR",699055.45,681055.45,-18000.00,-2.57
"SALTO GRANDE - SP",761512.27,743512.27,-18000.00,-2.36
"CANGUCU - RS",2946170.06,2692252.52,-253917.54,-8.62
"RUY BARBOSA - BA",2823843.32,2777643.32,-46200.00,-1.64
"TRES COROAS - RS",1632892.48,1600478.24,-32414.24,-1.99
"URUPES - SP",881445.62,857445.62,-24000.00,-2.72
"BETIM - MG",20577614.14,19803614.14,-774000.00,-3.76
"CUBATAO - SP",10500266.37,10296266.37,-204000.00,-1.94
"SAO SEBASTIAO DO ANTA - MG",705629.34,681629.34,-24000.00,-3.40
"VISTA GAUCHA - RS",557326.77,539326.77,-18000.00,-3.23
"MARMELEIRO - PR",1417328.44,1393328.44,-24000.00,-1.69
"PORTO XAVIER - RS",935298.20,892098.20,-43200.00,-4.62
"FILADELFIA - BA",2082203.15,2049203.15,-33000.00,-1.58
"SANTA RITA DO SAPUCAI - MG",2221850.49,2159769.65,-62080.84,-2.79
"SANTO EXPEDITO DO SUL - RS",539991.59,527991.59,-12000.00,-2.22
"QUEVEDOS - RS",558241.38,546241.38,-12000.00,-2.15
"GAROPABA - SC",1430669.64,1400669.64,-30000.00,-2.10
"GUARANI DAS MISSOES - RS",674547.39,638547.39,-36000.00,-5.34
"JOAO NEIVA - ES",1571933.36,1547933.36,-24000.00,-1.53
"COLINAS - MA",4304639.57,4229039.57,-75600.00,-1.76
"SANANDUVA - RS",1116235.62,1092235.62,-24000.00,-2.15
"SANTA QUITERIA DO MARANHAO - MA",3045275.55,3005675.55,-39600.00,-1.30
"MAJOR ISIDORO - AL",2308526.91,2288726.91,-19800.00,-0.86
"PEDREGULHO - SP",1075428.16,1044228.16,-31200.00,-2.90
"ALMADINA - BA",848356.49,828556.49,-19800.00,-2.33
"PRAIA GRANDE - SP",13016046.65,12580446.65,-435600.00,-3.35
"TERESOPOLIS - RJ",10296890.66,10263290.66,-33600.00,-0.33
"SAO MATEUS - ES",7256985.30,7165185.30,-91800.00,-1.26
"CANAPOLIS - MG",999692.34,981692.34,-18000.00,-1.80
"PLANALTO - SP",639176.54,621176.54,-18000.00,-2.82
"MERUOCA - CE",1702296.23,1666296.23,-36000.00,-2.11
"BORBA - AM",3042421.77,2972421.77,-70000.00,-2.30
"TRIUNFO - PB",913119.54,885399.54,-27720.00,-3.04
"MAGDA - SP",550347.54,532347.54,-18000.00,-3.27
"TRIUNFO - PE",1561778.42,1502978.42,-58800.00,-3.76
"PINHAIS - PR",5421760.41,5322160.41,-99600.00,-1.84
"SANTA MARIA DA SERRA - SP",697118.79,671918.79,-25200.00,-3.61
"BUERAREMA - BA",1749001.26,1722601.26,-26400.00,-1.51
"CARNEIROS - AL",1138201.56,1111801.56,-26400.00,-2.32
"FERRAZ DE VASCONCELOS - SP",6403691.90,6199691.90,-204000.00,-3.19
"CACHOEIRA DE PAJEU - MG",837110.24,801110.24,-36000.00,-4.30
"ANTONIO PRADO DE MINAS - MG",585781.68,573781.68,-12000.00,-2.05
"BARRA DO QUARAI - RS",695956.07,677956.07,-18000.00,-2.59
"SAO FELIX DO PIAUI - PI",623596.36,611596.36,-12000.00,-1.92
"BERIZAL - MG",641670.60,623670.60,-18000.00,-2.81
"ILHA SOLTEIRA - SP",1697043.59,1667043.59,-30000.00,-1.77
"OLHO D'AGUA GRANDE - AL",919192.92,901192.92,-18000.00,-1.96
"VARZEA GRANDE - PI",689800.60,670000.60,-19800.00,-2.87
"SAO BENTO ABADE - MG",644256.29,626256.29,-18000.00,-2.79
"ITAMBACURI - MG",1948529.74,1906529.74,-42000.00,-2.16
"POCO FUNDO - MG",1246130.80,1222130.80,-24000.00,-1.93
"LIMEIRA - SP",12087568.37,12018568.37,-69000.00,-0.57
"JECEABA - MG",684883.17,666883.17,-18000.00,-2.63
"ALAGOINHA DO PIAUI - PI",829081.90,811081.90,-18000.00,-2.17
"PONTE NOVA - MG",6194092.22,6092092.22,-102000.00,-1.65
"BELEM DO BREJO DO CRUZ - PB",979316.51,954116.51,-25200.00,-2.57
"SAO JOSE DO RIO PRETO - SP",18613304.51,17553362.58,-1059941.93,-5.69
"BRAUNAS - MG",671415.13,653415.13,-18000.00,-2.68
