"Mun","./backup/201806.zip","novo/201806.zip","Diff","Percent"
"CONTENDA - PR",1885308.62,1881416.62,-3892.00,-0.21
"MONTE AZUL - MG",2652361.61,2633868.61,-18493.00,-0.70
"POTIM - SP",1824238.12,1820346.12,-3892.00,-0.21
"PANAMBI - RS",3393385.43,3387685.43,-5700.00,-0.17
"SAO JOSE DO JACURI - MG",764475.65,758515.65,-5960.00,-0.78
"JARDIM DE PIRANHAS - RN",2038715.89,2027492.89,-11223.00,-0.55
"TAIUVA - SP",855202.06,850532.06,-4670.00,-0.55
"PALMEIRA DAS MISSOES - RS",2313105.06,2207638.58,-105466.48,-4.56
"BACABEIRA - MA",2282776.87,2279386.87,-3390.00,-0.15
"NOSSA SENHORA DA GLORIA - SE",4639340.09,4636310.09,-3030.00,-0.07
"TRES DE MAIO - RS",2114063.54,2082424.20,-31639.34,-1.50
"VIAMAO - RS",9906327.18,9811235.02,-95092.16,-0.96
"PORTO UNIAO - SC",2580367.86,2539944.91,-40422.95,-1.57
"SAO PEDRO DO IVAI - PR",1589562.24,1588102.24,-1460.00,-0.09
"SALITRE - CE",3822236.39,3815076.39,-7160.00,-0.19
"SOBRAL - CE",29412879.00,29377851.00,-35028.00,-0.12
"ACARAU - CE",6502547.51,6500637.51,-1910.00,-0.03
"CHOROZINHO - CE",4145284.80,4141392.80,-3892.00,-0.09
"NOVO CRUZEIRO - MG",2413317.36,2401653.77,-11663.59,-0.48
"DOIS IRMAOS - RS",2568482.97,2563040.97,-5442.00,-0.21
"FORMOSA DO OESTE - PR",1374396.61,1371068.61,-3328.00,-0.24
"DOURADINA - MS",870111.04,868095.04,-2016.00,-0.23
"CANGUCU - RS",3264021.98,3192358.12,-71663.86,-2.20
"URUCUI - PI",2602348.36,2596328.36,-6020.00,-0.23
"ITAIPULANDIA - PR",7160350.64,7156458.64,-3892.00,-0.05
"TRES COROAS - RS",2233869.84,2201455.60,-32414.24,-1.45
"BETIM - MG",23627380.89,23565632.89,-61748.00,-0.26
