"Mun","./backup/202004.zip","novo/202004.zip","Diff","Percent"
"TARTARUGALZINHO - AP",3754109.36,3747089.36,-7020.00,-0.19
"CONTENDA - PR",1983552.48,1974272.48,-9280.00,-0.47
"OLIVEIRA DE FATIMA - TO",735587.46,733136.46,-2451.00,-0.33
"PAQUETA - PI",1427992.02,1407164.02,-20828.00,-1.46
"MONTE AZUL - MG",2761579.97,2744688.97,-16891.00,-0.61
"ITAPOA - SC",2326843.94,2308083.94,-18760.00,-0.81
"LAVINIA - SP",1100218.13,1096198.13,-4020.00,-0.37
"SAO JOSE DO JACURI - MG",1130006.76,1122786.76,-7220.00,-0.64
"SANTO ANASTACIO - SP",1717297.14,1705177.14,-12120.00,-0.71
"MONTE ALEGRE DO SUL - SP",951943.14,931223.14,-20720.00,-2.18
"TAIUVA - SP",790301.82,786973.82,-3328.00,-0.42
"IBIAPINA - CE",3224626.49,3195866.49,-28760.00,-0.89
"PALMEIRA DAS MISSOES - RS",2601779.68,2563342.44,-38437.24,-1.48
"MATERLANDIA - MG",1149174.98,1145282.98,-3892.00,-0.34
"TRES DE MAIO - RS",2012088.29,1996104.80,-15983.49,-0.79
"VIAMAO - RS",10102291.06,9712093.84,-390197.22,-3.86
"PORTO UNIAO - SC",2967569.64,2927146.69,-40422.95,-1.36
"SAO DOMINGOS DO ARAGUAIA - PA",3319873.48,3296593.48,-23280.00,-0.70
"PENTECOSTE - CE",5549975.36,5527543.36,-22432.00,-0.40
"VESPASIANO - MG",9301039.07,9260232.07,-40807.00,-0.44
"SENADOR JOSE BENTO - MG",698010.92,695559.92,-2451.00,-0.35
"LAGOA DE DENTRO - PB",2087687.34,2065217.34,-22470.00,-1.08
"NOVO CRUZEIRO - MG",3613708.14,3598704.14,-15004.00,-0.42
"PATROCINIO DO MURIAE - MG",1230777.21,1226885.21,-3892.00,-0.32
"CARMO DO PARANAIBA - MG",3904292.51,3887401.51,-16891.00,-0.43
"SAO MIGUEL ARCANJO - SP",3357000.53,3293048.53,-63952.00,-1.91
"DOIS IRMAOS - RS",2984550.15,2952890.15,-31660.00,-1.06
"SALTO GRANDE - SP",2083131.22,2051951.22,-31180.00,-1.50
"NOVA HARTZ - RS",2199120.28,2178720.28,-20400.00,-0.93
"DOURADINA - MS",1198569.12,1178297.12,-20272.00,-1.69
"URUCUI - PI",2853848.01,2838960.01,-14888.00,-0.52
"TRES COROAS - RS",2073522.34,2046132.92,-27389.42,-1.32
"BETIM - MG",32335057.13,31983987.13,-351070.00,-1.09
"CUBATAO - SP",13979869.83,13934897.83,-44972.00,-0.32
"SAO SEBASTIAO DO ANTA - MG",1134978.34,1131650.34,-3328.00,-0.29
"BOA VENTURA DE SAO ROQUE - PR",1073565.42,1069285.42,-4280.00,-0.40
"PLANALTO - RS",1051753.88,1037334.69,-14419.19,-1.37
"VISTA GAUCHA - RS",911244.84,908304.84,-2940.00,-0.32
"PORTO XAVIER - RS",1165381.06,1160515.78,-4865.28,-0.42
"COLORADO DO OESTE - RO",2204660.31,2192440.31,-12220.00,-0.55
"SANTA RITA DO SAPUCAI - MG",3251958.92,3221379.99,-30578.93,-0.94
"QUEVEDOS - RS",650090.11,640762.11,-9328.00,-1.43
"SANANDUVA - RS",1245292.63,1225832.63,-19460.00,-1.56
"MAJOR ISIDORO - AL",3792596.99,3771636.99,-20960.00,-0.55
"PRAIA GRANDE - SP",20646402.02,20505874.02,-140528.00,-0.68
"TERESOPOLIS - RJ",19123359.30,19005927.30,-117432.00,-0.61
"PRAIA GRANDE - SC",1601028.88,1598788.88,-2240.00,-0.14
"GLORIA DE DOURADOS - MS",1148479.41,1139859.41,-8620.00,-0.75
"CANAPOLIS - MG",1312622.63,1305402.63,-7220.00,-0.55
"AURORA - CE",4063491.46,4030271.46,-33220.00,-0.82
"ARACAGI - PB",2044221.60,2036851.60,-7370.00,-0.36
"BORBA - AM",4815773.29,4812445.29,-3328.00,-0.07
"PINHAIS - PR",9279467.20,9269367.20,-10100.00,-0.11
"BUERAREMA - BA",2713732.07,2707412.07,-6320.00,-0.23
"CARNEIROS - AL",2564281.60,2552281.60,-12000.00,-0.47
"FERRAZ DE VASCONCELOS - SP",7434161.76,7367185.76,-66976.00,-0.90
"CACHOEIRA DE PAJEU - MG",1685891.12,1678671.12,-7220.00,-0.43
"SAO FELIX DO PIAUI - PI",918779.35,915259.35,-3520.00,-0.38
"BERIZAL - MG",1908609.22,1893517.22,-15092.00,-0.79
"ILHA SOLTEIRA - SP",2282189.56,2278297.56,-3892.00,-0.17
"ASSUNCAO - PB",920354.20,917903.20,-2451.00,-0.27
"VARZEA GRANDE - PI",1018238.12,1014346.12,-3892.00,-0.38
"SAO BENTO ABADE - MG",773167.65,769275.65,-3892.00,-0.50
"ITAMBACURI - MG",3597142.90,3577800.90,-19342.00,-0.54
"POCO FUNDO - MG",2596666.71,2588882.71,-7784.00,-0.30
"CALDAZINHA - GO",897127.45,888287.45,-8840.00,-0.99
"LIMEIRA - SP",19488095.84,19305587.84,-182508.00,-0.94
"ALAGOINHA DO PIAUI - PI",2168309.64,2164417.64,-3892.00,-0.18
"PONTE NOVA - MG",10951629.17,10922498.17,-29131.00,-0.27
"GUARANTA DO NORTE - MT",4088601.54,4071961.54,-16640.00,-0.41
"AXIXA DO TOCANTINS - TO",1404865.51,1399765.51,-5100.00,-0.36
"BELEM DO BREJO DO CRUZ - PB",1195307.02,1174047.02,-21260.00,-1.78
"SAO JOSE DO RIO PRETO - SP",38283391.56,38199003.56,-84388.00,-0.22
"BRAUNAS - MG",1084118.89,1080790.89,-3328.00,-0.31
"CANDOI - PR",1577903.55,1574575.55,-3328.00,-0.21
"IGARACU DO TIETE - SP",1946370.35,1942478.35,-3892.00,-0.20
"PEDRA DO ANTA - MG",1002000.42,998672.42,-3328.00,-0.33
"JOAQUIM PIRES - PI",3275186.71,3259034.71,-16152.00,-0.49
"CANITAR - SP",839945.70,834445.70,-5500.00,-0.65
"IAPU - MG",1749918.15,1743575.15,-6343.00,-0.36
"PARNAGUA - PI",1888108.61,1884216.61,-3892.00,-0.21
"ASSIS - SP",9266790.43,9241794.43,-24996.00,-0.27
"PONTALINDA - SP",834179.04,830851.04,-3328.00,-0.40
"SAO LUDGERO - SC",1282103.81,1278211.81,-3892.00,-0.30
"PAI PEDRO - MG",1012347.48,1008455.48,-3892.00,-0.38
"BOM SUCESSO - MG",2203187.18,2184464.11,-18723.07,-0.85
"GENERAL CARNEIRO - PR",1330750.23,1326858.23,-3892.00,-0.29
"CRICIUMA - SC",32948743.45,32942703.45,-6040.00,-0.02
"BELEM - PB",2343280.33,2338230.33,-5050.00,-0.22
"CORRENTE - PI",3762350.08,3759022.08,-3328.00,-0.09
"BELEM - PA",208507699.51,109661901.53,-98845797.98,-47.41
"LAJINHA - MG",2107472.77,2096227.77,-11245.00,-0.53
"ALTO RIO DOCE - MG",1465863.38,1441380.38,-24483.00,-1.67
"VARZEA GRANDE - MT",19526876.13,19342656.13,-184220.00,-0.94
"QUILOMBO - SC",1512064.79,1510444.79,-1620.00,-0.11
"MURICI - AL",4986046.49,4959046.49,-27000.00,-0.54
"SANTO HIPOLITO - MG",944612.56,935653.56,-8959.00,-0.95
"ROSARIO DA LIMEIRA - MG",1499949.55,1496621.55,-3328.00,-0.22
"ITATIM - BA",3343884.31,3312224.31,-31660.00,-0.95
"ITAIOPOLIS - SC",1895018.20,1889998.20,-5020.00,-0.26
"REGISTRO - SP",4595973.49,4504434.77,-91538.72,-1.99
"APIACAS - MT",3705151.45,3695291.45,-9860.00,-0.27
"DESCOBERTO - MG",797866.58,794538.58,-3328.00,-0.42
"MARCELINO VIEIRA - RN",1089447.22,1086119.22,-3328.00,-0.31
"MORADA NOVA - CE",9759245.47,9753715.47,-5530.00,-0.06
"LIMEIRA DO OESTE - MG",1114237.15,1110345.15,-3892.00,-0.35
"AUGUSTO DE LIMA - MG",878091.81,874763.81,-3328.00,-0.38
"BETANIA - PE",1828591.18,1817431.18,-11160.00,-0.61
"APUI - AM",2410757.94,2406865.94,-3892.00,-0.16
"MARECHAL CANDIDO RONDON - PR",7818224.31,7800445.31,-17779.00,-0.23
"BELA VISTA DE GOIAS - GO",3413535.47,3391895.47,-21640.00,-0.63
"AMPARO - SP",7855072.18,7770100.18,-84972.00,-1.08
"PEDRA AZUL - MG",3604843.55,3585188.55,-19655.00,-0.55
"BAEPENDI - MG",2608568.15,2602586.15,-5982.00,-0.23
"SIMONESIA - MG",2206689.82,2195577.82,-11112.00,-0.50
"INHAPI - AL",3880484.70,3865484.70,-15000.00,-0.39
"CUIABA - MT",113226223.32,68100250.89,-45125972.43,-39.85
"CRUZEIRO DA FORTALEZA - MG",1132786.11,1129458.11,-3328.00,-0.29
"MARCELANDIA - MT",1362942.97,1358062.97,-4880.00,-0.36
"UMBURATIBA - MG",707884.28,704556.28,-3328.00,-0.47
"MESQUITA - RJ",13413655.55,13299775.55,-113880.00,-0.85
"ABADIA DE GOIAS - GO",1654767.57,1634887.57,-19880.00,-1.20
"PIRAPETINGA - MG",1716580.27,1713252.27,-3328.00,-0.19
"SAO SEBASTIAO DA BELA VISTA - MG",837025.76,833133.76,-3892.00,-0.46
"SAO JOSE DO OURO - RS",668674.71,647761.77,-20912.94,-3.13
"GENERAL CARNEIRO - MT",849499.29,843019.29,-6480.00,-0.76
"IBIUNA - SP",8193969.67,8155041.67,-38928.00,-0.48
"NHANDEARA - SP",957035.85,954584.85,-2451.00,-0.26
"PIRATININGA - SP",1558111.59,1554219.59,-3892.00,-0.25
"SAO JOAQUIM DA BARRA - SP",3658856.91,3654964.91,-3892.00,-0.11
"RUBIM - MG",1404794.87,1386563.87,-18231.00,-1.30
"MALACACHETA - MG",2227337.00,2207682.00,-19655.00,-0.88
"GURUPI - TO",8343766.05,8314034.05,-29732.00,-0.36
"PARISI - SP",728352.04,720024.04,-8328.00,-1.14
"POCRANE - MG",1269254.88,1260460.88,-8794.00,-0.69
"ITAJAI - SC",30409903.12,30362963.12,-46940.00,-0.15
"CORONEL FABRICIANO - MG",8421132.97,8413348.97,-7784.00,-0.09
"ITAMBE DO MATO DENTRO - MG",692026.05,688698.05,-3328.00,-0.48
"LINS - SP",7385008.75,7368648.75,-16360.00,-0.22
"NOVO BRASIL - GO",962190.94,953142.94,-9048.00,-0.94
"IPIXUNA - AM",3211086.60,3204166.60,-6920.00,-0.22
"ITACARAMBI - MG",2150596.52,2146704.52,-3892.00,-0.18
"PORTO LUCENA - RS",972057.23,970102.59,-1954.64,-0.20
"SAO LOURENCO DO PIAUI - PI",1301288.89,1297960.89,-3328.00,-0.26
"FORTALEZA - CE",429730220.24,296856318.70,-132873901.54,-30.92
"TAPIRATIBA - SP",1648394.67,1644502.67,-3892.00,-0.24
"GUAPIMIRIM - RJ",7151620.93,7121720.93,-29900.00,-0.42
"GURINHATA - MG",1175010.99,1169231.99,-5779.00,-0.49
"GUAXUPE - MG",5013661.59,4998657.59,-15004.00,-0.30
"SAO PEDRO DO SUACUI - MG",1033303.21,1029975.21,-3328.00,-0.32
"SAO ROQUE - SP",5551807.41,5539339.41,-12468.00,-0.22
"GUARAPARI - ES",8586659.59,8555375.59,-31284.00,-0.36
"BARRAS - PI",5594510.37,5551142.37,-43368.00,-0.78
"BRASILIA - DF",174581236.07,18836412.87,-155744823.20,-89.21
"SAO JOAO DO PACUI - MG",791493.62,788165.62,-3328.00,-0.42
"IBIRACU - ES",1735629.86,1739521.86,3892.00,0.22
"RIO NOVO - MG",1187412.64,1180756.64,-6656.00,-0.56
"SENADOR FIRMINO - MG",1116942.90,1113050.90,-3892.00,-0.35
"SAO GABRIEL - RS",4502237.49,4282689.54,-219547.95,-4.88
"BARRA BONITA - SP",2926301.93,2919081.93,-7220.00,-0.25
"RIO TINTO - PB",3084166.43,3055526.43,-28640.00,-0.93
"SANTA MARIA DE ITABIRA - MG",1300397.09,1292613.09,-7784.00,-0.60
"ITAPEVA - MG",1089514.29,1085622.29,-3892.00,-0.36
"BOM JARDIM DE MINAS - MG",914390.28,910498.28,-3892.00,-0.43
"MARILIA - SP",24743708.14,24611745.14,-131963.00,-0.53
"SEROPEDICA - RJ",7986984.03,7942084.03,-44900.00,-0.56
"GONCALVES - MG",742711.08,730263.08,-12448.00,-1.68
"SARANDI - RS",2165128.18,2154490.54,-10637.64,-0.49
"SANTA CRUZ DO SUL - RS",19813580.67,19800060.67,-13520.00,-0.07
"ARACOIABA DA SERRA - SP",2136368.07,2129148.07,-7220.00,-0.34
"FAZENDA RIO GRANDE - PR",7390385.98,7369773.98,-20612.00,-0.28
"URUBURETAMA - CE",3000106.78,2984778.78,-15328.00,-0.51
"NOVAIS - SP",1285810.37,1283359.37,-2451.00,-0.19
"MESQUITA - MG",1156215.16,1152323.16,-3892.00,-0.34
"PETROLINA DE GOIAS - GO",1043203.52,1034503.52,-8700.00,-0.83
"ELDORADO DOS CARAJAS - PA",5648934.92,5622214.92,-26720.00,-0.47
"SAO SEBASTIAO DO CAI - RS",1856786.09,1848926.09,-7860.00,-0.42
"BARAO DE ANTONINA - SP",804809.72,801481.72,-3328.00,-0.41
"ESTRELA DE ALAGOAS - AL",3122183.94,3118291.94,-3892.00,-0.12
"PRIMAVERA DO LESTE - MT",6937095.24,6933195.24,-3900.00,-0.06
"EXTREMA - MG",3097852.87,3086176.87,-11676.00,-0.38
"SAO JOAO DA LAGOA - MG",1078719.99,1075391.99,-3328.00,-0.31
"GETULIO VARGAS - RS",2147746.38,2142916.38,-4830.00,-0.22
