"Mun","./backup/202002.zip","novo/202002.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",3162559.24,3124122.00,-38437.24,-1.22
"TRES DE MAIO - RS",2533652.27,2517668.78,-15983.49,-0.63
"VIAMAO - RS",12039211.05,11737845.83,-301365.22,-2.50
"PORTO UNIAO - SC",2825585.72,2785162.77,-40422.95,-1.43
"SALITRE - CE",3021987.10,3021987.10,-0.00,-0.00
"SOBRAL - CE",33081611.33,33081611.33,-0.00,-0.00
"CHOROZINHO - CE",3330135.70,3330135.70,-0.00,-0.00
"PATROCINIO DO MURIAE - MG",1059034.62,1059034.62,0.00,0.00
"TRES COROAS - RS",2785066.77,2757677.35,-27389.42,-0.98
"PLANALTO - RS",1420653.43,1412214.24,-8439.19,-0.59
"PORTO XAVIER - RS",1408668.36,1403803.08,-4865.28,-0.35
"SANTA RITA DO SAPUCAI - MG",3706388.48,3691377.55,-15010.93,-0.41
"QUEVEDOS - RS",901968.93,901968.93,0.00,0.00
"TERESOPOLIS - RJ",15208608.66,15208608.66,0.00,0.00
"IVATE - PR",1195938.33,1195938.33,0.00,0.00
"BOM SUCESSO - MG",2337513.03,2326573.96,-10939.07,-0.47
"BELEM - PA",134647303.75,98257733.61,-36389570.14,-27.03
"REGISTRO - SP",4920879.89,4835997.17,-84882.72,-1.72
"CUIABA - MT",72138919.48,49015838.27,-23123081.21,-32.05
"SAO JOSE DO OURO - RS",970044.64,949131.70,-20912.94,-2.16
"SAO JOAQUIM DA BARRA - SP",4281670.55,4281670.55,0.00,0.00
"PORTO LUCENA - RS",947666.27,945711.63,-1954.64,-0.21
"FORTALEZA - CE",297987231.43,238794185.88,-59193045.55,-19.86
"BRASILIA - DF",94771049.31,58227955.20,-36543094.11,-38.56
"SAO GABRIEL - RS",5019244.77,4956085.01,-63159.76,-1.26
"SARANDI - RS",2402755.13,2392117.49,-10637.64,-0.44
"PARAISOPOLIS - MG",2209485.34,2203673.94,-5811.40,-0.26
"UBA - MG",7805500.97,7195075.88,-610425.09,-7.82
"TUPA - SP",4970539.54,4916813.84,-53725.70,-1.08
"SARANDI - PR",6948315.51,6594187.93,-354127.58,-5.10
"BRAGANCA PAULISTA - SP",10842705.73,10662705.73,-180000.00,-1.66
"BAMBUI - MG",2712418.44,2689324.71,-23093.73,-0.85
"PASSO FUNDO - RS",13850302.56,10547891.95,-3302410.61,-23.84
"JOAO PESSOA - PB",105320945.84,89039274.56,-16281671.28,-15.46
"SANTO CRISTO - RS",1811164.51,1799436.67,-11727.84,-0.65
"FERNANDOPOLIS - SP",5693188.80,5245176.21,-448012.59,-7.87
"CAMBUI - MG",5366681.95,5354446.09,-12235.86,-0.23
"FORMIGA - MG",7929589.61,7929589.61,-0.00,-0.00
"CRUZ ALTA - RS",5786619.27,5151379.58,-635239.69,-10.98
"ROLANTE - RS",2339537.00,2327417.06,-12119.94,-0.52
"BREJO ALEGRE - SP",945598.04,945598.04,-0.00,-0.00
"SAO GONCALO DO AMARANTE - RN",12963326.02,12963326.02,-0.00,-0.00
"SAO LUIS - MA",161662508.96,125324355.78,-36338153.18,-22.48
"BOM DESPACHO - MG",5022996.72,5022996.72,0.00,0.00
"RIO VERMELHO - MG",1518685.29,1518685.29,-0.00,-0.00
"CACHOEIRO DE ITAPEMIRIM - ES",15114419.93,13832386.41,-1282033.52,-8.48
"PALMITINHO - RS",1089925.80,1079983.32,-9942.48,-0.91
"NAO-ME-TOQUE - RS",2091449.91,2081923.56,-9526.35,-0.46
"CLEVELANDIA - PR",2289489.37,2289489.37,-0.00,-0.00
"ALEGRETE - RS",6183567.03,5939381.00,-244186.03,-3.95
"PE DE SERRA - BA",2501098.78,2501098.78,-0.00,-0.00
"SOROCABA - SP",22876743.97,22567896.32,-308847.65,-1.35
"SAO JOSE DO ALEGRE - MG",996030.93,996030.93,0.00,0.00
"FEIRA DE SANTANA - BA",36837787.03,36679335.81,-158451.22,-0.43
"SAO GERALDO DA PIEDADE - MG",1043146.59,1043146.59,0.00,0.00
"LAMBARI D'OESTE - MT",914663.57,914663.57,-0.00,-0.00
"BARBACENA - MG",13941655.15,13941655.15,-0.00,-0.00
"IJUI - RS",7293238.38,6072052.26,-1221186.12,-16.74
"CACERES - MT",5781730.38,5672830.38,-108900.00,-1.88
"CARUARU - PE",25855545.43,25729794.83,-125750.60,-0.49
"ILHEUS - BA",18853018.92,18734437.09,-118581.83,-0.63
"IMPERATRIZ - MA",33080016.10,32954606.04,-125410.06,-0.38
"BOA VISTA - RR",81189853.85,70753721.17,-10436132.68,-12.85
"TERRA NOVA - PE",1766138.40,1766138.40,0.00,0.00
"BAGE - RS",8523323.26,8014482.49,-508840.77,-5.97
"SAO JERONIMO - RS",2427668.20,2319868.20,-107800.00,-4.44
"PIRENOPOLIS - GO",2688427.37,2688427.37,-0.00,-0.00
"VILA VELHA - ES",19722443.75,19315271.40,-407172.35,-2.06
"CIANORTE - PR",8087047.80,8047055.80,-39992.00,-0.49
"ANTONIO JOAO - MS",1246996.91,1246996.91,-0.00,-0.00
"JULIO DE CASTILHOS - RS",2319123.10,2312045.33,-7077.77,-0.31
"CURURUPU - MA",4562701.04,4536386.31,-26314.73,-0.58
"SANTO ANTONIO DA PATRULHA - RS",3412056.26,3375095.79,-36960.47,-1.08
"ANTONIO CARDOSO - BA",2094537.48,2094537.48,-0.00,-0.00
"SAO VICENTE FERRER - PE",2760097.08,2760097.08,-0.00,-0.00
"ARCOS - MG",3886252.17,3865285.99,-20966.18,-0.54
"PORTO VELHO - RO",72788952.17,49314261.61,-23474690.56,-32.25
"CUNHA PORA - SC",1336355.19,1331164.03,-5191.16,-0.39
"GENERAL SALGADO - SP",1450756.94,1450756.94,-0.00,-0.00
"CONCEICAO DO CANINDE - PI",1670241.15,1670241.15,-0.00,-0.00
"FLORIANOPOLIS - SC",81713087.71,27141493.78,-54571593.93,-66.78
"TRES PASSOS - RS",2906355.56,2751358.13,-154997.43,-5.33
"BOM RETIRO DO SUL - RS",1435481.60,1435481.60,0.00,0.00
"FRANCO DA ROCHA - SP",10487831.30,10487831.30,-0.00,-0.00
"PONTA GROSSA - PR",17072731.11,16270714.34,-802016.77,-4.70
"LIMOEIRO - PE",6430621.13,6378896.42,-51724.71,-0.80
"ILICINEA - MG",1612562.25,1612562.25,-0.00,-0.00
"SEBERI - RS",1803265.93,1774394.21,-28871.72,-1.60
"SAO BERNARDO DO CAMPO - SP",40352611.66,40352611.66,0.00,0.00
"TRABIJU - SP",897166.04,897166.04,-0.00,-0.00
"TUPANCIRETA - RS",2500504.46,2479623.11,-20881.35,-0.84
"EUSEBIO - CE",9124605.86,9124605.86,-0.00,-0.00
"ARACAJU - SE",84009179.76,59271230.90,-24737948.86,-29.45
"ANDRADINA - SP",10394259.98,10297869.38,-96390.60,-0.93
"SAO JOSE DO HERVAL - RS",922144.95,921057.74,-1087.21,-0.12
"LUCAS DO RIO VERDE - MT",5433118.99,5433118.99,0.00,0.00
"LINDOIA - SP",1335796.32,1335796.32,0.00,0.00
"ITAPIRAPUA PAULISTA - SP",985301.20,985301.20,-0.00,-0.00
"SAO MAMEDE - PB",1442055.65,1442055.65,-0.00,-0.00
"NONOAI - RS",1622828.46,1606840.46,-15988.00,-0.99
"CONCEICAO DO LAGO-ACU - MA",3255555.07,3255555.07,0.00,0.00
"CANDIDO GODOI - RS",1012643.01,1009153.09,-3489.92,-0.34
"FELISBURGO - MG",1241086.07,1241086.07,-0.00,-0.00
"BARRA DO CORDA - MA",10723091.44,10723091.44,-0.00,-0.00
"MURIAE - MG",8638885.95,8418024.76,-220861.19,-2.56
"SANTO ANGELO - RS",5364506.56,5133414.68,-231091.88,-4.31
"CONCEICAO DO COITE - BA",6676677.43,6557047.20,-119630.23,-1.79
"FRANCA - SP",12816480.60,12305218.88,-511261.72,-3.99
"JEQUIE - BA",16910412.76,16819412.76,-91000.00,-0.54
"ESPERA FELIZ - MG",2694502.64,2674971.27,-19531.37,-0.72
"COLATINA - ES",12972525.83,12915783.61,-56742.22,-0.44
"ITAPECURU MIRIM - MA",9234921.06,9234921.06,0.00,0.00
"REBOUCAS - PR",1981536.11,1960675.53,-20860.58,-1.05
"ACEGUA - RS",1013814.17,1011585.88,-2228.29,-0.22
"SAO MIGUEL DO GOSTOSO - RN",2021043.26,2021043.26,0.00,0.00
"SAO LOURENCO DA MATA - PE",9975609.92,9929609.92,-46000.00,-0.46
"BUENO BRANDAO - MG",1547518.09,1539389.37,-8128.72,-0.53
"SANTO ANTONIO DE JESUS - BA",10059932.43,9931197.08,-128735.35,-1.28
"VALENCA - BA",10007774.33,9852166.54,-155607.79,-1.55
"CONCEICAO DO ALMEIDA - BA",2766931.78,2766931.78,-0.00,-0.00
"UBAI - MG",1539796.27,1539796.27,0.00,0.00
"CURITIBA - PR",243119024.35,121756476.30,-121362548.05,-49.92
"CAICARA - RS",947275.56,947275.56,0.00,0.00
"SAO LOURENCO DA SERRA - SP",1729113.75,1729113.75,0.00,0.00
"CONCEICAO DA BARRA - ES",3646189.38,3646189.38,-0.00,-0.00
"ARACATUBA - SP",13884640.68,12369893.94,-1514746.74,-10.91
"FEIRA NOVA - PE",2880219.18,2880219.18,-0.00,-0.00
"MONTE CARLO - SC",1162877.66,1162877.66,-0.00,-0.00
"DIVINOLANDIA - SP",1525456.98,1400015.72,-125441.26,-8.22
"BARCELOS - AM",2881645.49,2881645.49,-0.00,-0.00
"CARANGOLA - MG",3664692.24,3165378.25,-499313.99,-13.62
"SAO LOURENCO - MG",6541391.97,6541391.97,0.00,0.00
"SAO SEBASTIAO DO UATUMA - AM",1761014.63,1761014.63,0.00,0.00
"NOVA GRANADA - SP",2208791.68,2191400.62,-17391.06,-0.79
"ARAPONGAS - PR",8948925.69,8864272.85,-84652.84,-0.95
"JOINVILLE - SC",30656883.99,30656883.99,-0.00,-0.00
"TERESINA - PI",148768006.98,124820475.91,-23947531.07,-16.10
"BARRA DO GARCAS - MT",5825007.98,5825007.98,-0.00,-0.00
"CAMPO GRANDE - MS",84609574.64,67027602.92,-17581971.72,-20.78
"VARGEM - SC",894481.04,894481.04,0.00,0.00
"BICAS - MG",1874733.94,1866922.75,-7811.19,-0.42
"CACADOR - SC",5415714.41,5252343.26,-163371.15,-3.02
"SAO CRISTOVAO - SE",11391876.70,11378020.42,-13856.28,-0.12
"RENASCENCA - PR",1157635.80,1157635.80,0.00,0.00
"MOEMA - MG",1118718.82,1118718.82,0.00,0.00
"ARROIO DO PADRE - RS",911011.88,911011.88,0.00,0.00
"TOLEDO - PR",9333361.62,9158904.13,-174457.49,-1.87
"OSASCO - SP",17700042.47,17568168.94,-131873.53,-0.75
"CONFRESA - MT",3075415.74,3075415.74,-0.00,-0.00
"MACAPA - AP",62902125.16,52239244.62,-10662880.54,-16.95
"PALMARES - PE",7105661.90,7041432.54,-64229.36,-0.90
"ENCRUZILHADA DO SUL - RS",2508389.58,2476049.66,-32339.92,-1.29
"BREJO SANTO - CE",8200525.94,8200525.94,0.00,0.00
"MULUNGU DO MORRO - BA",2122039.19,2122039.19,-0.00,-0.00
"BRAZABRANTES - GO",958988.13,958988.13,0.00,0.00
"IBIRUBA - RS",2230704.63,2227687.23,-3017.40,-0.14
"ARVOREZINHA - RS",1470540.79,1454916.21,-15624.58,-1.06
"CARMOPOLIS DE MINAS - MG",2281926.49,2278825.33,-3101.16,-0.14
"ILHA GRANDE - PI",1478899.84,1478899.84,-0.00,-0.00
"SANTA MARIANA - PR",1559318.45,1496077.99,-63240.46,-4.06
"POTENGI - CE",1903111.00,1903111.00,0.00,0.00
"JARAGUA DO SUL - SC",15266395.77,15266395.77,-0.00,-0.00
"LAGOA DA PRATA - MG",4407918.30,4385360.99,-22557.31,-0.51
"RODEIO BONITO - RS",1036366.75,1023853.45,-12513.30,-1.21
"COLIDER - MT",3156773.05,2933524.10,-223248.95,-7.07
"CERRO LARGO - RS",1735584.31,1732688.97,-2895.34,-0.17
"JAU - SP",12796242.38,11954628.55,-841613.83,-6.58
"FAXINAL - PR",2332410.08,2332410.08,-0.00,-0.00
"MOREIRA SALES - PR",1540978.11,1540978.11,0.00,0.00
"ARROIO GRANDE - RS",2046319.02,2035819.65,-10499.37,-0.51
"RECIFE - PE",264948705.67,129929402.93,-135019302.74,-50.96
"RIO BRANCO - AC",66373784.75,46338878.51,-20034906.24,-30.18
"VARJAO - GO",947902.41,947902.41,-0.00,-0.00
"JABOTICABA - RS",992808.55,984967.49,-7841.06,-0.79
"VITORIA - ES",88579074.59,36022896.84,-52556177.75,-59.33
"SAO PAULO - SP",763832676.27,296818983.49,-467013692.78,-61.14
"CAXIAS - MA",28430895.02,28430895.02,-0.00,-0.00
"SANTA RITA - PB",12722118.09,12722118.09,-0.00,-0.00
"FREDERICO WESTPHALEN - RS",3028689.19,2950305.86,-78383.33,-2.59
"MADALENA - CE",3145105.77,3145105.77,-0.00,-0.00
"DOM PEDRITO - RS",3236409.41,3209882.76,-26526.65,-0.82
"CACHOEIRA DO SUL - RS",7683765.60,7683765.60,-0.00,-0.00
"OURO FINO - MG",2791014.01,2749059.53,-41954.48,-1.50
"MOSTARDAS - RS",1384505.72,1383628.21,-877.51,-0.06
"ALEM PARAIBA - MG",3303925.99,3249462.45,-54463.54,-1.65
"MARAU - RS",3901984.69,3895896.76,-6087.93,-0.16
"GUARAPUAVA - PR",12665259.25,12213999.59,-451259.66,-3.56
"VARJAO DE MINAS - MG",1130684.77,1130684.77,0.00,0.00
"IRATI - PR",4624507.38,4458147.78,-166359.60,-3.60
"TUPARENDI - RS",1048129.72,1044577.83,-3551.89,-0.34
"DOIS IRMAOS DO BURITI - MS",1688098.62,1688098.62,-0.00,-0.00
"BATAGUASSU - MS",2747719.85,2739764.21,-7955.64,-0.29
