"Mun","./backup/201605.zip","novo/201605.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",2216250.23,2118330.14,-97920.09,-4.42
"TRES DE MAIO - RS",2002555.28,1961901.42,-40653.86,-2.03
"VIAMAO - RS",8751456.07,8801136.91,49680.84,0.57
"NOVO CRUZEIRO - MG",2359511.62,2343274.74,-16236.88,-0.69
"CARMO DO PARANAIBA - MG",2647477.55,2647477.55,0.00,0.00
"CANGUCU - RS",3281986.19,3098268.65,-183717.54,-5.60
"TRES COROAS - RS",1937417.45,1900840.33,-36577.12,-1.89
"SANTA RITA DO SAPUCAI - MG",2501401.53,2473922.36,-27479.17,-1.10
"SANANDUVA - RS",1289814.76,1282789.25,-7025.51,-0.54
"PONTE NOVA - MG",6530660.35,6530660.35,-0.00,-0.00
"SAO JOSE DO RIO PRETO - SP",19126051.20,18591709.27,-534341.93,-2.79
"BELEM - PA",115904669.44,80381767.69,-35522901.75,-30.65
"LAJINHA - MG",1696325.16,1689737.80,-6587.36,-0.39
"VARZEA GRANDE - MT",11930857.11,11908449.11,-22408.00,-0.19
"REGISTRO - SP",3553044.00,3493925.10,-59118.90,-1.66
"CUITE - PB",2332181.41,2332181.41,-0.00,-0.00
"PEDRA AZUL - MG",2233182.96,2223783.25,-9399.71,-0.42
"BAEPENDI - MG",1680656.23,1651589.70,-29066.53,-1.73
"CUIABA - MT",70855549.12,46181576.53,-24673972.59,-34.82
"MESQUITA - RJ",7323550.19,7323550.19,0.00,0.00
"SAO JOSE DO OURO - RS",815985.53,791900.88,-24084.65,-2.95
"IBIUNA - SP",3521069.44,3521069.44,0.00,0.00
"PORTO LUCENA - RS",631401.81,627874.49,-3527.32,-0.56
"FORTALEZA - CE",289773517.54,173515920.52,-116257597.02,-40.12
"BRASILIA - DF",409986679.82,340588503.24,-69398176.58,-16.93
"CONDOR - RS",813955.82,812742.81,-1213.01,-0.15
"RIO TINTO - PB",2738731.01,2738731.01,0.00,0.00
"ERVAL VELHO - SC",612471.28,612471.28,-0.00,-0.00
"SARANDI - RS",1593219.06,1588458.62,-4760.44,-0.30
"SAO SEBASTIAO DO CAI - RS",1830389.56,1821874.48,-8515.08,-0.47
"PARAISOPOLIS - MG",1515940.42,1508093.17,-7847.25,-0.52
"UBA - MG",5163817.52,4768887.42,-394930.10,-7.65
"TUPA - SP",3388374.49,3203869.34,-184505.15,-5.45
"IVOTI - RS",1549900.29,1536860.57,-13039.72,-0.84
"SARANDI - PR",4542523.24,4399211.41,-143311.83,-3.15
"INHAPIM - MG",2034030.35,2018625.05,-15405.30,-0.76
"BRAGANCA PAULISTA - SP",8134900.80,7844431.91,-290468.89,-3.57
"GUARUJA - SP",12488442.40,12488442.40,-0.00,-0.00
"BAMBUI - MG",1889402.38,1868722.33,-20680.05,-1.09
"PASSO FUNDO - RS",8574942.07,8088911.85,-486030.22,-5.67
"AMERICANA - SP",8357530.53,8357530.53,-0.00,-0.00
"GARCA - SP",3245613.07,3221553.08,-24059.99,-0.74
"JOAO PESSOA - PB",112247803.52,76014135.01,-36233668.51,-32.28
"SANTO CRISTO - RS",1307094.52,1295532.69,-11561.83,-0.88
"FERNANDOPOLIS - SP",3896242.53,3625294.79,-270947.74,-6.95
"FORMIGA - MG",4132254.97,3965708.47,-166546.50,-4.03
"CARPINA - PE",5594990.87,5488839.71,-106151.16,-1.90
"AIURUOCA - MG",740266.17,723946.90,-16319.27,-2.20
"CRUZ ALTA - RS",4255869.83,3790743.67,-465126.16,-10.93
"CARIACICA - ES",11750694.13,11577585.25,-173108.88,-1.47
"SAO LUIS - MA",197167903.36,97362015.75,-99805887.61,-50.62
"SANTA BARBARA DO SUL - RS",755540.19,745877.81,-9662.38,-1.28
"GUAJARA-MIRIM - RO",2851376.70,2851376.70,-0.00,-0.00
"IRAI - RS",734991.06,731755.34,-3235.72,-0.44
"CACHOEIRO DE ITAPEMIRIM - ES",9230632.02,8627860.29,-602771.73,-6.53
"POJUCA - BA",3538063.14,3518144.60,-19918.54,-0.56
"NAO-ME-TOQUE - RS",1581037.55,1577982.32,-3055.23,-0.19
"CLEVELANDIA - PR",1578822.78,1573073.79,-5748.99,-0.36
"ALEGRETE - RS",4493818.96,4322766.84,-171052.12,-3.81
