"Mun","./backup/201710.zip","novo/201710.zip","Diff","Percent"
"TARTARUGALZINHO - AP",1430981.93,1409921.93,-21060.00,-1.47
"MONTE AZUL - MG",1557735.78,1551495.78,-6240.00,-0.40
"ITANHEM - BA",1993351.33,1983741.33,-9610.00,-0.48
"PANAMBI - RS",2706606.11,2700886.11,-5720.00,-0.21
"SERRA DA RAIZ - PB",938149.17,932789.17,-5360.00,-0.57
"JARDIM DE PIRANHAS - RN",1395384.65,1387740.65,-7644.00,-0.55
"UMBUZEIRO - PB",990494.97,984564.97,-5930.00,-0.60
"IBIAPINA - CE",2282336.22,2275986.22,-6350.00,-0.28
"PALMEIRA DAS MISSOES - RS",3304651.14,3222648.66,-82002.48,-2.48
"SAO DOMINGOS DO AZEITAO - MA",941396.02,937456.02,-3940.00,-0.42
"MATERLANDIA - MG",642692.95,636042.95,-6650.00,-1.03
"BANABUIU - CE",1845284.15,1837154.15,-8130.00,-0.44
"NOSSA SENHORA DA GLORIA - SE",2867462.73,2854912.73,-12550.00,-0.44
"TRES DE MAIO - RS",1566915.35,1547116.01,-19799.34,-1.26
"VIAMAO - RS",9486560.17,9407731.01,-78829.16,-0.83
"SAO DOMINGOS DO ARAGUAIA - PA",2420897.98,2409237.98,-11660.00,-0.48
"SOBRAL - CE",25927923.95,25899393.95,-28530.00,-0.11
"ACARAU - CE",5189965.81,5183645.81,-6320.00,-0.12
"CAPINZAL DO NORTE - MA",2257013.19,2255483.19,-1530.00,-0.07
"DONA INES - PB",1191101.09,1185101.09,-6000.00,-0.50
"VESPASIANO - MG",6008843.75,5989143.75,-19700.00,-0.33
"SENADOR JOSE BENTO - MG",540299.39,539169.39,-1130.00,-0.21
"TURURU - CE",1648582.91,1640832.91,-7750.00,-0.47
"LAGOA DE DENTRO - PB",1068403.36,1058583.36,-9820.00,-0.92
"NOVO CRUZEIRO - MG",1983893.04,1974599.45,-9293.59,-0.47
"OUREM - PA",2304135.47,2304135.47,-0.00,-0.00
"DOIS IRMAOS - RS",1641977.62,1622447.62,-19530.00,-1.19
"GUARINOS - GO",562269.03,556791.03,-5478.00,-0.97
"NOVA HARTZ - RS",1217027.75,1204737.75,-12290.00,-1.01
"CANGUCU - RS",3018201.87,2831034.33,-187167.54,-6.20
"TRES COROAS - RS",1512010.79,1469816.55,-42194.24,-2.79
"BETIM - MG",19640446.90,19504246.90,-136200.00,-0.69
"PORTO XAVIER - RS",910074.42,876952.42,-33122.00,-3.64
"COLORADO DO OESTE - RO",1224551.02,1189421.02,-35130.00,-2.87
"SANTA RITA DO SAPUCAI - MG",2225701.99,2193621.15,-32080.84,-1.44
"SANTO EXPEDITO DO SUL - RS",486559.64,483969.64,-2590.00,-0.53
"UPANEMA - RN",2423371.16,2411995.16,-11376.00,-0.47
"COLINAS - MA",4217221.11,4209011.11,-8210.00,-0.19
"MAJOR ISIDORO - AL",2172737.38,2167157.38,-5580.00,-0.26
"TERESOPOLIS - RJ",10108180.67,10097240.67,-10940.00,-0.11
"SAO MATEUS - ES",7905039.05,7891479.05,-13560.00,-0.17
"CANAPOLIS - MG",1444840.75,1439020.75,-5820.00,-0.40
"AURORA - CE",4114172.45,4104392.45,-9780.00,-0.24
"PRESIDENTE DUTRA - BA",1665207.15,1658547.15,-6660.00,-0.40
"ARACAGI - PB",1683314.43,1666294.43,-17020.00,-1.01
"TRIUNFO - PB",839435.47,833385.47,-6050.00,-0.72
"PINHAIS - PR",4912914.20,4906396.93,-6517.27,-0.13
"BERIZAL - MG",708815.40,705115.40,-3700.00,-0.52
"ASSUNCAO - PB",773466.28,770076.28,-3390.00,-0.44
"SAO BENTO ABADE - MG",614179.10,604499.10,-9680.00,-1.58
"LIZARDA - TO",669889.46,666009.46,-3880.00,-0.58
"CALDAZINHA - GO",576541.12,571451.12,-5090.00,-0.88
"LIMEIRA - SP",12367867.54,12362607.54,-5260.00,-0.04
"BELEM DO BREJO DO CRUZ - PB",1423653.88,1417863.88,-5790.00,-0.41
"SAO JOSE DO RIO PRETO - SP",16975604.65,16441262.72,-534341.93,-3.15
"PASSA E FICA - RN",1273519.06,1261099.06,-12420.00,-0.98
"IGARACU DO TIETE - SP",1473235.01,1463165.01,-10070.00,-0.68
"CACHOEIRA DOS INDIOS - PB",1087701.47,1081151.47,-6550.00,-0.60
"GONGOGI - BA",951196.08,948226.08,-2970.00,-0.31
