"Mun","./backup/201812.zip","novo/201812.zip","Diff","Percent"
"TERRA NOVA - BA",2441094.01,2417010.21,-24083.80,-0.99
"TARTARUGALZINHO - AP",2968263.91,2959411.91,-8852.00,-0.30
"OLIVEIRA DE FATIMA - TO",1191981.61,1185662.81,-6318.80,-0.53
"PAQUETA - PI",1734632.25,1726854.85,-7777.40,-0.45
"MONTE AZUL - MG",3462298.37,3448519.37,-13779.00,-0.40
"CAMPO BELO DO SUL - SC",1522830.39,1522830.39,0.00,0.00
"ITAPOA - SC",5421825.10,5391233.70,-30591.40,-0.56
"ITANHEM - BA",4174342.58,4140534.78,-33807.80,-0.81
"MAETINGA - BA",2059877.99,2041217.19,-18660.80,-0.91
"PANAMBI - RS",5306795.55,5287019.55,-19776.00,-0.37
"SAO JOSE DO JACURI - MG",1438758.43,1433133.43,-5625.00,-0.39
"JARDIM DE PIRANHAS - RN",3168206.05,3168206.05,-0.00,-0.00
"UMBUZEIRO - PB",1947644.45,1914242.45,-33402.00,-1.71
"IBIAPINA - CE",6430253.57,6394128.77,-36124.80,-0.56
"PALMEIRA DAS MISSOES - RS",4106621.46,3992048.69,-114572.77,-2.79
"BANABUIU - CE",4363727.51,4332649.91,-31077.60,-0.71
"HELIOPOLIS - BA",2860148.28,2831501.68,-28646.60,-1.00
"TRES DE MAIO - RS",4219367.08,4161131.85,-58235.23,-1.38
"VIAMAO - RS",13710520.79,13485561.03,-224959.76,-1.64
"PORTO UNIAO - SC",3626715.68,3586292.73,-40422.95,-1.11
"AMERICA DOURADA - BA",3412129.93,3386101.33,-26028.60,-0.76
"HIDROLINA - GO",1267848.16,1230929.16,-36919.00,-2.91
"SAO DOMINGOS DO ARAGUAIA - PA",3960893.17,3912833.57,-48059.60,-1.21
"SALITRE - CE",4776686.82,4748002.82,-28684.00,-0.60
"PENTECOSTE - CE",7561515.31,7544500.11,-17015.20,-0.23
"MAE DO RIO - PA",5857502.78,5790448.18,-67054.60,-1.14
"SOBRAL - CE",38578863.89,38014064.49,-564799.40,-1.46
"ACARAU - CE",10488525.52,10419941.12,-68584.40,-0.65
"VESPASIANO - MG",10570708.88,10552708.88,-18000.00,-0.17
"TURURU - CE",3421310.32,3392252.32,-29058.00,-0.85
"ANDORINHA - BA",3937900.20,3918789.40,-19110.80,-0.49
"CHOROZINHO - CE",5830896.08,5800454.28,-30441.80,-0.52
"COXILHA - RS",1241381.28,1234277.08,-7104.20,-0.57
"LAGOA DE DENTRO - PB",2216967.25,2205789.25,-11178.00,-0.50
"NOVO CRUZEIRO - MG",4500558.87,4332305.28,-168253.59,-3.74
"OUREM - PA",3955906.70,3921352.70,-34554.00,-0.87
"CARMO DO PARANAIBA - MG",4085403.79,4049586.79,-35817.00,-0.88
"SAO MIGUEL ARCANJO - SP",4714866.85,4709446.85,-5420.00,-0.11
"GUARINOS - GO",1136328.48,1122157.28,-14171.20,-1.25
"NOVA HARTZ - RS",2785671.35,2762223.35,-23448.00,-0.84
"CANGUCU - RS",5915321.57,5773918.71,-141402.86,-2.39
"RUY BARBOSA - BA",5168707.12,5118854.72,-49852.40,-0.96
"URUCUI - PI",4247116.35,4233211.35,-13905.00,-0.33
"TRES COROAS - RS",3478192.30,3445778.06,-32414.24,-0.93
"BETIM - MG",32673053.75,32622855.75,-50198.00,-0.15
"CUBATAO - SP",20125002.56,20082434.56,-42568.00,-0.21
"PORTO XAVIER - RS",1660077.11,1664528.83,4451.72,0.27
"FILADELFIA - BA",4887827.43,4859180.83,-28646.60,-0.59
"SANTA RITA DO SAPUCAI - MG",4141039.58,4108958.74,-32080.84,-0.77
"GAROPABA - SC",3064830.66,3030538.46,-34292.20,-1.12
"GUARANI DAS MISSOES - RS",1811221.33,1780609.93,-30611.40,-1.69
"UPANEMA - RN",4298357.35,4261754.35,-36603.00,-0.85
"ACORIZAL - MT",1093151.95,1060183.15,-32968.80,-3.02
"SANANDUVA - RS",2662897.81,2643631.81,-19266.00,-0.72
"MAJOR ISIDORO - AL",4323290.69,4293338.69,-29952.00,-0.69
"ALMADINA - BA",1599276.12,1590002.72,-9273.40,-0.58
"PRAIA GRANDE - SP",22550848.20,22482892.20,-67956.00,-0.30
"TERESOPOLIS - RJ",15210586.11,15192258.11,-18328.00,-0.12
"SAO MATEUS - ES",12817547.06,12814219.06,-3328.00,-0.03
"CANAPOLIS - MG",2974051.49,2959051.49,-15000.00,-0.50
"AURORA - CE",4400332.65,4365068.05,-35264.60,-0.80
"PRESIDENTE DUTRA - BA",4097777.19,4073281.99,-24495.20,-0.60
"ARACAGI - PB",3347492.43,3289380.23,-58112.20,-1.74
"MERUOCA - CE",3057370.79,3025694.79,-31676.00,-1.04
"TRIUNFO - PE",2818242.33,2792973.73,-25268.60,-0.90
"PINHAIS - PR",10277819.17,10259625.90,-18193.27,-0.18
"SANTA MARIA DA SERRA - SP",1503608.05,1486715.05,-16893.00,-1.12
"BUERAREMA - BA",3150201.94,3144144.94,-6057.00,-0.19
"CARNEIROS - AL",2009842.85,1991817.85,-18025.00,-0.90
"FERRAZ DE VASCONCELOS - SP",10793347.64,10671903.64,-121444.00,-1.13
"CACHOEIRA DE PAJEU - MG",1524821.67,1505327.67,-19494.00,-1.28
"ASTORGA - PR",3685443.96,3681551.96,-3892.00,-0.11
"SAO FELIX DO PIAUI - PI",1258609.27,1251243.27,-7366.00,-0.59
"BERIZAL - MG",1312464.26,1290378.26,-22086.00,-1.68
"ILHA SOLTEIRA - SP",4105331.68,4084471.68,-20860.00,-0.51
"OLHO D'AGUA GRANDE - AL",1690379.65,1680565.65,-9814.00,-0.58
"VARZEA GRANDE - PI",1492152.68,1483178.48,-8974.20,-0.60
"LIZARDA - TO",1435276.59,1421191.59,-14085.00,-0.98
"ITAMBACURI - MG",3605690.07,3562574.07,-43116.00,-1.20
"CALDAZINHA - GO",1755616.04,1747801.24,-7814.80,-0.45
"LIMEIRA - SP",22819476.73,22790934.73,-28542.00,-0.13
"ALAGOINHA DO PIAUI - PI",1606044.96,1584751.36,-21293.60,-1.33
"PONTE NOVA - MG",9669874.05,9658606.05,-11268.00,-0.12
"GUARANTA DO NORTE - MT",4688295.57,4661867.57,-26428.00,-0.56
"TALISMA - TO",1153562.09,1145597.69,-7964.40,-0.69
"AXIXA DO TOCANTINS - TO",2465280.30,2459781.30,-5499.00,-0.22
"BELEM DO BREJO DO CRUZ - PB",1691902.64,1679076.24,-12826.40,-0.76
"SAO JOSE DO RIO PRETO - SP",26411892.18,26371672.18,-40220.00,-0.15
"PASSA E FICA - RN",2441547.79,2430947.79,-10600.00,-0.43
"BRAUNAS - MG",1489419.60,1467495.60,-21924.00,-1.47
"CANDOI - PR",4206155.20,4197749.20,-8406.00,-0.20
"PEDRA DO ANTA - MG",1306794.29,1301160.29,-5634.00,-0.43
"CACHOEIRA DOS INDIOS - PB",2011448.50,1997408.50,-14040.00,-0.70
"GONGOGI - BA",2306064.68,2294883.88,-11180.80,-0.48
"BOM SUCESSO - PB",1445533.09,1421512.49,-24020.60,-1.66
"IBITITA - BA",3659842.61,3635384.81,-24457.80,-0.67
"APUAREMA - BA",2008857.81,1996555.01,-12302.80,-0.61
"ITAPIRAPUA - GO",1727857.56,1680040.36,-47817.20,-2.77
"JOAQUIM PIRES - PI",3225317.12,3216754.32,-8562.80,-0.27
"RIACHO DAS ALMAS - PE",3489158.88,3470062.88,-19096.00,-0.55
"IAPU - MG",2418863.80,2410412.80,-8451.00,-0.35
"ASSIS - SP",10823114.05,10771222.05,-51892.00,-0.48
"SAO LUDGERO - SC",1907633.85,1907633.85,0.00,0.00
"CAFELANDIA - SP",2767583.22,2758783.22,-8800.00,-0.32
"PAI PEDRO - MG",1510542.61,1496592.61,-13950.00,-0.92
"BOM SUCESSO - MG",3064819.40,3037333.01,-27486.39,-0.90
"GOIOERE - PR",6046931.36,6042488.36,-4443.00,-0.07
"PRATA DO PIAUI - PI",1241231.77,1230798.97,-10432.80,-0.84
"PORANGA - CE",2558272.18,2513211.58,-45060.60,-1.76
"CRICIUMA - SC",23659611.99,23639076.39,-20535.60,-0.09
"BELEM - PB",3205350.48,3164126.88,-41223.60,-1.29
"CORRENTE - PI",6089713.64,6064489.24,-25224.40,-0.41
"BELEM - PA",177387063.07,119643240.65,-57743822.42,-32.55
"LAJINHA - MG",3046584.30,3038133.30,-8451.00,-0.28
"ALTO RIO DOCE - MG",2031856.90,2023585.90,-8271.00,-0.41
"SAO JOSE DO CAMPESTRE - RN",2378869.06,2338263.66,-40605.40,-1.71
"VARZEA GRANDE - MT",16735856.40,16694940.60,-40915.80,-0.24
"ARAMBARE - RS",1092456.80,1081724.80,-10732.00,-0.98
"QUILOMBO - SC",1538433.22,1522839.22,-15594.00,-1.01
"MURICI - AL",5241160.04,5203580.04,-37580.00,-0.72
"IPUEIRA - RN",1268474.99,1262193.59,-6281.40,-0.50
"SANTO HIPOLITO - MG",1316184.60,1310550.60,-5634.00,-0.43
"BURITI DE GOIAS - GO",1459240.47,1451687.47,-7553.00,-0.52
"ITATIM - BA",3428809.72,3403117.72,-25692.00,-0.75
"DAMOLANDIA - GO",1155186.60,1147858.00,-7328.60,-0.63
"ITAIOPOLIS - SC",2744136.87,2741652.87,-2484.00,-0.09
"REGISTRO - SP",7087248.71,7011032.81,-76215.90,-1.08
"ITAU - RN",1522613.84,1502054.64,-20559.20,-1.35
"MORADA NOVA - CE",9921953.84,9822699.64,-99254.20,-1.00
"CUITE - PB",4734663.57,4707035.17,-27628.40,-0.58
"AUGUSTO DE LIMA - MG",1430747.86,1425113.86,-5634.00,-0.39
"BETANIA - PE",2428325.26,2410317.26,-18008.00,-0.74
"IBIMIRIM - PE",4921684.38,4768873.38,-152811.00,-3.10
"APARECIDA DO RIO NEGRO - TO",1321572.28,1314873.28,-6699.00,-0.51
"SAO JOAO DA PARAUNA - GO",1108422.59,1096581.99,-11840.60,-1.07
"MARECHAL CANDIDO RONDON - PR",11570613.06,11568162.06,-2451.00,-0.02
"PAUDALHO - PE",8303862.31,8237493.71,-66368.60,-0.80
"BELA VISTA DE GOIAS - GO",4555270.60,4529989.60,-25281.00,-0.55
"PEDRA AZUL - MG",4158507.80,4113875.22,-44632.58,-1.07
"BAEPENDI - MG",3166141.61,3133399.61,-32742.00,-1.03
"PORTO DO MANGUE - RN",1961095.12,1950624.92,-10470.20,-0.53
"PONTALINA - GO",3684793.72,3659555.72,-25238.00,-0.68
