"Mun","./backup/201601.zip","novo/201601.zip","Diff","Percent"
"TARTARUGALZINHO - AP",1049990.63,1041690.63,-8300.00,-0.79
"OLIVEIRA DE FATIMA - TO",514341.18,506091.18,-8250.00,-1.60
"PANAMBI - RS",2451414.20,2441414.20,-10000.00,-0.41
"SAO JOSE DO CALCADO - ES",1008059.59,999309.59,-8750.00,-0.87
"PALMEIRA DAS MISSOES - RS",2159031.59,1955597.49,-203434.10,-9.42
"ALTO ARAGUAIA - MT",1296425.17,1288125.17,-8300.00,-0.64
"TRES DE MAIO - RS",1557500.33,1496846.47,-60653.86,-3.89
"CARIRI DO TOCANTINS - TO",613143.67,608143.67,-5000.00,-0.82
"VIAMAO - RS",8000169.44,7803600.28,-196569.16,-2.46
"PORTO UNIAO - SC",1877599.01,1861249.01,-16350.00,-0.87
"SOBRAL - CE",25289057.70,25278057.70,-11000.00,-0.04
"SENADOR JOSE BENTO - MG",566900.55,558600.55,-8300.00,-1.46
"ITAPEMIRIM - ES",8798895.14,8776645.14,-22250.00,-0.25
"NOVO CRUZEIRO - MG",1906808.44,1879321.56,-27486.88,-1.44
"CARMO DO PARANAIBA - MG",2149762.00,2141462.00,-8300.00,-0.39
"VILA LANGARO - RS",610613.93,602313.93,-8300.00,-1.36
"SALTO GRANDE - SP",763572.54,725972.54,-37600.00,-4.92
"LARANJEIRAS - SE",2577712.57,2569412.57,-8300.00,-0.32
"CANGUCU - RS",2843652.71,2621935.17,-221717.54,-7.80
"TRES COROAS - RS",1586808.23,1541481.11,-45327.12,-2.86
"CUBATAO - SP",9096557.07,9039907.07,-56650.00,-0.62
"VISTA GAUCHA - RS",527989.18,519689.18,-8300.00,-1.57
"MARMELEIRO - PR",1308409.59,1308409.59,-0.00,-0.00
"SANTA RITA DO SAPUCAI - MG",2234077.66,2206598.49,-27479.17,-1.23
"ACORIZAL - MT",552312.60,533665.77,-18646.83,-3.38
"SANANDUVA - RS",1019065.05,1012039.54,-7025.51,-0.69
"MAJOR ISIDORO - AL",2755591.44,2741841.44,-13750.00,-0.50
"PRAIA GRANDE - SP",11336208.74,11314708.74,-21500.00,-0.19
"TERESOPOLIS - RJ",9812901.50,9795901.50,-17000.00,-0.17
"SAO MATEUS - ES",7532258.42,7512837.53,-19420.89,-0.26
"BORBA - AM",3674038.91,3658682.52,-15356.39,-0.42
"PINHAIS - PR",5098191.56,5059392.25,-38799.31,-0.76
"BUERAREMA - BA",1921881.53,1913131.53,-8750.00,-0.46
"FERRAZ DE VASCONCELOS - SP",5839459.53,5790709.53,-48750.00,-0.83
"OLHO D'AGUA GRANDE - AL",1049532.31,1043282.31,-6250.00,-0.60
"LIZARDA - TO",611189.52,604939.52,-6250.00,-1.02
"ITAMBACURI - MG",1800467.11,1792167.11,-8300.00,-0.46
"LIMEIRA - SP",14927502.40,14916502.40,-11000.00,-0.07
"PONTE NOVA - MG",5011861.29,5010262.55,-1598.74,-0.03
"GUARANTA DO NORTE - MT",2139497.70,2116497.70,-23000.00,-1.08
"TALISMA - TO",986683.42,978383.42,-8300.00,-0.84
"AXIXA DO TOCANTINS - TO",1192839.20,1188839.20,-4000.00,-0.34
"SAO JOSE DO RIO PRETO - SP",16533857.75,15938856.40,-595001.35,-3.60
"CANDOI - PR",1399953.00,1385403.00,-14550.00,-1.04
"GONGOGI - BA",1113651.29,1107401.29,-6250.00,-0.56
"IAPU - MG",934057.02,934057.02,0.00,0.00
"ASSIS - SP",5190427.49,5180427.49,-10000.00,-0.19
"CAFELANDIA - SP",1585432.81,1568382.81,-17050.00,-1.08
"CRICIUMA - SC",14207448.09,14099898.09,-107550.00,-0.76
"BELEM - PB",1752236.65,1748636.64,-3600.01,-0.21
"BELEM - PA",106715378.39,87701633.70,-19013744.69,-17.82
"LAJINHA - MG",1371079.88,1364492.52,-6587.36,-0.48
"SAO JOSE DO CAMPESTRE - RN",1210630.31,1204380.31,-6250.00,-0.52
"VARZEA GRANDE - MT",9276153.10,9215771.78,-60381.32,-0.65
"REGISTRO - SP",3113828.72,3044709.82,-69118.90,-2.22
"MORADA NOVA - CE",6211206.25,6200206.25,-11000.00,-0.18
"BETANIA - PE",1421062.74,1412312.74,-8750.00,-0.62
"IBIMIRIM - PE",2546557.77,2537807.77,-8750.00,-0.34
"PAUDALHO - PE",4346193.57,4326193.57,-20000.00,-0.46
"LAGOA NOVA - RN",1570075.37,1528825.37,-41250.00,-2.63
"AMPARO - SP",4237024.82,4228274.82,-8750.00,-0.21
"PEDRA AZUL - MG",2064244.62,2059397.49,-4847.13,-0.23
