"Mun","./backup/201811.zip","novo/201811.zip","Diff","Percent"
"ITANHEM - BA",2198673.13,2188793.13,-9880.00,-0.45
"PALMEIRA DAS MISSOES - RS",2435054.88,2399025.58,-36029.30,-1.48
"MATERLANDIA - MG",745367.72,739337.72,-6030.00,-0.81
"HELIOPOLIS - BA",1650548.23,1650548.23,0.00,0.00
"TRES DE MAIO - RS",1821514.80,1807615.46,-13899.34,-0.76
"VIAMAO - RS",8771612.36,8721293.20,-50319.16,-0.57
"PORTO UNIAO - SC",2262870.49,2195445.54,-67424.95,-2.98
"VESPASIANO - MG",7195656.52,7169836.52,-25820.00,-0.36
"ITAPEMIRIM - ES",46222908.46,46210648.46,-12260.00,-0.03
"NOVO CRUZEIRO - MG",2399732.41,2375624.82,-24107.59,-1.00
"CANGUCU - RS",4712299.85,4641292.99,-71006.86,-1.51
"TRES COROAS - RS",1816171.01,1783756.77,-32414.24,-1.78
"BETIM - MG",23150981.62,23114133.62,-36848.00,-0.16
"SANTA RITA DO SAPUCAI - MG",2780366.61,2748285.77,-32080.84,-1.15
"ALMADINA - BA",972684.16,972684.16,0.00,0.00
"PLANALTO - SP",794440.29,794440.29,0.00,0.00
"PINHAIS - PR",7135614.01,7129096.74,-6517.27,-0.09
"BUERAREMA - BA",1974553.95,1969263.95,-5290.00,-0.27
"ITAMBACURI - MG",2129833.40,2098153.40,-31680.00,-1.49
"BELEM DO BREJO DO CRUZ - PB",1595614.67,1592234.67,-3380.00,-0.21
"PEDRA DO ANTA - MG",736317.84,736317.84,0.00,0.00
"GONGOGI - BA",1098531.00,1091951.00,-6580.00,-0.60
"BOM SUCESSO - MG",1558429.26,1545942.87,-12486.39,-0.80
"GENERAL CARNEIRO - PR",1519111.35,1519111.35,0.00,0.00
"BELEM - PA",149357171.97,85025189.59,-64331982.38,-43.07
"REGISTRO - SP",3552495.59,3493376.69,-59118.90,-1.66
"AUGUSTO DE LIMA - MG",757276.15,749116.15,-8160.00,-1.08
"IBIMIRIM - PE",2709481.22,2709481.22,0.00,0.00
"PEDRA AZUL - MG",2638604.64,2634052.06,-4552.58,-0.17
"BAEPENDI - MG",1911963.60,1906863.60,-5100.00,-0.27
"PORTO DO MANGUE - RN",1066589.78,1062199.78,-4390.00,-0.41
"CUIABA - MT",142972743.09,112361783.16,-30610959.93,-21.41
"PIRAPETINGA - MG",1296200.43,1291340.43,-4860.00,-0.37
"SAO JOSE DO OURO - RS",709754.96,688842.02,-20912.94,-2.95
"PEDRAO - BA",963333.92,952525.92,-10808.00,-1.12
"IBIUNA - SP",3596772.53,3585752.53,-11020.00,-0.31
"MALACACHETA - MG",1682678.40,1672808.40,-9870.00,-0.59
"POCRANE - MG",852429.20,849649.20,-2780.00,-0.33
"DIORAMA - GO",586721.49,584931.49,-1790.00,-0.31
"LINS - SP",4699100.03,4689350.03,-9750.00,-0.21
"CHACARA - MG",791578.61,789388.61,-2190.00,-0.28
"ITACARAMBI - MG",1851857.30,1829989.30,-21868.00,-1.18
"PORTO LUCENA - RS",610828.62,609212.13,-1616.49,-0.26
"FORTALEZA - CE",404072758.81,183416619.86,-220656138.95,-54.61
"SAO ROQUE - SP",5596062.95,5591432.95,-4630.00,-0.08
"BRASILIA - DF",214558197.52,164072337.73,-50485859.79,-23.53
"SAO GABRIEL - RS",4028178.99,4028178.99,0.00,0.00
"SAO LUIZ - RR",1660621.85,1660621.85,-0.00,-0.00
"ARAME - MA",3269207.66,3258807.66,-10400.00,-0.32
"FIGUEIRA - PR",907770.68,907770.68,-0.00,-0.00
"UBA - MG",5791478.97,5231040.41,-560438.56,-9.68
"CASA BRANCA - SP",1849132.26,1838902.26,-10230.00,-0.55
"TIMOTEO - MG",4331977.45,4298487.45,-33490.00,-0.77
"ITAETE - BA",1865308.75,1853568.75,-11740.00,-0.63
"SAO JOAO DEL REI - MG",8293823.19,8285169.19,-8654.00,-0.10
"IBICARE - SC",563207.32,563207.32,-0.00,-0.00
"FRUTA DE LEITE - MG",926689.51,915689.51,-11000.00,-1.19
"PERIQUITO - MG",994892.57,976492.57,-18400.00,-1.85
"RIO DO PRADO - MG",874913.81,865433.81,-9480.00,-1.08
"TUPA - SP",3787335.69,3731316.79,-56018.90,-1.48
"IVOTI - RS",1484688.56,1478052.36,-6636.20,-0.45
"NOVO ORIENTE DE MINAS - MG",1234831.20,1223259.20,-11572.00,-0.94
"SARANDI - PR",4964415.15,4743964.60,-220450.55,-4.44
"TRIUNFO POTIGUAR - RN",784428.40,784428.40,0.00,0.00
"BRUMADINHO - MG",7951535.07,7940815.07,-10720.00,-0.13
"INHAPIM - MG",2192721.34,2184701.34,-8020.00,-0.37
"SENHORA DOS REMEDIOS - MG",1267066.71,1262090.71,-4976.00,-0.39
"BRAGANCA PAULISTA - SP",9939440.01,9759440.01,-180000.00,-1.81
"MONTE SANTO - BA",6115875.53,6109245.53,-6630.00,-0.11
"CAMPOS DOS GOYTACAZES - RJ",119778581.98,119759141.98,-19440.00,-0.02
"PRADO - BA",4130435.86,4127255.86,-3180.00,-0.08
"CARAPICUIBA - SP",9993457.98,9974187.98,-19270.00,-0.19
"JAPOATA - SE",2610753.65,2607923.65,-2830.00,-0.11
"BAMBUI - MG",1833926.08,1813246.03,-20680.05,-1.13
"PASSO FUNDO - RS",8960203.14,7595495.40,-1364707.74,-15.23
"PRESIDENTE DUTRA - MA",4352518.17,4347918.17,-4600.00,-0.11
"ITUMBIARA - GO",7235949.56,7234059.56,-1890.00,-0.03
"GARCA - SP",3931782.14,3890283.31,-41498.83,-1.06
"PAU DOS FERROS - RN",2984764.81,2981848.81,-2916.00,-0.10
"JOAO PESSOA - PB",153519678.59,69068609.47,-84451069.12,-55.01
"CANINDE DE SAO FRANCISCO - SE",3808654.26,3796934.26,-11720.00,-0.31
"OLHO-D'AGUA DO BORGES - RN",864642.61,864642.61,0.00,0.00
"SANTO CRISTO - RS",1259942.03,1243212.45,-16729.58,-1.33
"FERNANDOPOLIS - SP",4223167.40,3802395.27,-420772.13,-9.96
"BREJO DO CRUZ - PB",2859249.24,2859249.24,-0.00,-0.00
"VARZEA DA PALMA - MG",2714956.16,2703466.16,-11490.00,-0.42
"IPORA - GO",2522153.76,2513363.76,-8790.00,-0.35
"CAMBUI - MG",2063553.87,2055223.48,-8330.39,-0.40
"AIURUOCA - MG",704538.96,688219.69,-16319.27,-2.32
"MACHADO - MG",2471830.60,2450590.60,-21240.00,-0.86
"CRUZ ALTA - RS",4497235.39,3956575.92,-540659.47,-12.02
"SATIRO DIAS - BA",2343391.95,2335111.95,-8280.00,-0.35
"CARIACICA - ES",16293097.19,16051809.31,-241287.88,-1.48
"OURINHOS - SP",7912623.31,7912623.31,-0.00,-0.00
"NOVA VENECIA - ES",5158054.99,5154894.99,-3160.00,-0.06
"JAPONVAR - MG",993707.49,989567.49,-4140.00,-0.42
"SANTO AMARO DAS BROTAS - SE",1346603.55,1323983.55,-22620.00,-1.68
"INOCENCIA - MS",1310015.60,1305275.60,-4740.00,-0.36
"SAO LUIS - MA",181027400.16,91053655.33,-89973744.83,-49.70
"CORREGO DO BOM JESUS - MG",633170.76,628310.76,-4860.00,-0.77
"BREJO GRANDE - SE",2058613.18,2049513.18,-9100.00,-0.44
"RIO VERMELHO - MG",1201649.01,1185685.01,-15964.00,-1.33
"AGUA BOA - MG",1583112.14,1568906.14,-14206.00,-0.90
"CORUMBATAI - SP",926138.34,923458.34,-2680.00,-0.29
"IRAI - RS",892200.34,888964.62,-3235.72,-0.36
"MOITA BONITA - SE",1270592.64,1270592.64,0.00,0.00
"CACHOEIRO DE ITAPEMIRIM - ES",10321613.35,9295163.65,-1026449.70,-9.94
"CONGONHAL - MG",986866.65,977676.65,-9190.00,-0.93
"MAGALHAES DE ALMEIDA - MA",2415889.43,2415889.43,0.00,0.00
"PARAZINHO - RN",867559.82,864309.82,-3250.00,-0.37
"FRANCISCOPOLIS - MG",910577.83,904647.83,-5930.00,-0.65
"BOCAIUVA - MG",3515418.59,3502838.59,-12580.00,-0.36
"NAO-ME-TOQUE - RS",1787149.15,1785370.70,-1778.45,-0.10
"ALEGRETE - RS",5971933.31,5751103.91,-220829.40,-3.70
"SAO JOSE DO DIVINO - MG",707308.50,693268.50,-14040.00,-1.98
"SAO FRANCISCO - MG",4461642.71,4355582.71,-106060.00,-2.38
"SOROCABA - SP",20716434.53,20451535.27,-264899.26,-1.28
"IMBE DE MINAS - MG",776915.35,768575.35,-8340.00,-1.07
"MINADOR DO NEGRAO - AL",1081978.66,1081978.66,0.00,0.00
"URUCUCA - BA",2535044.98,2531374.98,-3670.00,-0.14
"FEIRA DE SANTANA - BA",30511361.50,30308227.81,-203133.69,-0.67
"BONITO DE MINAS - MG",1220666.52,1216480.52,-4186.00,-0.34
"JACOBINA - BA",8287305.43,8280675.43,-6630.00,-0.08
"VIRGEM DA LAPA - MG",1349976.97,1318356.97,-31620.00,-2.34
"TAPIRA - MG",1472230.38,1467290.38,-4940.00,-0.34
"SAO GERALDO DA PIEDADE - MG",989950.58,979510.58,-10440.00,-1.05
"PAU BRASIL - BA",1258503.20,1246953.20,-11550.00,-0.92
"LAGOA SALGADA - RN",1064656.63,1054236.63,-10420.00,-0.98
"PIEDADE DO RIO GRANDE - MG",674592.61,663292.61,-11300.00,-1.68
"ARGIRITA - MG",646883.10,643883.10,-3000.00,-0.46
"ITABORAI - RJ",13096880.40,13092300.40,-4580.00,-0.03
"ARUANA - GO",1113513.80,1103793.80,-9720.00,-0.87
"BARBACENA - MG",10603693.08,10543211.08,-60482.00,-0.57
"IJUI - RS",5735310.16,4455300.41,-1280009.75,-22.32
"CEARA-MIRIM - RN",5940689.51,5917991.51,-22698.00,-0.38
"CACERES - MT",6113240.57,5991188.57,-122052.00,-2.00
"PEDRAS DE MARIA DA CRUZ - MG",1266367.72,1262873.72,-3494.00,-0.28
"MAUA - SP",14910143.46,14888063.46,-22080.00,-0.15
"CARUARU - PE",21373580.22,21268494.13,-105086.09,-0.49
"NOSSA SENHORA DO SOCORRO - SE",13041878.91,13033388.91,-8490.00,-0.07
"MONTES CLAROS - MG",33341475.39,33140465.39,-201010.00,-0.60
"SAO THOME DAS LETRAS - MG",740526.87,718026.87,-22500.00,-3.04
"SANTANA DO PARAISO - MG",2254658.92,2254658.92,-0.00,-0.00
"ARACUAI - MG",2997190.99,2925728.99,-71462.00,-2.38
"FLOR DA SERRA DO SUL - PR",850025.86,799322.47,-50703.39,-5.96
"ILHEUS - BA",14682669.60,14433866.85,-248802.75,-1.69
"IMPERATRIZ - MA",26844131.81,26836611.81,-7520.00,-0.03
"BOA VISTA - RR",90187718.18,63380093.74,-26807624.44,-29.72
"ITABUNA - BA",22123852.52,22068040.52,-55812.00,-0.25
"SANTA CRUZ DE SALINAS - MG",731200.30,718140.30,-13060.00,-1.79
"TUMIRITINGA - MG",1009465.04,995925.04,-13540.00,-1.34
"SAO DESIDERIO - BA",3975775.27,3967745.27,-8030.00,-0.20
"UBERABA - MG",17799268.85,17742192.85,-57076.00,-0.32
"BAGE - RS",6516045.34,6173400.16,-342645.18,-5.26
"PACO DO LUMIAR - MA",13019534.55,13006574.55,-12960.00,-0.10
"PITANGUEIRAS - SP",2429721.43,2429721.43,-0.00,-0.00
"BOM JESUS DO AMPARO - MG",978749.33,963049.33,-15700.00,-1.60
"PENDENCIAS - RN",2088536.66,2078387.66,-10149.00,-0.49
"JESUANIA - MG",671661.83,661481.83,-10180.00,-1.52
"SALTO DA DIVISA - MG",872087.91,857967.91,-14120.00,-1.62
"SAO JERONIMO - RS",2061479.69,1937975.87,-123503.82,-5.99
"VILA VELHA - ES",16244641.25,16061183.03,-183458.22,-1.13
"BRASILIA DE MINAS - MG",3914191.00,3907279.00,-6912.00,-0.18
"ESPLANADA - BA",5532709.54,5511960.12,-20749.42,-0.38
"MANHUACU - MG",6855551.29,6838731.29,-16820.00,-0.25
"CHAVANTES - SP",1086400.40,1081353.14,-5047.26,-0.46
"VITORIA DA CONQUISTA - BA",25598806.53,25498806.53,-100000.00,-0.39
"NISIA FLORESTA - RN",3769008.91,3765988.91,-3020.00,-0.08
"VIANA - ES",5688772.26,5676692.26,-12080.00,-0.21
"TEIXEIRA DE FREITAS - BA",15813187.58,15794457.58,-18730.00,-0.12
"IPANEMA - MG",1768500.16,1763802.16,-4698.00,-0.27
"ENEAS MARQUES - PR",876156.11,876156.11,-0.00,-0.00
"BELMONTE - BA",2860094.54,2850254.54,-9840.00,-0.34
"SAO BERNARDO - MA",4005717.73,4005717.73,0.00,0.00
"ABRE CAMPO - MG",1823580.85,1811100.86,-12479.99,-0.68
"ARCOS - MG",2935292.50,2914326.32,-20966.18,-0.71
"PORTO VELHO - RO",65047328.38,37970685.43,-27076642.95,-41.63
"GOIAS - GO",3283879.64,3283139.64,-740.00,-0.02
"PARACATU - MG",8314265.77,8309285.77,-4980.00,-0.06
"CUNHA PORA - SC",1053371.48,1046140.32,-7231.16,-0.69
"LUZIANIA - GO",11409863.20,11374393.20,-35470.00,-0.31
"GUARATINGUETA - SP",7236296.87,7222696.87,-13600.00,-0.19
"TAIOBEIRAS - MG",3713557.55,3707187.55,-6370.00,-0.17
"NOVA LIMA - MG",13989511.29,13959211.29,-30300.00,-0.22
"SANTA MARIA DO SUACUI - MG",1300920.52,1291580.52,-9340.00,-0.72
"LAGO DA PEDRA - MA",5473374.05,5467134.05,-6240.00,-0.11
"JUATUBA - MG",2852917.59,2852917.59,0.00,0.00
"FLORIANOPOLIS - SC",125003179.10,27659789.80,-97343389.30,-77.87
"TRES PASSOS - RS",2137944.61,2000351.42,-137593.19,-6.44
"SALINAS - MG",3707074.60,3657222.60,-49852.00,-1.34
"TRES CORACOES - MG",5589586.58,5582566.58,-7020.00,-0.13
"CAJARI - MA",2933413.49,2933413.49,-0.00,-0.00
"NEOPOLIS - SE",2013216.21,2013216.21,-0.00,-0.00
"ITINGA - MG",1708599.42,1693075.42,-15524.00,-0.91
"PONTA GROSSA - PR",13218195.73,11705567.35,-1512628.38,-11.44
"COMERCINHO - MG",854797.86,835913.86,-18884.00,-2.21
"ILICINEA - MG",1267417.62,1262727.62,-4690.00,-0.37
"TAQUARITINGA DO NORTE - PE",3186228.59,3186228.59,0.00,0.00
"SAO DOMINGOS - SC",920391.23,920391.23,0.00,0.00
"NOVA TRENTO - SC",1320956.87,1320956.87,-0.00,-0.00
"TUPANCIRETA - RS",1841794.19,1831394.60,-10399.59,-0.56
"EUCLIDES DA CUNHA - BA",7116752.49,7110152.49,-6600.00,-0.09
"ARACAJU - SE",152829085.23,44782751.64,-108046333.59,-70.70
"BATALHA - PI",2708196.07,2677496.07,-30700.00,-1.13
"IUIU - BA",1550804.18,1545494.18,-5310.00,-0.34
"JAPARATUBA - SE",4812370.26,4797370.26,-15000.00,-0.31
"QUEIMADAS - BA",2800965.80,2800965.80,0.00,0.00
"MONTE ALEGRE DE SERGIPE - SE",1652753.08,1620759.08,-31994.00,-1.94
"SANTO AMARO - BA",7333356.32,7330226.32,-3130.00,-0.04
"JULIO BORGES - PI",956127.87,941927.87,-14200.00,-1.49
"MIRABELA - MG",1595927.51,1586645.51,-9282.00,-0.58
"APARECIDA DE GOIANIA - GO",25016704.80,24981934.80,-34770.00,-0.14
"ANAPOLIS - GO",21667737.80,21664007.80,-3730.00,-0.02
"ITAJUIPE - BA",2126007.20,2126007.20,0.00,0.00
"ANDRADINA - SP",3901988.55,3827678.66,-74309.89,-1.90
"GUARACIABA - MG",1046713.91,1037477.91,-9236.00,-0.88
"MARIZOPOLIS - PB",1191646.96,1191646.96,0.00,0.00
"SERRA NEGRA - SP",2091347.09,2086967.09,-4380.00,-0.21
"CURVELO - MG",5811008.33,5784508.33,-26500.00,-0.46
"LAGAMAR - MG",897020.88,891230.88,-5790.00,-0.65
"SANTO ANTONIO DO ITAMBE - MG",696310.96,687600.96,-8710.00,-1.25
"PROPRIA - SE",2766161.37,2766161.37,-0.00,-0.00
"LINHARES - ES",23215840.48,23184160.48,-31680.00,-0.14
"CONEGO MARINHO - MG",909383.74,904443.74,-4940.00,-0.54
"CATU - BA",5912643.30,5912643.30,-0.00,-0.00
"MARIANA - MG",10682053.96,10665793.96,-16260.00,-0.15
"CANDELARIA - RS",2612735.87,2612735.87,0.00,0.00
"IBOTIRAMA - BA",2935407.65,2925287.65,-10120.00,-0.34
"CRUZ DAS ALMAS - BA",4988349.50,4977449.50,-10900.00,-0.22
"JUIZ DE FORA - MG",37354436.08,37204278.08,-150158.00,-0.40
"BARRETOS - SP",10000240.89,9992920.89,-7320.00,-0.07
"SAO BENTO DO UNA - PE",4915709.48,4915709.48,-0.00,-0.00
"NONOAI - RS",1106736.53,1100109.69,-6626.84,-0.60
"RIBEIRAO DAS NEVES - MG",17289330.18,17170689.18,-118641.00,-0.69
"SAO JOAO DA PONTE - MG",2451655.88,2442189.88,-9466.00,-0.39
"CANDIDO GODOI - RS",884276.79,881041.07,-3235.72,-0.37
"MARILANDIA - ES",1235086.28,1235086.28,-0.00,-0.00
"SACRAMENTO - MG",2641187.89,2639517.89,-1670.00,-0.06
"MUQUI - ES",2030961.60,2026401.60,-4560.00,-0.22
"CARATINGA - MG",6192577.43,6151721.43,-40856.00,-0.66
"BARRA DO CORDA - MA",8887769.25,8852329.25,-35440.00,-0.40
"GLORIA - BA",2422687.77,2419207.77,-3480.00,-0.14
"ITAPISSUMA - PE",2367000.74,2367000.74,-0.00,-0.00
"MURIAE - MG",7830692.01,7670610.94,-160081.07,-2.04
"LAMARAO - BA",1094965.07,1091755.07,-3210.00,-0.29
"SANTO ANGELO - RS",4648432.89,4343796.24,-304636.65,-6.55
"CONCEICAO DO COITE - BA",5416661.06,5292800.83,-123860.23,-2.29
"MINAS NOVAS - MG",2543527.67,2520379.67,-23148.00,-0.91
"SUCUPIRA DO NORTE - MA",1338757.20,1338757.20,0.00,0.00
"FRANCA - SP",11139831.89,10101047.00,-1038784.89,-9.32
"JEQUIE - BA",13784641.24,13349995.18,-434646.06,-3.15
"ESPERA FELIZ - MG",2310391.05,2298262.54,-12128.51,-0.52
"REGENERACAO - PI",2118496.80,2118496.80,0.00,0.00
"SENADOR LA ROCQUE - MA",1892725.20,1881235.20,-11490.00,-0.61
"COLATINA - ES",10412167.41,10355425.19,-56742.22,-0.54
"PORTO SEGURO - BA",16906829.25,16868809.25,-38020.00,-0.22
"PRESIDENTE KUBITSCHEK - MG",690956.29,677316.29,-13640.00,-1.97
"REBOUCAS - PR",1328824.48,1307963.90,-20860.58,-1.57
"FARIAS BRITO - CE",2719475.78,2719475.78,-0.00,-0.00
"ICHU - BA",1173597.75,1170777.75,-2820.00,-0.24
"ACEGUA - RS",957643.58,954974.40,-2669.18,-0.28
"PARAISO DO NORTE - PR",1166678.82,1166678.82,-0.00,-0.00
"CAMACARI - BA",21793927.43,21746157.43,-47770.00,-0.22
"BUENO BRANDAO - MG",1488342.17,1480213.45,-8128.72,-0.55
"SANTO ANTONIO DE JESUS - BA",9095157.19,8967515.21,-127641.98,-1.40
"VEREDA - BA",961537.17,959737.17,-1800.00,-0.19
"GOIABEIRA - MG",967932.89,959532.89,-8400.00,-0.87
"INHAMBUPE - BA",4058218.71,4040498.71,-17720.00,-0.44
"HERVAL - RS",867698.82,867698.82,0.00,0.00
"VISCONDE DO RIO BRANCO - MG",2590384.22,2486643.23,-103740.99,-4.00
"VALENCA - BA",7857796.36,7697126.60,-160669.76,-2.04
"CORACAO DE MARIA - BA",2486643.49,2470203.49,-16440.00,-0.66
"CLARO DOS POCOES - MG",935396.45,925786.45,-9610.00,-1.03
"BARRA DA ESTIVA - BA",2800487.61,2796067.61,-4420.00,-0.16
"NINHEIRA - MG",1291780.33,1276670.33,-15110.00,-1.17
"CARMESIA - MG",645813.30,637593.30,-8220.00,-1.27
"COLUNA - MG",1088220.07,1070044.07,-18176.00,-1.67
"JARDIM DE ANGICOS - RN",752491.08,752491.08,0.00,0.00
"CURITIBA - PR",262512371.47,113349943.31,-149162428.16,-56.82
"SAO LUIS DO PIAUI - PI",916536.48,916536.48,-0.00,-0.00
"CATUJI - MG",1017009.10,998049.10,-18960.00,-1.86
"ACUCENA - MG",980221.03,957989.03,-22232.00,-2.27
"ARATACA - BA",1434208.69,1429438.69,-4770.00,-0.33
