"Mun","./backup/202010.zip","novo/202010.zip","Diff","Percent"
"TARTARUGALZINHO - AP",1636850.56,1618967.56,-17883.00,-1.09
"CONTENDA - PR",1831574.81,1827682.81,-3892.00,-0.21
"MONTE AZUL - MG",2501855.22,2498527.22,-3328.00,-0.13
"PANAMBI - RS",3420054.62,3414275.62,-5779.00,-0.17
"SAO JOSE DO JACURI - MG",835384.81,832056.81,-3328.00,-0.40
"PALMEIRA DAS MISSOES - RS",3333614.79,3289398.55,-44216.24,-1.33
"TRES DE MAIO - RS",2050974.43,2022250.94,-28723.49,-1.40
"VIAMAO - RS",11759389.13,11429323.91,-330065.22,-2.81
"SAO PEDRO DO IVAI - PR",1401934.79,1398606.79,-3328.00,-0.24
"HIDROLINA - GO",841364.74,838036.74,-3328.00,-0.40
"SOBRAL - CE",30861184.61,30782564.61,-78620.00,-0.25
"ACARAU - CE",7064550.62,7058771.62,-5779.00,-0.08
"ITAPEMIRIM - ES",10984773.34,10981445.34,-3328.00,-0.03
"ANDORINHA - BA",2317913.69,2315462.69,-2451.00,-0.11
"NOVO CRUZEIRO - MG",3030256.13,3009340.13,-20916.00,-0.69
"DOIS IRMAOS - RS",2271832.77,2267940.77,-3892.00,-0.17
"GUARINOS - GO",733963.22,729061.22,-4902.00,-0.67
"FORMOSA DO OESTE - PR",882795.60,877893.60,-4902.00,-0.56
"CANGUCU - RS",4157523.52,4126357.52,-31166.00,-0.75
"ITAIPULANDIA - PR",10801427.46,10797535.46,-3892.00,-0.04
"TRES COROAS - RS",2104277.36,2076887.94,-27389.42,-1.30
"BETIM - MG",32548239.58,32533235.58,-15004.00,-0.05
"BOA VENTURA DE SAO ROQUE - PR",1169745.40,1164843.40,-4902.00,-0.42
"PLANALTO - RS",1222199.34,1203956.15,-18243.19,-1.49
"VISTA GAUCHA - RS",695535.48,693084.48,-2451.00,-0.35
"MARMELEIRO - PR",1731752.20,1729301.20,-2451.00,-0.14
"PORTO XAVIER - RS",1145797.00,1136029.72,-9767.28,-0.85
"SANTA RITA DO SAPUCAI - MG",2823522.45,2808511.52,-15010.93,-0.53
"COLINAS - MA",6261940.96,6247320.96,-14620.00,-0.23
"SANANDUVA - RS",1390913.71,1386011.71,-4902.00,-0.35
