"Mun","./backup/201711.zip","novo/201711.zip","Diff","Percent"
"TERRA NOVA - BA",1080083.09,1080083.09,0.00,0.00
"OLIVEIRA DE FATIMA - TO",484066.42,482466.42,-1600.00,-0.33
"MONTE AZUL - MG",1435893.64,1423633.64,-12260.00,-0.85
"CAMPO BELO DO SUL - SC",759569.30,750899.30,-8670.00,-1.14
"ITANHEM - BA",1801447.06,1791257.06,-10190.00,-0.57
"PANAMBI - RS",2588353.87,2577583.87,-10770.00,-0.42
"JARDIM DE PIRANHAS - RN",1367918.48,1366218.48,-1700.00,-0.12
"PALMEIRA DAS MISSOES - RS",2232930.34,2150927.86,-82002.48,-3.67
"TRES DE MAIO - RS",1509571.21,1492951.87,-16619.34,-1.10
"VIAMAO - RS",7658118.72,7726609.56,68490.84,0.89
"PORTO UNIAO - SC",1706645.60,1661652.65,-44992.95,-2.64
"NOVO CRUZEIRO - MG",1896178.59,1884685.00,-11493.59,-0.61
"COQUEIRO BAIXO - RS",468775.23,467845.23,-930.00,-0.20
"SAO MIGUEL ARCANJO - SP",1824817.35,1819237.35,-5580.00,-0.31
"DOURADINA - MS",604759.42,596019.42,-8740.00,-1.45
"CANGUCU - RS",5359694.41,5149926.87,-209767.54,-3.91
"URUCUI - PI",1669936.95,1665426.95,-4510.00,-0.27
"TRES COROAS - RS",1627206.19,1594791.95,-32414.24,-1.99
"PLANALTO - RS",826799.85,821049.85,-5750.00,-0.70
"VISTA GAUCHA - RS",562126.51,559526.51,-2600.00,-0.46
"PORTO XAVIER - RS",856764.99,850904.99,-5860.00,-0.68
"SANTA RITA DO SAPUCAI - MG",2033863.43,1986412.59,-47450.84,-2.33
"GAROPABA - SC",1329732.62,1329732.62,0.00,0.00
"GUARANI DAS MISSOES - RS",624479.92,613769.92,-10710.00,-1.72
"SANANDUVA - RS",1205704.22,1194114.22,-11590.00,-0.96
"MAJOR ISIDORO - AL",2000552.24,1998322.24,-2230.00,-0.11
"PEDREGULHO - SP",1079597.04,1073117.04,-6480.00,-0.60
"ALMADINA - BA",716758.89,713678.89,-3080.00,-0.43
"TERESOPOLIS - RJ",10022051.56,10011571.56,-10480.00,-0.10
"GLORIA DE DOURADOS - MS",668594.75,664824.75,-3770.00,-0.56
"FORMOSA DO SUL - SC",489637.62,486427.62,-3210.00,-0.66
"PRESIDENTE DUTRA - BA",1507442.36,1500272.36,-7170.00,-0.48
"ILOPOLIS - RS",571582.93,570172.93,-1410.00,-0.25
"PINHAIS - PR",5742444.60,5735927.33,-6517.27,-0.11
"ALAGOINHA DO PIAUI - PI",691770.42,679294.42,-12476.00,-1.80
"TALISMA - TO",585303.57,583733.57,-1570.00,-0.27
"SAO JOSE DO RIO PRETO - SP",17432127.26,16897785.33,-534341.93,-3.07
"PASSA E FICA - RN",1322601.86,1319081.86,-3520.00,-0.27
"PIRATUBA - SC",624365.31,622065.31,-2300.00,-0.37
"IAPU - MG",1105548.72,1103658.72,-1890.00,-0.17
