"Mun","entrada/marco/201510.zip","entrada/abril/201510.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",2357097.30,2295206.51,-61890.79,-2.63
"TRES DE MAIO - RS",1760970.56,1734216.04,-26754.52,-1.52
"VIAMAO - RS",7461240.17,7370950.37,-90289.80,-1.21
"VESPASIANO - MG",5686485.31,5672585.31,-13900.00,-0.24
"NOVO CRUZEIRO - MG",1799801.01,1783564.13,-16236.88,-0.90
"CANGUCU - RS",2979084.91,2795280.65,-183804.26,-6.17
"TRES COROAS - RS",1452582.22,1421029.92,-31552.30,-2.17
"PLANALTO - RS",801935.70,764330.06,-37605.64,-4.69
"SANTA RITA DO SAPUCAI - MG",2007491.61,1980012.44,-27479.17,-1.37
"SANANDUVA - RS",1410198.45,1403172.94,-7025.51,-0.50
"TERESOPOLIS - RJ",9516123.96,9502179.33,-13944.63,-0.15
"SAO MATEUS - ES",9056045.37,9044295.37,-11750.00,-0.13
"BORBA - AM",4210642.70,4159942.70,-50700.00,-1.20
"TRIUNFO - PB",974058.40,965958.40,-8100.00,-0.83
"BUERAREMA - BA",1582232.10,1576796.62,-5435.48,-0.34
"CARNEIROS - AL",1182490.74,1166804.19,-15686.55,-1.33
"ILHA SOLTEIRA - SP",2357937.85,2307337.85,-50600.00,-2.15
"LIZARDA - TO",742506.29,717558.64,-24947.65,-3.36
"POCO FUNDO - MG",1605516.19,1594058.27,-11457.92,-0.71
"GUARANTA DO NORTE - MT",2406497.23,2402497.23,-4000.00,-0.17
"SAO JOSE DO RIO PRETO - SP",19157922.91,18603680.24,-554242.67,-2.89
"PASSA E FICA - RN",1353920.63,1324144.11,-29776.52,-2.20
"BRAUNAS - MG",641240.41,631240.41,-10000.00,-1.56
"PEDRA DO ANTA - MG",579348.71,559095.80,-20252.91,-3.50
"CRICIUMA - SC",14535675.68,14519575.68,-16100.00,-0.11
"BELEM - PB",1587630.44,1541630.44,-46000.00,-2.90
"BELEM - PA",107974821.83,87002449.20,-20972372.63,-19.42
"LAJINHA - MG",1276012.27,1269424.91,-6587.36,-0.52
"VARZEA GRANDE - MT",11454455.30,11432047.30,-22408.00,-0.20
"REGISTRO - SP",3083480.38,3024361.48,-59118.90,-1.92
"ITAU - RN",758459.58,740885.19,-17574.39,-2.32
"AMARAL FERRADOR - RS",551156.37,549043.84,-2112.53,-0.38
"IBIMIRIM - PE",2326804.27,2299742.98,-27061.29,-1.16
"APARECIDA DO RIO NEGRO - TO",654115.89,621560.77,-32555.12,-4.98
"AMPARO - SP",4605856.93,4588306.93,-17550.00,-0.38
"PEDRA AZUL - MG",1868045.30,1863198.17,-4847.13,-0.26
"BAEPENDI - MG",1506690.87,1477624.34,-29066.53,-1.93
"PONTALINA - GO",1894688.87,1877082.78,-17606.09,-0.93
"CUIABA - MT",75804937.80,48978966.43,-26825971.37,-35.39
"MESQUITA - RJ",7102336.68,7078936.68,-23400.00,-0.33
"SAO JOSE DO OURO - RS",1940098.60,1916013.95,-24084.65,-1.24
"IBIUNA - SP",2891684.12,2871184.12,-20500.00,-0.71
"SILVANIA - GO",1971937.01,1962083.91,-9853.10,-0.50
"GURUPI - TO",5052460.38,4948755.91,-103704.47,-2.05
"PORTO LUCENA - RS",493645.70,491734.87,-1910.83,-0.39
"FORTALEZA - CE",233951134.19,158485240.85,-75465893.34,-32.26
"GUARAPARI - ES",4937560.44,4924410.44,-13150.00,-0.27
"BRASILIA - DF",97495185.48,72326773.22,-25168412.26,-25.82
"CONDOR - RS",1047316.45,1046103.44,-1213.01,-0.12
"BRASILEIRA - PI",807623.18,784818.58,-22804.60,-2.82
"SAO GABRIEL - RS",4549154.72,4521844.08,-27310.64,-0.60
"BARRA BONITA - SP",1883160.45,1866560.45,-16600.00,-0.88
"SARANDI - RS",3245797.97,3241037.53,-4760.44,-0.15
"SANTA CRUZ DO SUL - RS",9310008.83,9295578.29,-14430.54,-0.16
"SAO SEBASTIAO DO CAI - RS",1388662.06,1380146.98,-8515.08,-0.61
"PARAISOPOLIS - MG",1419591.42,1411744.17,-7847.25,-0.55
"UBA - MG",4743097.18,4396761.22,-346335.96,-7.30
"POSSE - GO",2411285.25,2361757.84,-49527.41,-2.05
"MIRASSOL D'OESTE - MT",1976044.42,1938126.03,-37918.39,-1.92
"TUPA - SP",3640326.19,3585051.14,-55275.05,-1.52
"MACAIBA - RN",5454322.01,5430072.01,-24250.00,-0.44
"IVOTI - RS",1167158.97,1160755.45,-6403.52,-0.55
"SARANDI - PR",4479352.75,4336040.92,-143311.83,-3.20
"PIRES DO RIO - GO",1997302.07,1981125.01,-16177.06,-0.81
"TRIUNFO POTIGUAR - RN",684110.29,667531.36,-16578.93,-2.42
"INHAPIM - MG",1670758.32,1655353.02,-15405.30,-0.92
"SAO GABRIEL DA CACHOEIRA - AM",3409436.85,3395021.85,-14415.00,-0.42
"BRAGANCA PAULISTA - SP",7924017.61,7770467.63,-153549.98,-1.94
"CAMPOS DOS GOYTACAZES - RJ",49022688.59,49013267.63,-9420.96,-0.02
"SANTAREM - PA",27356952.19,27299602.19,-57350.00,-0.21
"BAMBUI - MG",1345682.34,1325002.29,-20680.05,-1.54
"PASSO FUNDO - RS",10120969.22,9738227.68,-382741.54,-3.78
"TRES BARRAS - SC",1547763.37,1530013.37,-17750.00,-1.15
"PRESIDENTE FIGUEIREDO - AM",3885510.78,3864560.78,-20950.00,-0.54
"ITUMBIARA - GO",6643020.95,6621881.72,-21139.23,-0.32
"GARCA - SP",3361527.58,3337467.59,-24059.99,-0.72
"PAU DOS FERROS - RN",2495787.21,2483137.21,-12650.00,-0.51
"JOAO PESSOA - PB",103064184.38,62608932.14,-40455252.24,-39.25
"MIRIM DOCE - SC",494454.78,471804.78,-22650.00,-4.58
"OLHO-D'AGUA DO BORGES - RN",1339858.47,1313136.91,-26721.56,-1.99
"BOM JARDIM - RJ",2004722.68,2003308.87,-1413.81,-0.07
"SANTO CRISTO - RS",1131366.60,1124479.90,-6886.70,-0.61
"FERNANDOPOLIS - SP",4804888.99,4532511.28,-272377.71,-5.67
"CAMBUI - MG",1998191.08,1994403.49,-3787.59,-0.19
"FORMIGA - MG",5028836.41,4862289.91,-166546.50,-3.31
"CAMPO GRANDE (EX-AUGUSTO SEVERO) - RN",930338.40,911452.22,-18886.18,-2.03
"CARPINA - PE",4253814.51,4147663.35,-106151.16,-2.50
"AGUAS LINDAS DE GOIAS - GO",12400221.01,12388941.79,-11279.22,-0.09
"AIURUOCA - MG",594714.15,578394.88,-16319.27,-2.74
"CRUZ ALTA - RS",4123333.82,3813632.96,-309700.86,-7.51
"AREIA BRANCA - RN",2724790.35,2707219.83,-17570.52,-0.64
"REGINOPOLIS - SP",988671.16,970421.16,-18250.00,-1.85
"CAMPO ALEGRE DE LOURDES - BA",2925999.36,2907267.36,-18732.00,-0.64
"CARIACICA - ES",9917417.24,9727114.46,-190302.78,-1.92
"QUIRINOPOLIS - GO",4914577.23,4894091.77,-20485.46,-0.42
"SANTIAGO - RS",3145592.88,3104997.96,-40594.92,-1.29
"SAO GONCALO DO AMARANTE - RN",14609295.97,14562543.83,-46752.14,-0.32
"SAO LUIS - MA",114321716.29,81906536.70,-32415179.59,-28.35
"CARAZINHO - RS",4332135.41,4285185.41,-46950.00,-1.08
"ALTAMIRA - PA",9588190.52,9581747.41,-6443.11,-0.07
"CAMPO MAIOR - PI",4338104.15,4309154.15,-28950.00,-0.67
"TUNAPOLIS - SC",949836.47,928186.47,-21650.00,-2.28
"SANTA BARBARA DO SUL - RS",1307654.04,1297991.66,-9662.38,-0.74
"PEDRO AFONSO - TO",1027451.01,951301.01,-76150.00,-7.41
"BOM DESPACHO - MG",2970211.94,2913970.45,-56241.49,-1.89
"NILOPOLIS - RJ",7888109.60,7858309.60,-29800.00,-0.38
"IRAI - RS",1073678.51,1068583.76,-5094.75,-0.47
"CACHOEIRO DE ITAPEMIRIM - ES",11388574.08,10826381.14,-562192.94,-4.94
"LAURO DE FREITAS - BA",12601938.11,12523838.11,-78100.00,-0.62
"POJUCA - BA",3468096.27,3448177.73,-19918.54,-0.57
"NAO-ME-TOQUE - RS",1335195.82,1333463.69,-1732.13,-0.13
"CLEVELANDIA - PR",1374526.73,1368777.74,-5748.99,-0.42
"CAIEIRAS - SP",3221289.92,3180189.92,-41100.00,-1.28
"ALEGRETE - RS",5232478.01,5043425.10,-189052.91,-3.61
"SOROCABA - SP",20534299.94,20223588.16,-310711.78,-1.51
"PORTO GRANDE - AP",1733305.14,1693332.37,-39972.77,-2.31
"QUERENCIA - MT",3690441.12,3661542.80,-28898.32,-0.78
"NOVO GAMA - GO",3949290.93,3882720.00,-66570.93,-1.69
"SANTA HELENA DE GOIAS - GO",2871570.89,2820108.08,-51462.81,-1.79
"FEIRA DE SANTANA - BA",27776505.34,27467506.45,-308998.89,-1.11
"APIAI - SP",1812385.35,1770535.35,-41850.00,-2.31
"SALGADO DE SAO FELIX - PB",1210278.92,1136078.92,-74200.00,-6.13
"VARGEM GRANDE DO SUL - SP",4030841.59,3997541.59,-33300.00,-0.83
"INDIARA - GO",1341658.47,1331127.26,-10531.21,-0.78
"GOIANESIA - GO",4121778.44,4105610.86,-16167.58,-0.39
"SANTO ANTONIO DE LISBOA - PI",654422.25,611172.25,-43250.00,-6.61
"AGUA BRANCA - PB",1003195.50,982045.50,-21150.00,-2.11
"BENEVIDES - PA",5776202.54,5741547.49,-34655.05,-0.60
"VARZEA PAULISTA - SP",3895179.52,3859879.52,-35300.00,-0.91
"JUCURUTU - RN",2273771.17,2235991.70,-37779.47,-1.66
"PROGRESSO - RS",800394.16,780523.70,-19870.46,-2.48
"PUTINGA - RS",479732.87,475764.50,-3968.37,-0.83
"BENTO GONCALVES - RS",7943289.17,7918549.06,-24740.11,-0.31
"IJUI - RS",7703750.51,6720680.73,-983069.78,-12.76
"TANGARA DA SERRA - MT",5915350.64,5898550.64,-16800.00,-0.28
"RODRIGUES ALVES - AC",2001256.32,1931469.82,-69786.50,-3.49
"JAGUARI - RS",760465.16,733315.16,-27150.00,-3.57
"CACOAL - RO",5233043.49,5233042.49,-1.00,-0.00
"CACERES - MT",5198962.27,5184033.66,-14928.61,-0.29
"MATA - RS",515260.85,510803.29,-4457.56,-0.87
"MAUA - SP",15330633.65,15279433.65,-51200.00,-0.33
"CARUARU - PE",16895526.53,16541846.12,-353680.41,-2.09
"IPIAU - BA",3526116.46,3504629.24,-21487.22,-0.61
"NOSSA SENHORA DO SOCORRO - SE",9668949.16,9604499.16,-64450.00,-0.67
"JITAUNA - BA",1655638.94,1652644.56,-2994.38,-0.18
"PARINTINS - AM",7472874.00,7354863.38,-118010.62,-1.58
"NOVA OLINDA DO NORTE - AM",2288364.94,2229805.65,-58559.29,-2.56
"LIMA DUARTE - MG",1205399.41,1189280.86,-16118.55,-1.34
"MARI - PB",1766061.34,1734061.34,-32000.00,-1.81
"ILHEUS - BA",13040309.20,12954708.58,-85600.62,-0.66
"PIANCO - PB",2611390.28,2597290.28,-14100.00,-0.54
"SANTA ROSA - RS",7041736.15,7036830.34,-4905.81,-0.07
"ANDRADAS - MG",1899344.98,1858046.44,-41298.54,-2.17
"BOA VISTA - RR",52570712.69,38907659.97,-13663052.72,-25.99
"PEDRA PRETA - MT",2279429.38,2262457.32,-16972.06,-0.74
"ISAIAS COELHO - PI",908866.24,891016.24,-17850.00,-1.96
"LARANJA DA TERRA - ES",960114.55,949867.35,-10247.20,-1.07
"ITABUNA - BA",22608639.74,22367241.02,-241398.72,-1.07
"BELFORD ROXO - RJ",13827843.64,13790650.64,-37193.00,-0.27
"SANTO ANTONIO DA BARRA - GO",722673.63,703225.42,-19448.21,-2.69
"ANGRA DOS REIS - RJ",16856373.54,16834573.54,-21800.00,-0.13
"PAULA FREITAS - PR",630992.04,611792.04,-19200.00,-3.04
"CAMPANHA - MG",1064696.18,1060495.39,-4200.79,-0.39
"AREIA - PB",2096854.87,2048504.87,-48350.00,-2.31
"BAGE - RS",6051816.12,5781308.49,-270507.63,-4.47
"PITANGUEIRAS - SP",3254867.39,3223817.39,-31050.00,-0.95
"AMERICO DE CAMPOS - SP",599621.15,588121.15,-11500.00,-1.92
"GUANAMBI - BA",7301395.12,7266545.12,-34850.00,-0.48
"PALMEIRA DO PIAUI - PI",686325.56,683444.58,-2880.98,-0.42
"MONTE ALTO - SP",3281577.77,3265377.77,-16200.00,-0.49
"SAO JERONIMO - RS",1204856.34,1178891.70,-25964.64,-2.15
"PIRENOPOLIS - GO",1572987.12,1542998.67,-29988.45,-1.91
"PENAPOLIS - SP",3694837.91,3674937.91,-19900.00,-0.54
"ALVORADA D'OESTE - RO",1367324.29,1342323.93,-25000.36,-1.83
"MARIAPOLIS - SP",506794.85,485894.85,-20900.00,-4.12
"VILA VELHA - ES",14727341.03,14577668.09,-149672.94,-1.02
"SERRINHA - RN",1117451.17,1086251.17,-31200.00,-2.79
"COARI - AM",9191875.18,9103342.52,-88532.66,-0.96
"RIO PARDO - RS",3195157.99,3169966.66,-25191.33,-0.79
"BRASILIA DE MINAS - MG",1966104.85,1953004.85,-13100.00,-0.67
"ESPLANADA - BA",4507241.56,4481091.06,-26150.50,-0.58
"MANAIRA - PB",934138.17,917238.17,-16900.00,-1.81
"ANGATUBA - SP",2016580.40,1985430.40,-31150.00,-1.54
"CHAVANTES - SP",845409.67,840362.41,-5047.26,-0.60
"PALMELO - GO",527769.09,522426.19,-5342.90,-1.01
"VITORIA DA CONQUISTA - BA",24755276.89,24712456.02,-42820.87,-0.17
"SANTO ANTONIO DA PATRULHA - RS",2163772.30,2150550.35,-13221.95,-0.61
"NISIA FLORESTA - RN",2546332.30,2531832.30,-14500.00,-0.57
"TEIXEIRA DE FREITAS - BA",15481598.16,15412355.31,-69242.85,-0.45
"COSMORAMA - SP",694366.64,669316.64,-25050.00,-3.61
"TAQUARITINGA - SP",4260278.83,4238978.83,-21300.00,-0.50
"ABRE CAMPO - MG",969901.12,956399.39,-13501.73,-1.39
"ARCOS - MG",2582702.22,2562696.79,-20005.43,-0.77
"SAO VICENTE - RN",1032931.12,1003718.74,-29212.38,-2.83
"PIUMHI - MG",2987700.30,2964634.45,-23065.85,-0.77
"PORTO VELHO - RO",56715774.32,36568374.19,-20147400.13,-35.52
"SAO VICENTE - SP",11772133.99,11694313.15,-77820.84,-0.66
"JUTAI - AM",1787617.14,1766867.14,-20750.00,-1.16
"CUNHA PORA - SC",684580.10,680856.51,-3723.59,-0.54
"LUZIANIA - GO",10218049.93,10182178.55,-35871.38,-0.35
"GUARATINGUETA - SP",6935034.36,6931034.36,-4000.00,-0.06
"URUCARA - AM",1537259.81,1517688.96,-19570.85,-1.27
"SAO GABRIEL DA PALHA - ES",2176834.64,2162334.64,-14500.00,-0.67
"ITAMBE - BA",2196632.31,2195091.93,-1540.38,-0.07
"BOQUEIRAO DO LEAO - RS",519952.75,503198.30,-16754.45,-3.22
"IPIRANGA DO PIAUI - PI",1127241.09,1101891.09,-25350.00,-2.25
"ITAPERUNA - RJ",10574078.17,10538079.31,-35998.86,-0.34
"BOM JESUS - PI",2600090.22,2570840.22,-29250.00,-1.12
"PORTALEGRE - RN",891002.66,877702.66,-13300.00,-1.49
"FLORIANOPOLIS - SC",80129323.13,20191801.03,-59937522.10,-74.80
"ORIZONA - GO",1391467.52,1388324.94,-3142.58,-0.23
"TRES PASSOS - RS",2550244.93,2484129.33,-66115.60,-2.59
"CARLOS CHAGAS - MG",2030279.03,2016087.79,-14191.24,-0.70
"NOSSA SENHORA DO LIVRAMENTO - MT",1219311.66,1208130.26,-11181.40,-0.92
"HIDROLANDIA - GO",1689320.46,1669620.46,-19700.00,-1.17
"ACREUNA - GO",1962574.46,1944267.17,-18307.29,-0.93
"GENERAL MAYNARD - SE",532734.83,528734.83,-4000.00,-0.75
"PONTA GROSSA - PR",12327763.68,11631689.47,-696074.21,-5.65
"JANDUIS - RN",744542.97,730862.86,-13680.11,-1.84
"ITACOATIARA - AM",6702784.31,6634484.31,-68300.00,-1.02
"LIMOEIRO - PE",4422073.25,4353355.53,-68717.72,-1.55
"CRUZILIA - MG",1485840.27,1472740.27,-13100.00,-0.88
"GOIANDIRA - GO",651801.99,633594.15,-18207.84,-2.79
"IMBITUBA - SC",2400896.05,2384396.05,-16500.00,-0.69
"JUINA - MT",3244172.89,3236771.57,-7401.32,-0.23
"SEVERIANO DE ALMEIDA - RS",606405.06,605433.57,-971.49,-0.16
"SEBERI - RS",902846.12,866596.12,-36250.00,-4.02
"SAO JOSE DE RIBAMAR - MA",13962388.48,13937088.48,-25300.00,-0.18
"SAO BERNARDO DO CAMPO - SP",48693692.92,48615842.92,-77850.00,-0.16
"ITAQUIRAI - MS",2384212.74,2378037.93,-6174.81,-0.26
"FRUTUOSO GOMES - RN",675297.77,644037.13,-31260.64,-4.63
"TUPANCIRETA - RS",2360673.54,2321758.66,-38914.88,-1.65
"SANTANA DO LIVRAMENTO - RS",6024039.74,5781114.57,-242925.17,-4.03
"ARACAJU - SE",63469213.02,45658832.61,-17810380.41,-28.06
"AUGUSTO CORREA - PA",5742269.95,5686390.13,-55879.82,-0.97
"SABINO - SP",658581.48,635831.48,-22750.00,-3.45
"NOVO ACORDO - TO",785400.99,770487.05,-14913.94,-1.90
"ITAPEVI - SP",7887437.13,7861887.13,-25550.00,-0.32
"QUEIMADAS - BA",2612741.09,2579546.15,-33194.94,-1.27
"SANTO AMARO - BA",5661911.03,5591262.24,-70648.79,-1.25
"BEZERROS - PE",4444896.60,4398146.84,-46749.76,-1.05
"APARECIDA DE GOIANIA - GO",23774372.04,23664834.35,-109537.69,-0.46
"BENTO DE ABREU - SP",849495.66,833745.66,-15750.00,-1.85
"ANAPOLIS - GO",22114229.33,20198915.22,-1915314.11,-8.66
"BARROLANDIA - TO",627306.05,610350.74,-16955.31,-2.70
"IGREJINHA - RS",1842895.38,1824872.97,-18022.41,-0.98
"ANDRADINA - SP",3329387.98,3242276.50,-87111.48,-2.62
"INDEPENDENCIA - CE",2559137.52,2536337.52,-22800.00,-0.89
"ARAPOEMA - TO",632874.39,627325.21,-5549.18,-0.88
"CAMPO NOVO DO PARECIS - MT",4941290.17,4898385.38,-42904.79,-0.87
"PIRATINI - RS",1599893.66,1561174.80,-38718.86,-2.42
"IACIARA - GO",1212750.71,1142044.09,-70706.62,-5.83
"ARAGUATINS - TO",2466834.56,2459147.93,-7686.63,-0.31
"GRAVATA - PE",4416987.94,4389776.71,-27211.23,-0.62
"SAO JOSE DO BELMONTE - PE",2300988.52,2286844.31,-14144.21,-0.61
"SAO DOMINGOS - GO",937174.46,919443.76,-17730.70,-1.89
"SERRA - ES",16580297.15,16522191.87,-58105.28,-0.35
"MURIAE - MG",8802455.38,8683802.81,-118652.57,-1.35
"SANTO ANGELO - RS",3948231.05,3739296.42,-208934.63,-5.29
"CONCEICAO DO COITE - BA",5045778.20,4969856.30,-75921.90,-1.50
"NOVA PALMEIRA - PB",607536.84,588536.84,-19000.00,-3.13
"FRANCA - SP",9638346.41,8553961.52,-1084384.89,-11.25
"JEQUIE - BA",11829594.50,11417570.29,-412024.21,-3.48
"PUGMIL - TO",747687.99,719011.32,-28676.67,-3.84
"CAMBORIU - SC",3243823.20,3210799.46,-33023.74,-1.02
"BREJOES - BA",1626664.12,1602911.42,-23752.70,-1.46
"COCAL DO SUL - SC",1061958.23,1038608.23,-23350.00,-2.20
"ESPERA FELIZ - MG",1565358.18,1542302.30,-23055.88,-1.47
"COLATINA - ES",8006401.69,7964385.69,-42016.00,-0.52
"REBOUCAS - PR",1210102.71,1199803.70,-10299.01,-0.85
"SAO JOAO NEPOMUCENO - MG",2141720.10,2121449.20,-20270.90,-0.95
"REALEZA - PR",1692797.17,1669397.17,-23400.00,-1.38
"ACEGUA - RS",947989.89,945651.25,-2338.64,-0.25
"SANDOLANDIA - TO",580676.46,559865.38,-20811.08,-3.58
"SANTA HELENA - SC",471488.54,450088.54,-21400.00,-4.54
"BUENO BRANDAO - MG",743372.74,735519.78,-7852.96,-1.06
"NOVA XAVANTINA - MT",2275993.71,2256616.61,-19377.10,-0.85
"SANTO ANTONIO DE JESUS - BA",7227537.93,7186030.80,-41507.13,-0.57
"MASSARANDUBA - PB",1284359.43,1255609.43,-28750.00,-2.24
"RAFAEL GODEIRO - RN",900701.27,881801.27,-18900.00,-2.10
"IBIARA - PB",735620.88,724270.88,-11350.00,-1.54
"VISCONDE DO RIO BRANCO - MG",2268292.22,2252796.20,-15496.02,-0.68
"VALENCA - BA",6658246.74,6507771.33,-150475.41,-2.26
"QUEIMADAS - PB",3494002.51,3442302.51,-51700.00,-1.48
"CONCEICAO DO ALMEIDA - BA",1685479.05,1642484.02,-42995.03,-2.55
"GUAIBA - RS",3599193.20,3561444.72,-37748.48,-1.05
"TORRES - RS",2767262.22,2733806.78,-33455.44,-1.21
"SAPUCAIA DO SUL - RS",6799687.61,6760670.99,-39016.62,-0.57
"SAO JOAO DO SABUGI - RN",678535.03,651901.27,-26633.76,-3.93
"CURITIBA - PR",224602567.36,102327408.15,-122275159.21,-54.44
"ALTO RIO NOVO - ES",792071.76,776471.76,-15600.00,-1.97
"MAJOR GERCINO - SC",445505.19,430255.19,-15250.00,-3.42
"RIO VERDE - GO",12883318.27,12748498.16,-134820.11,-1.05
"JOAO PINHEIRO - MG",3591889.57,3551410.14,-40479.43,-1.13
"GUACUI - ES",3370743.39,3336839.32,-33904.07,-1.01
"AUTAZES - AM",2788301.29,2771462.53,-16838.76,-0.60
"BRASIL NOVO - PA",2467754.91,2474198.02,6443.11,0.26
"DOBRADA - SP",761191.06,744091.06,-17100.00,-2.25
"NHAMUNDA - AM",1792267.17,1775567.79,-16699.38,-0.93
"ARACATUBA - SP",9802010.60,8892341.94,-909668.66,-9.28
"PASSOS MAIA - SC",610145.32,590695.32,-19450.00,-3.19
"BAURU - SP",10834815.27,10799865.27,-34950.00,-0.32
"LUIZ ALVES - SC",873341.30,855541.30,-17800.00,-2.04
"CAICO - RN",4624816.98,4585378.09,-39438.89,-0.85
"MANOEL EMIDIO - PI",710853.91,684253.91,-26600.00,-3.74
"ABADIANIA - GO",1290174.91,1262143.89,-28031.02,-2.17
"INACIOLANDIA - GO",1037644.83,1016329.68,-21315.15,-2.05
"SANTA BARBARA D'OESTE - SP",7031511.19,6998511.19,-33000.00,-0.47
"CACHOEIRINHA - TO",491831.14,488306.63,-3524.51,-0.72
"CARANGOLA - MG",2062141.06,1818617.61,-243523.45,-11.81
"MOCOCA - SP",3916443.94,3894943.94,-21500.00,-0.55
"ALMINO AFONSO - RN",668268.75,660021.48,-8247.27,-1.23
"MIMOSO DO SUL - ES",2858709.16,2847130.90,-11578.26,-0.41
"PAO DE ACUCAR - AL",3519504.95,3516625.49,-2879.46,-0.08
"CACHOEIRINHA - RS",4448154.65,4428209.85,-19944.80,-0.45
"MENDES - RJ",1638362.91,1632536.56,-5826.35,-0.36
"RUBIATABA - GO",1654981.75,1631839.39,-23142.36,-1.40
"CANOAS - RS",25332773.82,25275911.34,-56862.48,-0.22
