"Mun","entrada/marco/201903.zip","entrada/abril/201903.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",2103724.51,2065287.27,-38437.24,-1.83
"TRES DE MAIO - RS",1752923.79,1736940.30,-15983.49,-0.91
"PORTO UNIAO - SC",2077866.68,2037443.73,-40422.95,-1.95
"CANGUCU - RS",2922628.04,2851621.18,-71006.86,-2.43
"TRES COROAS - RS",1806686.68,1779297.26,-27389.42,-1.52
"PLANALTO - RS",948658.52,940219.33,-8439.19,-0.89
"PORTO XAVIER - RS",957760.15,952894.87,-4865.28,-0.51
"SANTA RITA DO SAPUCAI - MG",2391227.60,2359146.76,-32080.84,-1.34
"PINHAIS - PR",5906500.75,5899983.48,-6517.27,-0.11
"BOM SUCESSO - MG",1555816.29,1544877.22,-10939.07,-0.70
"BELEM - PA",115357556.63,78569770.44,-36787786.19,-31.89
"REGISTRO - SP",3509027.10,3449908.20,-59118.90,-1.68
"CUIABA - MT",62879825.36,39717919.45,-23161905.91,-36.84
"SAO JOSE DO OURO - RS",659390.28,638477.34,-20912.94,-3.17
"PORTO LUCENA - RS",753570.58,751615.94,-1954.64,-0.26
"FORTALEZA - CE",246103236.71,176169260.07,-69933976.64,-28.42
"BRASILIA - DF",89186766.16,18839418.94,-70347347.22,-78.88
"SAO GABRIEL - RS",3208809.35,3145649.59,-63159.76,-1.97
"SARANDI - RS",1718605.49,1707967.85,-10637.64,-0.62
"PARAISOPOLIS - MG",1465919.31,1460107.91,-5811.40,-0.40
"UBA - MG",5302330.07,4720533.29,-581796.78,-10.97
"TUPA - SP",3771989.42,3718306.75,-53682.67,-1.42
"SARANDI - PR",5561229.90,5340779.35,-220450.55,-3.96
"BRAGANCA PAULISTA - SP",7957076.26,7777076.26,-180000.00,-2.26
"BAMBUI - MG",1834974.85,1814294.80,-20680.05,-1.13
"PASSO FUNDO - RS",9171135.94,6930546.24,-2240589.70,-24.43
"GARCA - SP",3187983.02,3146484.19,-41498.83,-1.30
"JOAO PESSOA - PB",88080869.44,70944780.36,-17136089.08,-19.45
"SANTO CRISTO - RS",1174623.13,1150840.84,-23782.29,-2.02
"FERNANDOPOLIS - SP",4266081.19,3854786.17,-411295.02,-9.64
"CAMBUI - MG",1864710.32,1856379.93,-8330.39,-0.45
"AIURUOCA - MG",700003.20,683683.93,-16319.27,-2.33
"CRUZ ALTA - RS",4391855.88,3756616.19,-635239.69,-14.46
"ROLANTE - RS",1565545.81,1553425.87,-12119.94,-0.77
"CARIACICA - ES",11672674.20,11499565.32,-173108.88,-1.48
"SAO LUIS - MA",122247719.17,86789617.71,-35458101.46,-29.01
"CACHOEIRO DE ITAPEMIRIM - ES",10326683.96,9044650.44,-1282033.52,-12.41
"PALMITINHO - RS",700532.22,690589.74,-9942.48,-1.42
"NAO-ME-TOQUE - RS",1364477.31,1354950.96,-9526.35,-0.70
"ALEGRETE - RS",5204046.39,4959860.36,-244186.03,-4.69
"SOROCABA - SP",21229429.46,20979843.04,-249586.42,-1.18
"FEIRA DE SANTANA - BA",29662910.91,29644241.98,-18668.93,-0.06
"IJUI - RS",5260589.35,4240427.02,-1020162.33,-19.39
"CARUARU - PE",18689962.05,18584875.96,-105086.09,-0.56
"ILHEUS - BA",14558989.42,14446066.67,-112922.75,-0.78
"BOA VISTA - RR",64657271.72,52978803.49,-11678468.23,-18.06
"BAGE - RS",6158967.73,5644652.24,-514315.49,-8.35
"SAO JERONIMO - RS",1640456.30,1535975.02,-104481.28,-6.37
"VILA VELHA - ES",14193661.47,14010203.25,-183458.22,-1.29
"ARROIO DO MEIO - RS",1583780.55,1561542.21,-22238.34,-1.40
"ESPLANADA - BA",4573260.31,4552510.89,-20749.42,-0.45
"JULIO DE CASTILHOS - RS",1676956.29,1669878.52,-7077.77,-0.42
"CHAVANTES - SP",874303.98,869256.72,-5047.26,-0.58
"SANTO ANTONIO DA PATRULHA - RS",2409743.79,2372783.32,-36960.47,-1.53
"ABRE CAMPO - MG",1300001.02,1287521.03,-12479.99,-0.96
"ARCOS - MG",2638903.41,2617937.23,-20966.18,-0.79
"PORTO VELHO - RO",86001720.91,43379435.56,-42622285.35,-49.56
"CUNHA PORA - SC",902968.04,897776.88,-5191.16,-0.57
"FLORIANOPOLIS - SC",72247484.58,19593697.78,-52653786.80,-72.88
"TRES PASSOS - RS",2279782.43,2124785.00,-154997.43,-6.80
"PONTA GROSSA - PR",12095031.03,11223761.89,-871269.14,-7.20
"LIMOEIRO - PE",4772560.63,4720835.92,-51724.71,-1.08
"SEBERI - RS",1011524.58,986237.95,-25286.63,-2.50
"TUPANCIRETA - RS",1623423.07,1602541.72,-20881.35,-1.29
"ARACAJU - SE",70994311.76,43297258.16,-27697053.60,-39.01
"ANDRADINA - SP",3045529.02,2969890.95,-75638.07,-2.48
"SAO JOSE DO HERVAL - RS",605491.96,604404.75,-1087.21,-0.18
"NONOAI - RS",1049251.15,1033263.15,-15988.00,-1.52
"CANDIDO GODOI - RS",682237.62,678747.70,-3489.92,-0.51
"PITANGUI - MG",1789669.33,1773268.73,-16400.60,-0.92
"MURIAE - MG",5598049.39,5312697.48,-285351.91,-5.10
"SANTO ANGELO - RS",4060976.25,3727927.51,-333048.74,-8.20
"CONCEICAO DO COITE - BA",4730040.69,4610410.46,-119630.23,-2.53
"FRANCA - SP",10058303.07,9019518.18,-1038784.89,-10.33
"JEQUIE - BA",14205789.68,13793729.92,-412059.76,-2.90
"ESPERA FELIZ - MG",1946796.72,1926982.32,-19814.40,-1.02
"COLATINA - ES",10595251.58,10538509.36,-56742.22,-0.54
"REBOUCAS - PR",1307131.68,1286271.10,-20860.58,-1.60
"ACEGUA - RS",671413.84,669185.55,-2228.29,-0.33
"BUENO BRANDAO - MG",912760.12,904631.40,-8128.72,-0.89
"SANTO ANTONIO DE JESUS - BA",7703107.28,7588505.30,-114601.98,-1.49
"VISCONDE DO RIO BRANCO - MG",2601638.27,2497897.28,-103740.99,-3.99
"VALENCA - BA",6993559.00,6832889.24,-160669.76,-2.30
"CURITIBA - PR",236550953.11,124153789.56,-112397163.55,-47.51
"GUACUI - ES",2649257.63,2598754.03,-50503.60,-1.91
"ARACATUBA - SP",10231895.73,9239063.05,-992832.68,-9.70
"DIVINOLANDIA - SP",1063489.63,937978.67,-125510.96,-11.80
"CARANGOLA - MG",2535185.62,2131020.29,-404165.33,-15.94
"NOVA GRANADA - SP",1503795.40,1484904.40,-18891.00,-1.26
"ARAPONGAS - PR",7835922.09,7745934.46,-89987.63,-1.15
"TERESINA - PI",125922671.15,94949002.37,-30973668.78,-24.60
"CAMPO GRANDE - MS",75724848.20,55798708.07,-19926140.13,-26.31
"BICAS - MG",1250406.69,1242595.50,-7811.19,-0.62
"CACADOR - SC",3748906.03,3567318.73,-181587.30,-4.84
"SAO CRISTOVAO - SE",5589542.45,5575686.17,-13856.28,-0.25
"TOLEDO - PR",6271958.71,6097501.22,-174457.49,-2.78
"OSASCO - SP",15404785.92,15255785.92,-149000.00,-0.97
"MACAPA - AP",41035641.96,31751230.51,-9284411.45,-22.63
"PALMARES - PE",5222951.47,5158722.11,-64229.36,-1.23
"ENCRUZILHADA DO SUL - RS",1630634.62,1619984.97,-10649.65,-0.65
"IBIRUBA - RS",1577949.56,1574932.16,-3017.40,-0.19
"ARVOREZINHA - RS",917841.61,902217.03,-15624.58,-1.70
"CARMOPOLIS DE MINAS - MG",1469656.97,1466555.81,-3101.16,-0.21
"SANTA MARIANA - PR",989866.53,965490.31,-24376.22,-2.46
"RODEIO BONITO - RS",712346.13,681974.56,-30371.57,-4.26
