"Mun","entrada/marco/201604.zip","entrada/abril/201604.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",2794842.61,2696922.52,-97920.09,-3.50
"TRES DE MAIO - RS",1489340.91,1448687.05,-40653.86,-2.73
"VIAMAO - RS",7045096.33,6994777.17,-50319.16,-0.71
"SOBRAL - CE",25145146.95,24601370.94,-543776.01,-2.16
"NOVO CRUZEIRO - MG",1856289.21,1840052.33,-16236.88,-0.87
"CANGUCU - RS",3031669.72,2847952.18,-183717.54,-6.06
"TRES COROAS - RS",1508723.13,1472146.01,-36577.12,-2.42
"SANTA RITA DO SAPUCAI - MG",3301504.77,3274025.60,-27479.17,-0.83
"SANANDUVA - RS",977792.19,970766.68,-7025.51,-0.72
"SAO JOSE DO RIO PRETO - SP",15492526.82,14958184.89,-534341.93,-3.45
"BELEM - PA",109059552.22,73776452.70,-35283099.52,-32.35
"LAJINHA - MG",1343597.96,1337010.60,-6587.36,-0.49
"VARZEA GRANDE - MT",10426171.07,10403763.07,-22408.00,-0.21
"REGISTRO - SP",3295747.32,3236628.42,-59118.90,-1.79
"MARCELINO VIEIRA - RN",787947.45,779323.43,-8624.02,-1.09
"PEDRA AZUL - MG",1825158.76,1815759.05,-9399.71,-0.52
"BAEPENDI - MG",1354427.69,1325361.16,-29066.53,-2.15
"CUIABA - MT",79105102.92,43559082.97,-35546019.95,-44.94
"SAO JOSE DO OURO - RS",787878.07,763793.42,-24084.65,-3.06
"PORTO LUCENA - RS",678003.49,674476.17,-3527.32,-0.52
"FORTALEZA - CE",236238954.64,161018079.29,-75220875.35,-31.84
"BRASILIA - DF",110718446.94,53982375.79,-56736071.15,-51.24
"CONDOR - RS",603847.82,602634.81,-1213.01,-0.20
"SARANDI - RS",1232734.89,1227974.45,-4760.44,-0.39
"SAO SEBASTIAO DO CAI - RS",1589328.71,1580813.63,-8515.08,-0.54
"PARAISOPOLIS - MG",1227828.15,1219980.90,-7847.25,-0.64
"UBA - MG",4385761.22,3990831.12,-394930.10,-9.00
"SANTO ANTONIO - RN",2150785.58,2083644.22,-67141.36,-3.12
"TUPA - SP",2929542.69,2744666.97,-184875.72,-6.31
"MACAIBA - RN",5025641.96,5012868.03,-12773.93,-0.25
"IVOTI - RS",1394478.24,1381438.52,-13039.72,-0.94
"SARANDI - PR",3679659.87,3536348.04,-143311.83,-3.89
"INHAPIM - MG",1691114.08,1675708.78,-15405.30,-0.91
"BRAGANCA PAULISTA - SP",7202410.76,6911941.87,-290468.89,-4.03
"CAMPOS DOS GOYTACAZES - RJ",41151616.66,41128759.98,-22856.68,-0.06
"NOVO HORIZONTE DO SUL - MS",682409.93,672297.48,-10112.45,-1.48
"SAO JOSE DE MIPIBU - RN",3450055.85,3429558.62,-20497.23,-0.59
"BAMBUI - MG",1647902.55,1627222.50,-20680.05,-1.25
"PASSO FUNDO - RS",6994369.52,6508339.30,-486030.22,-6.95
"GARCA - SP",2854099.55,2830039.56,-24059.99,-0.84
"PAU DOS FERROS - RN",2801502.51,2789172.44,-12330.07,-0.44
"JOAO PESSOA - PB",115225586.27,77102511.82,-38123074.45,-33.09
"SANTO CRISTO - RS",977058.96,965497.13,-11561.83,-1.18
"FERNANDOPOLIS - SP",3129276.17,2857768.10,-271508.07,-8.68
"FORMIGA - MG",3361967.13,3195420.63,-166546.50,-4.95
"CARPINA - PE",4226462.37,4120311.21,-106151.16,-2.51
"AIURUOCA - MG",631379.10,615059.83,-16319.27,-2.58
"CRUZ ALTA - RS",3743069.73,3277943.57,-465126.16,-12.43
"CARIACICA - ES",9774661.01,9601552.13,-173108.88,-1.77
"MACAU - RN",3431306.10,3418479.81,-12826.29,-0.37
"SAO LUIS - MA",122768235.05,81840625.07,-40927609.98,-33.34
"SANTA BARBARA DO SUL - RS",792102.57,782440.19,-9662.38,-1.22
"NILOPOLIS - RJ",7719251.54,7702039.20,-17212.34,-0.22
"IRAI - RS",927406.94,924171.22,-3235.72,-0.35
"CACHOEIRO DE ITAPEMIRIM - ES",8031595.75,7428824.02,-602771.73,-7.51
"POJUCA - BA",3044626.94,3024708.40,-19918.54,-0.65
"NAO-ME-TOQUE - RS",1156801.74,1153746.51,-3055.23,-0.26
"CLEVELANDIA - PR",1298555.37,1292806.38,-5748.99,-0.44
"ALEGRETE - RS",4610498.66,4439446.54,-171052.12,-3.71
"SOROCABA - SP",18036035.96,17741779.33,-294256.63,-1.63
"FEIRA DE SANTANA - BA",31431038.77,31394770.48,-36268.29,-0.12
"JUCURUTU - RN",1938371.99,1915443.99,-22928.00,-1.18
"PUTINGA - RS",582609.95,578641.58,-3968.37,-0.68
"IJUI - RS",4590337.63,3584304.93,-1006032.70,-21.92
"CEARA-MIRIM - RN",4878060.07,4844927.46,-33132.61,-0.68
"JOAO CAMARA - RN",2589890.19,2564600.97,-25289.22,-0.98
"CARUARU - PE",16087200.45,16009709.85,-77490.60,-0.48
"MONTES CLAROS - MG",15955334.54,12141782.21,-3813552.33,-23.90
"ILHEUS - BA",12524034.33,12488620.33,-35414.00,-0.28
"ANDRADAS - MG",1952755.37,1913302.31,-39453.06,-2.02
"BOA VISTA - RR",47651305.61,38482603.45,-9168702.16,-19.24
"BELFORD ROXO - RJ",15841047.62,15822117.08,-18930.54,-0.12
"ANGRA DOS REIS - RJ",15790327.29,15743331.88,-46995.41,-0.30
"CAMPANHA - MG",1069742.21,1063027.60,-6714.61,-0.63
"BAGE - RS",5158417.65,4828392.01,-330025.64,-6.40
"QUEIMADOS - RJ",8365943.10,8350241.75,-15701.35,-0.19
"SAO JERONIMO - RS",1134611.20,1089624.02,-44987.18,-3.96
"VILA VELHA - ES",15720082.67,14594794.86,-1125287.81,-7.16
"ESPLANADA - BA",3763089.60,3736939.10,-26150.50,-0.69
"CHAVANTES - SP",733032.82,727985.56,-5047.26,-0.69
"BOM JESUS DO ITABAPOANA - RJ",3006458.18,2993126.93,-13331.25,-0.44
"ABRE CAMPO - MG",1056991.51,1043489.78,-13501.73,-1.28
"ARCOS - MG",2272360.81,2252355.38,-20005.43,-0.88
"PIUMHI - MG",2003278.16,1975905.26,-27372.90,-1.37
"PORTO VELHO - RO",56137284.39,31919501.15,-24217783.24,-43.14
"CUNHA PORA - SC",761507.74,757784.15,-3723.59,-0.49
"FLORIANOPOLIS - SC",76871463.26,22127941.73,-54743521.53,-71.21
"TRES PASSOS - RS",1701577.86,1545009.17,-156568.69,-9.20
"PONTA GROSSA - PR",10595801.64,9780908.87,-814892.77,-7.69
"LIMOEIRO - PE",4624109.31,4589750.45,-34358.86,-0.74
"ITAQUIRAI - MS",1469224.19,1463049.38,-6174.81,-0.42
