"Mun","entrada/marco/201401.zip","entrada/abril/201401.zip","Diff","Percent"
"MONTE AZUL - MG",1519248.81,1515476.04,-3772.77,-0.25
"SANTO ANASTACIO - SP",1277830.90,1255587.65,-22243.25,-1.74
"PALMEIRA DAS MISSOES - RS",1969650.29,1937057.03,-32593.26,-1.65
"TRES DE MAIO - RS",1679209.24,1652454.72,-26754.52,-1.59
"NOVO CRUZEIRO - MG",2448906.78,2439853.49,-9053.29,-0.37
"SALTO GRANDE - SP",651516.70,645016.70,-6500.00,-1.00
"TRES COROAS - RS",1789474.07,1770663.17,-18810.90,-1.05
"SANTA RITA DO SAPUCAI - MG",2451416.69,2426181.89,-25234.80,-1.03
"SANANDUVA - RS",1149656.86,1142631.35,-7025.51,-0.61
"PINHAIS - PR",5590816.38,5579339.68,-11476.70,-0.21
"CACHOEIRA DE PAJEU - MG",768292.48,765312.78,-2979.70,-0.39
"POCO FUNDO - MG",2189885.39,2181501.26,-8384.13,-0.38
"BELEM - PA",101403157.49,86098746.90,-15304410.59,-15.09
"VARZEA GRANDE - MT",13823509.51,13815242.97,-8266.54,-0.06
"REGISTRO - SP",3086893.44,3041591.53,-45301.91,-1.47
"MARECHAL CANDIDO RONDON - PR",3776625.41,3708228.41,-68397.00,-1.81
"PEDRA AZUL - MG",2420826.97,2413586.90,-7240.07,-0.30
"CUIABA - MT",120998859.14,48536405.24,-72462453.90,-59.89
"SAO JOSE DO OURO - RS",779301.39,767506.97,-11794.42,-1.51
"JAPERI - RJ",5920215.91,5899442.63,-20773.28,-0.35
"CORONEL FABRICIANO - MG",5920928.84,5915503.12,-5425.72,-0.09
"FORTALEZA - CE",245819039.95,160344381.32,-85474658.63,-34.77
"GUARAPARI - ES",5954845.37,5949921.54,-4923.83,-0.08
"BRASILIA - DF",86374515.14,130553442.05,44178926.91,51.15
"SAO GABRIEL - RS",3554920.85,3542146.83,-12774.02,-0.36
"MARILIA - SP",10261167.55,10091149.14,-170018.41,-1.66
"EXTREMA - MG",3188796.97,3171487.12,-17309.85,-0.54
"PARAISOPOLIS - MG",2058397.54,2054408.65,-3988.89,-0.19
"UBA - MG",6899229.87,6718200.11,-181029.76,-2.62
"TIMOTEO - MG",5293403.96,5258481.78,-34922.18,-0.66
"MARACAI - SP",1172709.34,1166274.90,-6434.44,-0.55
"TUPA - SP",3404740.77,3311900.53,-92840.24,-2.73
"SARANDI - PR",4450275.00,4416125.33,-34149.67,-0.77
"INHAPIM - MG",2363279.27,2339474.87,-23804.40,-1.01
"BRAGANCA PAULISTA - SP",6804141.38,6729141.38,-75000.00,-1.10
"CAMPOS DOS GOYTACAZES - RJ",79759143.80,79194921.50,-564222.30,-0.71
"BAMBUI - MG",1591430.52,1570750.47,-20680.05,-1.30
"PASSO FUNDO - RS",9248315.08,8894821.74,-353493.34,-3.82
"JOAO PESSOA - PB",93734517.38,72530923.53,-21203593.85,-22.62
"FERNANDOPOLIS - SP",3502690.67,3241425.47,-261265.20,-7.46
"CAMBUI - MG",1858196.35,1847011.48,-11184.87,-0.60
"FORMIGA - MG",3570981.92,3496247.82,-74734.10,-2.09
"CARPINA - PE",4452872.96,4346721.80,-106151.16,-2.38
"AIURUOCA - MG",733620.56,717301.29,-16319.27,-2.22
"CRUZ ALTA - RS",3780147.20,3602385.83,-177761.37,-4.70
"CAMPO ALEGRE DE LOURDES - BA",3030665.30,3011933.30,-18732.00,-0.62
"CARIACICA - ES",11513294.17,11430458.55,-82835.62,-0.72
"SANTIAGO - RS",2513559.75,2491613.84,-21945.91,-0.87
"SAO LUIS - MA",161420540.79,79034425.28,-82386115.51,-51.04
"ITAMONTE - MG",1367927.16,1366439.81,-1487.35,-0.11
"BOM DESPACHO - MG",3916040.93,3872792.92,-43248.01,-1.10
"IRAI - RS",655362.17,650267.42,-5094.75,-0.78
"CACHOEIRO DE ITAPEMIRIM - ES",10428049.74,10105699.69,-322350.05,-3.09
"NAO-ME-TOQUE - RS",1220940.12,1218135.08,-2805.04,-0.23
"CLEVELANDIA - PR",1479465.61,1473716.62,-5748.99,-0.39
"ALEGRETE - RS",4595925.29,4420340.26,-175585.03,-3.82
"SOROCABA - SP",18975545.62,18782933.90,-192611.72,-1.02
"RAUL SOARES - MG",1804280.69,1798764.55,-5516.14,-0.31
"IJUI - RS",4402807.07,3627502.73,-775304.34,-17.61
"CACERES - MT",4558895.02,4555027.79,-3867.23,-0.08
"CARUARU - PE",16002812.57,15818296.43,-184516.14,-1.15
"MONTES CLAROS - MG",27013116.70,26863116.70,-150000.00,-0.56
"LIMA DUARTE - MG",2060223.04,2043976.64,-16246.40,-0.79
"ARACUAI - MG",2876555.55,2825520.26,-51035.29,-1.77
"ILHEUS - BA",13373846.18,13309995.56,-63850.62,-0.48
"ANDRADAS - MG",2297751.55,2268007.71,-29743.84,-1.29
"BOA VISTA - RR",59125229.50,47355302.39,-11769927.11,-19.91
"ITABUNA - BA",21681631.66,20705701.68,-975929.98,-4.50
"BELFORD ROXO - RJ",17176495.60,17061206.18,-115289.42,-0.67
"CAMPANHA - MG",1257147.64,1247132.94,-10014.70,-0.80
"CHOPINZINHO - PR",2079337.52,2068242.22,-11095.30,-0.53
"BAGE - RS",6267326.70,5977669.21,-289657.49,-4.62
"RIO PARDO - RS",2648524.23,2619608.41,-28915.82,-1.09
"BOM JESUS DO ITABAPOANA - RJ",2584820.04,2480246.85,-104573.19,-4.05
"JACINTO - MG",1168224.47,1162314.36,-5910.11,-0.51
"VITORIA DA CONQUISTA - BA",23556129.14,22056176.63,-1499952.51,-6.37
"TANGUA - RJ",2549203.33,2517380.35,-31822.98,-1.25
"IPANEMA - MG",1512877.20,1505544.94,-7332.26,-0.48
"JACUTINGA - MG",2870608.86,2862510.23,-8098.63,-0.28
"ABRE CAMPO - MG",1206991.91,1195210.11,-11781.80,-0.98
"ITALVA - RJ",2101907.72,2059391.95,-42515.77,-2.02
"ARCOS - MG",3281367.55,3262715.39,-18652.16,-0.57
"PIUMHI - MG",2884802.83,2863861.34,-20941.49,-0.73
"PORTO VELHO - RO",45422208.19,26676624.85,-18745583.34,-41.27
"CUNHA PORA - SC",855590.03,851866.44,-3723.59,-0.44
"JANAUBA - MG",4862963.57,4736776.03,-126187.54,-2.59
"GENERAL SALGADO - SP",832792.97,828590.11,-4202.86,-0.50
"ITAMBE - BA",2255515.03,2242244.13,-13270.90,-0.59
"FLORIANOPOLIS - SC",63966237.47,19391837.02,-44574400.45,-69.68
"TRES PASSOS - RS",1764969.28,1717829.18,-47140.10,-2.67
"CARLOS CHAGAS - MG",1607321.25,1594744.59,-12576.66,-0.78
"PONTA GROSSA - PR",11618346.71,11410266.03,-208080.68,-1.79
"LIMOEIRO - PE",3962168.40,3927809.54,-34358.86,-0.87
"ILICINEA - MG",1070736.94,1068834.67,-1902.27,-0.18
"SEVERIANO DE ALMEIDA - RS",596009.92,595038.43,-971.49,-0.16
"ITAQUIRAI - MS",1726490.68,1720841.06,-5649.62,-0.33
"SANTANA DO LIVRAMENTO - RS",3909183.87,3871386.57,-37797.30,-0.97
"ARACAJU - SE",72372105.29,51151235.90,-21220869.39,-29.32
"AUGUSTO CORREA - PA",4123108.47,4095168.55,-27939.92,-0.68
"QUEIMADAS - BA",2428440.53,2411843.05,-16597.48,-0.68
"SANTO AMARO - BA",5865071.79,5852712.37,-12359.42,-0.21
"IGREJINHA - RS",2154519.81,2136497.40,-18022.41,-0.84
"ANDRADINA - SP",3022076.29,2957764.81,-64311.48,-2.13
"GUARACIABA - MG",946729.41,943127.63,-3601.78,-0.38
"CABO FRIO - RJ",25578948.01,25305306.25,-273641.76,-1.07
"PIRATINI - RS",1458098.44,1435933.86,-22164.58,-1.52
"ASSAI - PR",1295040.47,1277135.21,-17905.26,-1.38
"NONOAI - RS",1079907.57,1055843.67,-24063.90,-2.23
"SAO JOSE DO BELMONTE - PE",2579100.41,2566622.38,-12478.03,-0.48
"PORCIUNCULA - RJ",1993857.77,1982202.00,-11655.77,-0.58
