"Mun","entrada/marco/202005.zip","entrada/abril/202005.zip","Diff","Percent"
"OCAUCU - SP",659101.41,651481.41,-7620.00,-1.16
"LAVINIA - SP",982396.39,972436.39,-9960.00,-1.01
"PALMEIRA DAS MISSOES - RS",2471555.01,2433117.77,-38437.24,-1.56
"ALTO ARAGUAIA - MT",1630708.23,1616968.23,-13740.00,-0.84
"NOSSA SENHORA DA GLORIA - SE",3760662.40,3712442.40,-48220.00,-1.28
"TRES DE MAIO - RS",2266625.55,2232403.06,-34222.49,-1.51
"VIAMAO - RS",9868025.41,9562768.19,-305257.22,-3.09
"PORTO UNIAO - SC",3504971.86,3451468.91,-53502.95,-1.53
"ANALANDIA - SP",632796.29,628376.29,-4420.00,-0.70
"ACARAU - CE",7073624.14,7066904.14,-6720.00,-0.10
"ITAPEMIRIM - ES",28849387.30,28831347.30,-18040.00,-0.06
"SANTANA DE PARNAIBA - SP",6380027.42,6376699.42,-3328.00,-0.05
"NOVO CRUZEIRO - MG",2729749.21,2726421.21,-3328.00,-0.12
"CARMO DO PARANAIBA - MG",2924360.33,2902552.33,-21808.00,-0.75
"SAO MIGUEL ARCANJO - SP",2342099.64,2335159.64,-6940.00,-0.30
"FORMOSA DO OESTE - PR",830979.52,828619.52,-2360.00,-0.28
"LARANJEIRAS - SE",3161477.31,3149477.31,-12000.00,-0.38
"TRES COROAS - RS",1965209.61,1937820.19,-27389.42,-1.39
"BETIM - MG",25429705.25,25295305.25,-134400.00,-0.53
"CUBATAO - SP",10817510.44,10783930.44,-33580.00,-0.31
"PLANALTO - RS",1159700.83,1151261.64,-8439.19,-0.73
"MARMELEIRO - PR",1704828.79,1700936.79,-3892.00,-0.23
"PORTO XAVIER - RS",1098910.50,1094045.22,-4865.28,-0.44
"SANTA RITA DO SAPUCAI - MG",2792261.49,2777250.56,-15010.93,-0.54
"UPANEMA - RN",2345780.06,2341888.06,-3892.00,-0.17
"PEDREGULHO - SP",1574268.19,1570940.19,-3328.00,-0.21
"PRAIA GRANDE - SP",15720350.51,15709238.51,-11112.00,-0.07
"TERESOPOLIS - RJ",12869806.84,12865914.84,-3892.00,-0.03
"SAO MATEUS - ES",8863917.47,8848917.47,-15000.00,-0.17
"PRAIA GRANDE - SC",759128.32,755236.32,-3892.00,-0.51
"GLORIA DE DOURADOS - MS",906841.48,902161.48,-4680.00,-0.52
"MAGDA - SP",651260.36,647932.36,-3328.00,-0.51
"PINHAIS - PR",6761677.45,6709817.45,-51860.00,-0.77
"FERRAZ DE VASCONCELOS - SP",6766093.57,6747197.57,-18896.00,-0.28
"IVATE - PR",865572.19,859801.19,-5771.00,-0.67
"BOM SUCESSO - PR",1057658.56,1044998.56,-12660.00,-1.20
"LIMEIRA - SP",16895533.06,16777693.06,-117840.00,-0.70
"GUARANTA DO NORTE - MT",2541435.71,2513155.71,-28280.00,-1.11
"SAO JOSE DO RIO PRETO - SP",27946195.37,27905083.37,-41112.00,-0.15
"IGARACU DO TIETE - SP",1856129.64,1852237.64,-3892.00,-0.21
"ALBERTINA - MG",680159.51,677708.51,-2451.00,-0.36
"NAZARE PAULISTA - SP",1729456.18,1727005.18,-2451.00,-0.14
"RIACHO DAS ALMAS - PE",2901748.91,2886748.91,-15000.00,-0.52
"CAFELANDIA - SP",1836618.21,1816506.21,-20112.00,-1.10
"BOM SUCESSO - MG",1831322.84,1820383.77,-10939.07,-0.60
"GOIOERE - PR",3163440.38,3158289.38,-5151.00,-0.16
"GENERAL CARNEIRO - PR",1326172.93,1307672.93,-18500.00,-1.39
"CRICIUMA - SC",20220639.03,20215439.03,-5200.00,-0.03
"BELEM - PA",179655940.75,93980397.57,-85675543.18,-47.69
"VARZEA GRANDE - MT",13547419.60,13499496.60,-47923.00,-0.35
"SANTO HIPOLITO - MG",741764.05,731804.05,-9960.00,-1.34
"REGISTRO - SP",4295046.70,4137903.98,-157142.72,-3.66
"APIACAS - MT",941932.82,931612.82,-10320.00,-1.10
"MORADA NOVA - CE",7355393.29,7351501.29,-3892.00,-0.05
"IBIMIRIM - PE",3545018.74,3520178.74,-24840.00,-0.70
"MARECHAL CANDIDO RONDON - PR",8026772.35,8005032.35,-21740.00,-0.27
"AMPARO - SP",5947502.85,5922392.85,-25110.00,-0.42
"PONTALINA - GO",2269938.31,2258238.31,-11700.00,-0.52
"MOIPORA - GO",730609.97,727789.97,-2820.00,-0.39
"SIMONESIA - MG",1928918.92,1923678.92,-5240.00,-0.27
"INHAPI - AL",4391531.87,4387639.87,-3892.00,-0.09
"CUIABA - MT",111896692.88,70562627.63,-41334065.25,-36.94
"MARCELANDIA - MT",1095690.99,1087310.99,-8380.00,-0.76
"MALHADA DOS BOIS - SE",1042934.16,1037614.16,-5320.00,-0.51
"JAPERI - RJ",6780809.49,6769869.49,-10940.00,-0.16
"RUBIM - MG",1281423.89,1274315.89,-7108.00,-0.55
"MALACACHETA - MG",1892208.44,1879797.44,-12411.00,-0.66
"GURUPI - TO",6199346.15,6180226.15,-19120.00,-0.31
"ITAJAI - SC",24680928.34,24661668.34,-19260.00,-0.08
"CORONEL FABRICIANO - MG",7782788.50,7778896.50,-3892.00,-0.05
"DIORAMA - GO",2415954.80,2411794.80,-4160.00,-0.17
"LINS - SP",5658088.95,5644676.95,-13412.00,-0.24
"PORTO LUCENA - RS",675902.44,673947.80,-1954.64,-0.29
"FORTALEZA - CE",403904583.74,224405807.12,-179498776.62,-44.44
"SAO ROQUE - SP",4545660.31,4542332.31,-3328.00,-0.07
