"Mun","entrada/marco/201706.zip","entrada/abril/201706.zip","Diff","Percent"
"CONTENDA - PR",1634045.10,1610565.10,-23480.00,-1.44
"OLIVEIRA DE FATIMA - TO",551408.97,549818.97,-1590.00,-0.29
"OCAUCU - SP",601285.85,596805.85,-4480.00,-0.75
"PAQUETA - PI",787122.89,783782.89,-3340.00,-0.42
"MONTE AZUL - MG",1688321.80,1660711.80,-27610.00,-1.64
"CAMPO BELO DO SUL - SC",696015.38,687855.38,-8160.00,-1.17
"ITAPOA - SC",1776967.51,1767767.51,-9200.00,-0.52
"MAETINGA - BA",1193087.77,1189507.77,-3580.00,-0.30
"POTIM - SP",1477595.89,1470925.89,-6670.00,-0.45
"LAVINIA - SP",828393.98,825833.98,-2560.00,-0.31
"PANAMBI - RS",2798688.76,2764358.76,-34330.00,-1.23
"SAO JOSE DO CALCADO - ES",1034888.78,1026628.78,-8260.00,-0.80
"SAO JOSE DO JACURI - MG",704969.67,692069.67,-12900.00,-1.83
"SANTO ANASTACIO - SP",1577662.94,1570912.94,-6750.00,-0.43
"JARDIM DE PIRANHAS - RN",1699560.23,1692560.23,-7000.00,-0.41
"TAIUVA - SP",619895.95,615515.95,-4380.00,-0.71
"IBIAPINA - CE",2548958.03,2545598.03,-3360.00,-0.13
"MALHADA - BA",2080760.62,2072680.62,-8080.00,-0.39
"PALMEIRA DAS MISSOES - RS",2125132.25,2038669.77,-86462.48,-4.07
"ALTO ARAGUAIA - MT",1315579.95,1307279.95,-8300.00,-0.63
"HORIZONTINA - RS",1494172.72,1485612.72,-8560.00,-0.57
"NOSSA SENHORA DA GLORIA - SE",3315859.36,3302119.36,-13740.00,-0.41
"IPIRA - SC",711628.27,709518.27,-2110.00,-0.30
"HELIOPOLIS - BA",1617067.41,1609867.41,-7200.00,-0.45
"TRES DE MAIO - RS",1696525.05,1661495.71,-35029.34,-2.06
"CARIRI DO TOCANTINS - TO",673218.78,669818.78,-3400.00,-0.51
"VIAMAO - RS",8759152.24,8565233.08,-193919.16,-2.21
"PORTO UNIAO - SC",1998952.20,1953172.20,-45780.00,-2.29
"SAO PEDRO DO IVAI - PR",1002728.69,991518.69,-11210.00,-1.12
"AMERICA DOURADA - BA",1988659.53,1981529.53,-7130.00,-0.36
"SAO PEDRO DOS CRENTES - MA",826726.21,824256.21,-2470.00,-0.30
"HIDROLINA - GO",646116.78,641196.78,-4920.00,-0.76
"SALITRE - CE",2222518.36,2215568.36,-6950.00,-0.31
"PENTECOSTE - CE",3833843.55,3821223.55,-12620.00,-0.33
"PATO BRAGADO - PR",2089475.12,2084325.12,-5150.00,-0.25
"ANALANDIA - SP",660847.81,658597.81,-2250.00,-0.34
"SOBRAL - CE",25841949.54,25739029.54,-102920.00,-0.40
"MORRO DO CHAPEU DO PIAUI - PI",1290585.56,1284495.56,-6090.00,-0.47
"ACARAU - CE",5576831.55,5541831.55,-35000.00,-0.63
"CAPINZAL DO NORTE - MA",1773237.96,1770017.96,-3220.00,-0.18
"PORTO RICO - PR",637176.88,633526.88,-3650.00,-0.57
"VESPASIANO - MG",6351577.24,6254387.24,-97190.00,-1.53
"ITAPEMIRIM - ES",10399172.70,10371042.70,-28130.00,-0.27
"ANDORINHA - BA",1946285.36,1937735.36,-8550.00,-0.44
"CHOROZINHO - CE",2281630.25,2272620.25,-9010.00,-0.39
"COXILHA - RS",774107.32,771337.32,-2770.00,-0.36
"NOVO CRUZEIRO - MG",2263633.04,2217026.16,-46606.88,-2.06
"COQUEIRO BAIXO - RS",737122.89,736212.89,-910.00,-0.12
"PATROCINIO DO MURIAE - MG",694197.47,687797.47,-6400.00,-0.92
"CARMO DO PARANAIBA - MG",2415079.33,2372099.33,-42980.00,-1.78
"SAO MIGUEL ARCANJO - SP",2315818.25,2294248.25,-21570.00,-0.93
"GUARINOS - GO",597540.90,594700.90,-2840.00,-0.48
"VILA LANGARO - RS",571266.25,569056.25,-2210.00,-0.39
"FORMOSA DO OESTE - PR",716097.77,705837.77,-10260.00,-1.43
"LARANJEIRAS - SE",2778733.83,2771943.83,-6790.00,-0.24
"NOVA HARTZ - RS",1491556.11,1485956.11,-5600.00,-0.38
"DOURADINA - MS",687020.62,676570.62,-10450.00,-1.52
"CANGUCU - RS",4867543.38,4767466.52,-100076.86,-2.06
"RUY BARBOSA - BA",3025770.31,3011290.31,-14480.00,-0.48
"URUCUI - PI",2152119.17,2140589.17,-11530.00,-0.54
"ITAIPULANDIA - PR",5474599.30,5461989.30,-12610.00,-0.23
"TRES COROAS - RS",2155499.24,2123085.00,-32414.24,-1.50
"BETIM - MG",20494274.71,20352184.71,-142090.00,-0.69
"CUBATAO - SP",11167930.67,11144920.67,-23010.00,-0.21
"SAO SEBASTIAO DO ANTA - MG",755265.86,749245.86,-6020.00,-0.80
"BOA VENTURA DE SAO ROQUE - PR",740639.53,730079.53,-10560.00,-1.43
"PLANALTO - RS",1050590.02,1032070.02,-18520.00,-1.76
"VISTA GAUCHA - RS",611705.72,610095.72,-1610.00,-0.26
"MARMELEIRO - PR",1592158.66,1574628.66,-17530.00,-1.10
"PORTO XAVIER - RS",1143074.65,1137914.65,-5160.00,-0.45
"FILADELFIA - BA",2324757.76,2317787.76,-6970.00,-0.30
"SANTA RITA DO SAPUCAI - MG",2575564.83,2496383.99,-79180.84,-3.07
"QUEVEDOS - RS",664352.26,661062.26,-3290.00,-0.50
"GAROPABA - SC",1674295.29,1650935.29,-23360.00,-1.40
"GUARANI DAS MISSOES - RS",1068543.91,1058213.91,-10330.00,-0.97
"UPANEMA - RN",2693947.73,2682557.73,-11390.00,-0.42
"COLINAS - MA",4571015.14,4560285.14,-10730.00,-0.23
"ACORIZAL - MT",591374.37,588454.37,-2920.00,-0.49
