"Mun","entrada/marco/201411.zip","entrada/abril/201411.zip","Diff","Percent"
"NOSSA SENHORA DA GLORIA - SE",2860620.87,2853160.87,-7460.00,-0.26
"SOBRAL - CE",24144156.61,23973306.61,-170850.00,-0.71
"ITAPEMIRIM - ES",34098722.07,34096642.07,-2080.00,-0.01
"ANDORINHA - BA",1723447.02,1688947.02,-34500.00,-2.00
"NOVO CRUZEIRO - MG",2131854.09,1679371.59,-452482.50,-21.22
"SAO MIGUEL ARCANJO - SP",1674469.45,1666969.45,-7500.00,-0.45
"FORMOSA DO OESTE - PR",648124.92,634424.92,-13700.00,-2.11
"LARANJEIRAS - SE",2983126.70,2968026.70,-15100.00,-0.51
"CUBATAO - SP",9694482.09,9690482.09,-4000.00,-0.04
"PRAIA GRANDE - SP",14323031.79,14319031.79,-4000.00,-0.03
"BUERAREMA - BA",1615374.60,1611374.60,-4000.00,-0.25
"CANDOI - PR",1393847.32,1377297.32,-16550.00,-1.19
"BOM SUCESSO - PB",757382.96,735532.96,-21850.00,-2.88
"GENERAL CARNEIRO - PR",1129927.64,1122427.64,-7500.00,-0.66
"BELEM - PA",92043422.18,73438939.94,-18604482.24,-20.21
"CUITE - PB",2044191.90,2006998.90,-37193.00,-1.82
"AMPARO - SP",3743930.16,3737430.16,-6500.00,-0.17
"CUIABA - MT",70836813.14,36379884.22,-34456928.92,-48.64
"GURUPI - TO",4697657.55,4568211.15,-129446.40,-2.76
"CORONEL FABRICIANO - MG",3907673.27,3893768.76,-13904.51,-0.36
"FORTALEZA - CE",254929018.65,144627330.20,-110301688.45,-43.27
"BRASILIA - DF",431700456.65,394785399.09,-36915057.56,-8.55
"SAO GABRIEL - RS",2927104.66,2899793.99,-27310.67,-0.93
"MARILIA - SP",9949653.22,9449669.10,-499984.12,-5.03
"CANDEIAS - BA",7402926.28,7398926.28,-4000.00,-0.05
"UBA - MG",3659130.06,3651630.06,-7500.00,-0.20
"ITARANTIM - BA",1939416.14,1920716.14,-18700.00,-0.96
"ANANAS - TO",814989.23,807489.23,-7500.00,-0.92
"FRUTA DE LEITE - MG",585417.84,574387.84,-11030.00,-1.88
"PERIQUITO - MG",635832.36,651632.36,15800.00,2.48
"ALVARO DE CARVALHO - SP",801881.87,775481.87,-26400.00,-3.29
"JUSSIAPE - BA",794860.02,787360.02,-7500.00,-0.94
"NOVO ORIENTE DE MINAS - MG",849010.72,841510.72,-7500.00,-0.88
"CAMPOS DOS GOYTACAZES - RJ",226991282.06,226177388.06,-813894.00,-0.36
"GUARUJA - SP",11057483.27,10984383.27,-73100.00,-0.66
"JAPOATA - SE",1342275.76,1319075.76,-23200.00,-1.73
"TIJUCAS DO SUL - PR",1153447.89,1150233.89,-3214.00,-0.28
"SANTAREM - PA",19085361.16,19081361.16,-4000.00,-0.02
"PASSO FUNDO - RS",6718144.89,6714144.89,-4000.00,-0.06
"PORTO FELIZ - SP",3006792.76,2999292.76,-7500.00,-0.25
"CANDIBA - BA",1300450.76,1283350.76,-17100.00,-1.31
"SAO JOAO DA SERRA - PI",887811.96,867811.96,-20000.00,-2.25
"JOAO PESSOA - PB",90778368.53,64036616.56,-26741751.97,-29.46
"CANINDE DE SAO FRANCISCO - SE",3269693.17,3267409.17,-2284.00,-0.07
"FERNANDOPOLIS - SP",3181232.59,2991788.86,-189443.73,-5.96
"ARRAIAS - TO",959961.26,944961.26,-15000.00,-1.56
"CARPINA - PE",4257954.43,4151803.27,-106151.16,-2.49
"NOSSA SENHORA DE LOURDES - SE",738926.44,734316.44,-4610.00,-0.62
"AREIA BRANCA - SE",1903937.79,1884678.79,-19259.00,-1.01
"CAMPO ALEGRE DE LOURDES - BA",2500529.28,2464511.29,-36017.99,-1.44
"CARIACICA - ES",10890739.66,9206469.32,-1684270.34,-15.47
"SAO CAITANO - PE",2452431.18,2447723.69,-4707.49,-0.19
"SAO LUIS - MA",106598660.72,73281977.43,-33316683.29,-31.25
"CARIRA - SE",2086750.50,2066600.50,-20150.00,-0.97
"MARUIM - SE",1799050.73,1797231.73,-1819.00,-0.10
"CAMPO MAIOR - PI",3820777.45,3768927.45,-51850.00,-1.36
"PEDRO AFONSO - TO",936247.13,929747.13,-6500.00,-0.69
"CACHOEIRO DE ITAPEMIRIM - ES",8797976.26,8564743.09,-233233.17,-2.65
"LAURO DE FREITAS - BA",11564668.63,11467531.06,-97137.57,-0.84
"FORTIM - CE",1382894.55,1357894.55,-25000.00,-1.81
"UBAJARA - CE",2730443.04,2722743.04,-7700.00,-0.28
"CLEVELANDIA - PR",1308281.96,1299391.91,-8890.05,-0.68
"ELISEU MARTINS - PI",655317.91,652117.91,-3200.00,-0.49
"SOROCABA - SP",16377909.07,16036961.59,-340947.48,-2.08
"SAO JOAO - PR",1012625.85,1006125.85,-6500.00,-0.64
"FEIRA DE SANTANA - BA",24023587.80,23521063.83,-502523.97,-2.09
"SALGADO DE SAO FELIX - PB",1304348.91,1273998.91,-30350.00,-2.33
"ITAPERUCU - PR",1593397.72,1585897.72,-7500.00,-0.47
"RIO NOVO DO SUL - ES",1143381.66,1110943.66,-32438.00,-2.84
"CANDEAL - BA",1000230.49,975030.49,-25200.00,-2.52
"PICUI - PB",2191170.99,2165470.99,-25700.00,-1.17
"PROGRESSO - RS",651190.74,631320.25,-19870.49,-3.05
"IJUI - RS",4445634.74,3805409.72,-640225.02,-14.40
"RODRIGUES ALVES - AC",2002169.88,1995669.88,-6500.00,-0.32
"CACERES - MT",3953995.31,3743048.91,-210946.40,-5.34
"MAUA - SP",14717234.71,14713234.71,-4000.00,-0.03
"CARUARU - PE",16446191.36,15873461.75,-572729.61,-3.48
"NOSSA SENHORA DO SOCORRO - SE",10100639.10,10034273.10,-66366.00,-0.66
"MONTES CLAROS - MG",25112572.82,23673409.33,-1439163.49,-5.73
"NOVA OLINDA DO NORTE - AM",2060820.40,2031474.07,-29346.33,-1.42
"ILHEUS - BA",12109060.98,11952917.89,-156143.09,-1.29
"PIANCO - PB",2291457.03,2277107.03,-14350.00,-0.63
"BOA VISTA - RR",50713137.48,44061219.62,-6651917.86,-13.12
"ITABUNA - BA",18489544.21,18444977.84,-44566.37,-0.24
"BELFORD ROXO - RJ",13406805.13,13291515.71,-115289.42,-0.86
"ARATUIPE - BA",940967.93,915167.93,-25800.00,-2.74
"ITIUBA - BA",3240089.73,3202464.98,-37624.75,-1.16
"PALHOCA - SC",6406390.60,6366334.12,-40056.48,-0.63
"GUANAMBI - BA",5901147.66,5859933.62,-41214.04,-0.70
"BARRA DO BUGRES - MT",2419449.69,2411949.69,-7500.00,-0.31
"CIANORTE - PR",4992216.98,4978216.98,-14000.00,-0.28
"MURIBECA - SE",914400.28,891350.28,-23050.00,-2.52
"ALMIRANTE TAMANDARE - PR",3829983.22,3818883.22,-11100.00,-0.29
"IPE - RS",593091.95,574891.95,-18200.00,-3.07
"VITORIA DA CONQUISTA - BA",20052238.17,19939758.02,-112480.15,-0.56
"SANTO ANTONIO DA PATRULHA - RS",1924385.11,1906385.11,-18000.00,-0.94
"VIANA - ES",4521686.02,4485526.02,-36160.00,-0.80
"BOM JESUS DA LAPA - BA",5599226.82,5576226.82,-23000.00,-0.41
"SAO JOSE DO PEIXE - PI",629290.48,628883.94,-406.54,-0.06
"PORTO VELHO - RO",58516368.71,23749209.35,-34767159.36,-59.41
