"Mun","entrada/marco/201712.zip","entrada/abril/201712.zip","Diff","Percent"
"TERRA NOVA - BA",2174361.10,2163001.10,-11360.00,-0.52
"CONTENDA - PR",3143665.23,3104185.23,-39480.00,-1.26
"OLIVEIRA DE FATIMA - TO",958473.84,956883.84,-1590.00,-0.17
"OCAUCU - SP",1191010.96,1174530.96,-16480.00,-1.38
"PAQUETA - PI",2225029.87,2221689.87,-3340.00,-0.15
"MONTE AZUL - MG",3350194.78,3287144.78,-63050.00,-1.88
"CAMPO BELO DO SUL - SC",1459749.87,1451589.87,-8160.00,-0.56
"ITAPOA - SC",3157398.04,3114598.04,-42800.00,-1.36
"ITANHEM - BA",3798508.47,3788898.47,-9610.00,-0.25
"MAETINGA - BA",2221679.83,2218099.83,-3580.00,-0.16
"POTIM - SP",2573343.73,2550673.73,-22670.00,-0.88
"LAVINIA - SP",1743626.63,1741066.63,-2560.00,-0.15
"PANAMBI - RS",4656786.78,4548236.78,-108550.00,-2.33
"SAO JOSE DO CALCADO - ES",1936677.24,1916417.24,-20260.00,-1.05
"SERRA DA RAIZ - PB",2032494.42,2027134.42,-5360.00,-0.26
"SAO JOSE DO JACURI - MG",2517501.51,2372876.51,-144625.00,-5.74
"SANTO ANASTACIO - SP",2890152.45,2842142.45,-48010.00,-1.66
"MONTE ALEGRE DO SUL - SP",1198692.67,1177782.67,-20910.00,-1.74
"JARDIM DE PIRANHAS - RN",2885083.66,2878083.66,-7000.00,-0.24
"UMBUZEIRO - PB",2268405.40,2262475.40,-5930.00,-0.26
"TAIUVA - SP",1108594.57,1092214.57,-16380.00,-1.48
"IBIAPINA - CE",4794229.80,4744039.80,-50190.00,-1.05
"IMIGRANTE - RS",1211957.44,1202007.44,-9950.00,-0.82
"MALHADA - BA",3336747.85,3328667.85,-8080.00,-0.24
"PALMEIRA DAS MISSOES - RS",4306279.09,4104316.61,-201962.48,-4.69
"SAO DOMINGOS DO AZEITAO - MA",2038150.60,2022210.60,-15940.00,-0.78
"MATERLANDIA - MG",1234755.37,1216105.37,-18650.00,-1.51
"BANABUIU - CE",3455606.37,3416676.37,-38930.00,-1.13
"HORIZONTINA - RS",2996498.88,2971938.88,-24560.00,-0.82
"NOSSA SENHORA DA GLORIA - SE",5306328.88,5263441.88,-42887.00,-0.81
"IPIRA - SC",1753520.61,1751410.61,-2110.00,-0.12
"HELIOPOLIS - BA",2955289.37,2948089.37,-7200.00,-0.24
"TRES DE MAIO - RS",3414304.78,3359895.44,-54409.34,-1.59
"CARIRI DO TOCANTINS - TO",1791258.20,1787858.20,-3400.00,-0.19
"VIAMAO - RS",18135672.92,17861652.56,-274020.36,-1.51
"PORTO UNIAO - SC",3695920.07,3601717.12,-94202.95,-2.55
"SAO PEDRO DO IVAI - PR",2330133.91,2318923.91,-11210.00,-0.48
"AMERICA DOURADA - BA",3076042.60,3046912.60,-29130.00,-0.95
"SAO PEDRO DOS CRENTES - MA",1654687.31,1652217.31,-2470.00,-0.15
"HIDROLINA - GO",1374609.38,1369689.38,-4920.00,-0.36
