"Mun","entrada/marco/201702.zip","entrada/abril/201702.zip","Diff","Percent"
"OLIVEIRA DE FATIMA - TO",693127.45,673127.45,-20000.00,-2.89
"PALMEIRA DAS MISSOES - RS",2478149.84,2314144.88,-164004.96,-6.62
"TRES DE MAIO - RS",2150894.97,2123096.29,-27798.68,-1.29
"VIAMAO - RS",9669178.25,9568539.93,-100638.32,-1.04
"SOBRAL - CE",34757734.35,33847787.35,-909947.00,-2.62
"NOVO CRUZEIRO - MG",2365074.36,2348837.48,-16236.88,-0.69
"CANGUCU - RS",3626732.63,3372008.23,-254724.40,-7.02
"TRES COROAS - RS",2068711.00,2031271.94,-37439.06,-1.81
"SANTA RITA DO SAPUCAI - MG",3020210.53,2988129.69,-32080.84,-1.06
"TALISMA - TO",786039.65,766039.65,-20000.00,-2.54
"AXIXA DO TOCANTINS - TO",1744176.65,1689176.65,-55000.00,-3.15
"SAO JOSE DO RIO PRETO - SP",23100580.03,22566238.10,-534341.93,-2.31
"BOM SUCESSO - MG",1823433.17,1810946.78,-12486.39,-0.68
"BELEM - PA",143702554.01,105613612.98,-38088941.03,-26.51
"LAJINHA - MG",1776732.41,1770145.05,-6587.36,-0.37
"VARZEA GRANDE - MT",12444025.07,12391617.07,-52408.00,-0.42
"REGISTRO - SP",3786801.33,3727682.43,-59118.90,-1.56
"PEDRA AZUL - MG",2294618.90,2285219.19,-9399.71,-0.41
"BAEPENDI - MG",1815554.76,1786488.23,-29066.53,-1.60
"BODOQUENA - MS",992758.41,962758.41,-30000.00,-3.02
"CUIABA - MT",68259954.65,44320678.95,-23939275.70,-35.07
"SAO JOSE DO OURO - RS",758559.18,737646.24,-20912.94,-2.76
"GURUPI - TO",6366609.13,6256609.13,-110000.00,-1.73
"PORTO LUCENA - RS",717103.99,713871.01,-3232.98,-0.45
"FORTALEZA - CE",295993880.02,247208908.57,-48784971.45,-16.48
"BRASILIA - DF",13821244.72,-26665281.34,-40486526.06,-292.93
"CASSILANDIA - MS",2140539.13,2068539.13,-72000.00,-3.36
"PRIMAVERA DO LESTE - MT",3886694.21,3820694.21,-66000.00,-1.70
"PARAISOPOLIS - MG",1705154.85,1697307.60,-7847.25,-0.46
"UBA - MG",6269349.92,5709889.06,-559460.86,-8.92
"TUPIRATINS - TO",806463.71,773463.71,-33000.00,-4.09
"TUPA - SP",3656545.99,3546093.41,-110452.58,-3.02
"IVOTI - RS",1670487.36,1657214.96,-13272.40,-0.79
"SARANDI - PR",5163074.68,4919214.26,-243860.42,-4.72
