"Mun","entrada/marco/201512.zip","entrada/abril/201512.zip","Diff","Percent"
"CONTENDA - PR",2514099.47,2475259.47,-38840.00,-1.54
"OLIVEIRA DE FATIMA - TO",1215871.17,1212831.17,-3040.00,-0.25
"OCAUCU - SP",903677.10,894837.10,-8840.00,-0.98
"MONTE AZUL - MG",2436125.43,2369225.43,-66900.00,-2.75
"CAMPO BELO DO SUL - SC",1228287.91,1209727.91,-18560.00,-1.51
"ITAPOA - SC",2238977.47,2220057.47,-18920.00,-0.85
"POTIM - SP",2772282.20,2757842.20,-14440.00,-0.52
"LAVINIA - SP",1283966.18,1279446.18,-4520.00,-0.35
"PANAMBI - RS",3854361.53,3774041.53,-80320.00,-2.08
"SAO JOSE DO CALCADO - ES",1523728.07,1503568.07,-20160.00,-1.32
"SAO JOSE DO JACURI - MG",1259546.84,1248046.84,-11500.00,-0.91
"SANTO ANASTACIO - SP",2034734.06,2005074.06,-29660.00,-1.46
"MONTE ALEGRE DO SUL - SP",1045283.14,1036883.14,-8400.00,-0.80
"TAIUVA - SP",1043059.08,1033079.08,-9980.00,-0.96
"IMIGRANTE - RS",1351411.77,1347711.77,-3700.00,-0.27
"PALMEIRA DAS MISSOES - RS",3296581.01,3112130.22,-184450.79,-5.60
"ALTO ARAGUAIA - MT",3002118.12,2967598.12,-34520.00,-1.15
"MATERLANDIA - MG",988041.46,975121.46,-12920.00,-1.31
"HORIZONTINA - RS",2689772.30,2670832.30,-18940.00,-0.70
"IPIRA - SC",1186375.50,1180615.50,-5760.00,-0.49
"TRES DE MAIO - RS",2711130.98,2628616.46,-82514.52,-3.04
"CARIRI DO TOCANTINS - TO",1103913.51,1096833.51,-7080.00,-0.64
"VIAMAO - RS",11748027.90,11460639.90,-287388.00,-2.45
"PORTO UNIAO - SC",3065038.08,2970778.08,-94260.00,-3.08
"SAO PEDRO DO IVAI - PR",1681297.90,1657377.90,-23920.00,-1.42
"HIDROLINA - GO",885419.71,877219.71,-8200.00,-0.93
"PATO BRAGADO - PR",6426233.10,6416033.10,-10200.00,-0.16
"ANALANDIA - SP",940271.45,936131.45,-4140.00,-0.44
"PORTO RICO - PR",1171250.73,1164390.73,-6860.00,-0.59
"VESPASIANO - MG",8835496.28,8611196.28,-224300.00,-2.54
"SENADOR JOSE BENTO - MG",911250.61,908490.61,-2760.00,-0.30
"ITAPEMIRIM - ES",11087130.33,11010610.33,-76520.00,-0.69
"SANTANA DE PARNAIBA - SP",7857421.35,7852141.35,-5280.00,-0.07
"COXILHA - RS",1203891.84,1199471.84,-4420.00,-0.37
"NOVO CRUZEIRO - MG",3066840.28,2906223.40,-160616.88,-5.24
"OUREM - PA",2493799.34,2473839.34,-19960.00,-0.80
"COQUEIRO BAIXO - RS",909320.29,907500.29,-1820.00,-0.20
"PATROCINIO DO MURIAE - MG",967220.65,954520.65,-12700.00,-1.31
"CARMO DO PARANAIBA - MG",3385515.19,3303095.19,-82420.00,-2.43
"SAO MIGUEL ARCANJO - SP",2982285.75,2907625.75,-74660.00,-2.50
"DOIS IRMAOS - RS",2417851.42,2376671.42,-41180.00,-1.70
"GUARINOS - GO",879497.38,871897.38,-7600.00,-0.86
"VILA LANGARO - RS",1299687.38,1294967.38,-4720.00,-0.36
"FORMOSA DO OESTE - PR",1296471.83,1276451.83,-20020.00,-1.54
"SALTO GRANDE - SP",1188560.27,1168780.27,-19780.00,-1.66
"NOVA HARTZ - RS",2069639.52,2034599.52,-35040.00,-1.69
"DOURADINA - MS",1499927.60,1480647.60,-19280.00,-1.29
"CANGUCU - RS",5626831.78,5338834.24,-287997.54,-5.12
"RAPOSOS - MG",1774039.41,1746739.41,-27300.00,-1.54
"ITAIPULANDIA - PR",21562283.42,21537303.42,-24980.00,-0.12
"TRES COROAS - RS",2444915.67,2391583.37,-53332.30,-2.18
"URUPES - SP",1320379.82,1312079.82,-8300.00,-0.63
"BETIM - MG",27844923.22,27378063.22,-466860.00,-1.68
"CUBATAO - SP",12966710.56,12778330.56,-188380.00,-1.45
"JURUA - AM",3349667.81,3317207.81,-32460.00,-0.97
"SAO SEBASTIAO DO ANTA - MG",1217514.10,1206634.10,-10880.00,-0.89
"BOA VENTURA DE SAO ROQUE - PR",1079237.18,1059137.18,-20100.00,-1.86
"PLANALTO - RS",1410882.17,1372762.17,-38120.00,-2.70
"VISTA GAUCHA - RS",1052543.67,1044183.67,-8360.00,-0.79
"MARMELEIRO - PR",2255862.96,2223662.96,-32200.00,-1.43
"PORTO XAVIER - RS",1600698.48,1565458.48,-35240.00,-2.20
"SANTA RITA DO SAPUCAI - MG",3761338.69,3684299.52,-77039.17,-2.05
"QUEVEDOS - RS",848941.01,843081.01,-5860.00,-0.69
"GAROPABA - SC",3459689.41,3416009.41,-43680.00,-1.26
"GUARANI DAS MISSOES - RS",1014468.02,995268.02,-19200.00,-1.89
"JOAO NEIVA - ES",2236117.43,2223297.43,-12820.00,-0.57
"ACORIZAL - MT",952194.04,947834.04,-4360.00,-0.46
"SANANDUVA - RS",2063532.50,2020486.99,-43045.51,-2.09
"PEDREGULHO - SP",1772168.53,1735068.53,-37100.00,-2.09
"PRAIA GRANDE - SP",20081864.43,19637784.43,-444080.00,-2.21
"TERESOPOLIS - RJ",12879363.73,12735683.73,-143680.00,-1.12
"SAO MATEUS - ES",10232213.18,10096073.18,-136140.00,-1.33
"PRAIA GRANDE - SC",1028248.30,1009108.30,-19140.00,-1.86
"GLORIA DE DOURADOS - MS",1344528.16,1314468.16,-30060.00,-2.24
"FORMOSA DO SUL - SC",1046007.38,1039127.38,-6880.00,-0.66
"CANAPOLIS - MG",1735226.47,1708666.47,-26560.00,-1.53
"PLANALTO - SP",1078872.40,1067972.40,-10900.00,-1.01
"ILOPOLIS - RS",1063847.04,1050587.04,-13260.00,-1.25
"BORBA - AM",6876985.46,6782185.46,-94800.00,-1.38
"JAGUAPITA - PR",1453124.57,1425344.57,-27780.00,-1.91
"MAGDA - SP",1016215.16,1009475.16,-6740.00,-0.66
"PINHAIS - PR",8244291.14,7980711.14,-263580.00,-3.20
"SANTA MARIA DA SERRA - SP",975543.99,965483.99,-10060.00,-1.03
"FERRAZ DE VASCONCELOS - SP",9708351.40,9328091.40,-380260.00,-3.92
"CACHOEIRA DE PAJEU - MG",1319734.86,1292654.86,-27080.00,-2.05
"ANTONIO PRADO DE MINAS - MG",907995.41,903575.41,-4420.00,-0.49
"ASTORGA - PR",2749317.52,2697177.52,-52140.00,-1.90
"BARRA DO QUARAI - RS",963075.51,955735.51,-7340.00,-0.76
"BERIZAL - MG",956912.80,939792.80,-17120.00,-1.79
"ILHA SOLTEIRA - SP",3249714.61,3207254.61,-42460.00,-1.31
"CAFELANDIA - PR",2292550.80,2253510.80,-39040.00,-1.70
"IVATE - PR",1072780.31,1049040.31,-23740.00,-2.21
"SAO BENTO ABADE - MG",961445.93,945485.93,-15960.00,-1.66
"BOM SUCESSO - PR",1141313.41,1126153.41,-15160.00,-1.33
"LIZARDA - TO",792567.16,776147.16,-16420.00,-2.07
"ITAMBACURI - MG",3108480.69,3039720.69,-68760.00,-2.21
"POCO FUNDO - MG",1822599.56,1781789.21,-40810.35,-2.24
"CAMPINAPOLIS - MT",1882943.89,1870103.89,-12840.00,-0.68
"LIMEIRA - SP",16862800.10,16302420.10,-560380.00,-3.32
"JECEABA - MG",993449.13,981569.13,-11880.00,-1.20
"PONTE NOVA - MG",10991303.34,10868023.34,-123280.00,-1.12
"GUARANTA DO NORTE - MT",3975454.97,3908734.97,-66720.00,-1.68
"TALISMA - TO",829081.69,825941.69,-3140.00,-0.38
"AXIXA DO TOCANTINS - TO",1634944.42,1612624.42,-22320.00,-1.37
"SAO JOSE DO RIO PRETO - SP",20688389.19,19592567.26,-1095821.93,-5.30
"BRAUNAS - MG",978381.28,961161.28,-17220.00,-1.76
"CANDOI - PR",3130765.22,3079385.22,-51380.00,-1.64
"IGARACU DO TIETE - SP",2285724.01,2245444.01,-40280.00,-1.76
"PEDRA DO ANTA - MG",982121.52,973561.52,-8560.00,-0.87
"ALBERTINA - MG",889755.05,886615.05,-3140.00,-0.35
"ARENOPOLIS - GO",915094.27,908814.27,-6280.00,-0.69
"PIRATUBA - SC",1321521.31,1315561.31,-5960.00,-0.45
"NAZARE PAULISTA - SP",2177969.67,2129909.67,-48060.00,-2.21
"SAO MIGUEL DA BOA VISTA - SC",1022397.18,1017537.18,-4860.00,-0.48
"ITAPIRAPUA - GO",1122740.10,1100900.10,-21840.00,-1.95
"CANITAR - SP",934025.02,928225.02,-5800.00,-0.62
"IAPU - MG",1446785.12,1420665.12,-26120.00,-1.81
"ASSIS - SP",7327394.29,7160634.29,-166760.00,-2.28
"PONTALINDA - SP",1319094.50,1310554.50,-8540.00,-0.65
"SAO LUDGERO - SC",1466478.12,1437998.12,-28480.00,-1.94
"CAFELANDIA - SP",2305303.92,2264803.92,-40500.00,-1.76
"PAI PEDRO - MG",1374369.82,1360449.82,-13920.00,-1.01
"BOM SUCESSO - MG",2126446.67,2087146.67,-39300.00,-1.85
"GOIOERE - PR",4631388.49,4556068.49,-75320.00,-1.63
"GENERAL CARNEIRO - PR",1900035.02,1874795.02,-25240.00,-1.33
"CRICIUMA - SC",18643382.96,18371562.96,-271820.00,-1.46
"BELEM - PA",154317566.45,109081265.12,-45236301.33,-29.31
"LAJINHA - MG",2178116.78,2124289.42,-53827.36,-2.47
"ALTO RIO DOCE - MG",1348087.96,1315187.96,-32900.00,-2.44
"VARZEA GRANDE - MT",14785667.71,14511679.71,-273988.00,-1.85
"ARAMBARE - RS",856251.06,842571.06,-13680.00,-1.60
"QUILOMBO - SC",2389051.67,2357751.67,-31300.00,-1.31
"SANTO HIPOLITO - MG",1029348.18,1018948.18,-10400.00,-1.01
"ROSARIO DA LIMEIRA - MG",1166101.33,1158961.33,-7140.00,-0.61
"BURITI DE GOIAS - GO",1081959.37,1076259.37,-5700.00,-0.53
"DAMOLANDIA - GO",1114964.70,1107824.70,-7140.00,-0.64
"ITAIOPOLIS - SC",2489828.04,2427668.04,-62160.00,-2.50
"REGISTRO - SP",4674851.48,4451392.58,-223458.90,-4.78
"DESCOBERTO - MG",938384.59,928004.59,-10380.00,-1.11
"AMARAL FERRADOR - RS",921997.17,907717.17,-14280.00,-1.55
"AUGUSTO DE LIMA - MG",1527645.84,1519245.84,-8400.00,-0.55
"APARECIDA DO RIO NEGRO - TO",950996.48,940776.48,-10220.00,-1.07
"SAO JOAO DA PARAUNA - GO",843865.49,840045.49,-3820.00,-0.45
"APUI - AM",2033696.04,1995696.04,-38000.00,-1.87
"MARECHAL CANDIDO RONDON - PR",10231211.39,10129811.39,-101400.00,-0.99
"LAGOA NOVA - RN",2180693.19,2166673.19,-14020.00,-0.64
"BELA VISTA DE GOIAS - GO",2760523.70,2696363.70,-64160.00,-2.32
"AMPARO - SP",6067102.33,5923182.33,-143920.00,-2.37
"PEDRA AZUL - MG",2768967.94,2698420.81,-70547.13,-2.55
"BAEPENDI - MG",2195038.25,2127171.72,-67866.53,-3.09
"CORONEL JOAO PESSOA - RN",1138941.36,1132461.36,-6480.00,-0.57
"PONTALINA - GO",2297519.35,2279659.35,-17860.00,-0.78
"BODOQUENA - MS",1955069.50,1933829.50,-21240.00,-1.09
"MOIPORA - GO",1162769.23,1156049.23,-6720.00,-0.58
"CORONEL EZEQUIEL - RN",1224460.19,1213920.19,-10540.00,-0.86
"SIMONESIA - MG",2397878.66,2373258.66,-24620.00,-1.03
"INHAPI - AL",2704862.59,2672542.59,-32320.00,-1.19
"CUIABA - MT",120748961.32,56000751.38,-64748209.94,-53.62
"CRUZEIRO DA FORTALEZA - MG",1180182.16,1175602.16,-4580.00,-0.39
"MARCELANDIA - MT",1650794.94,1646754.94,-4040.00,-0.24
"UMBURATIBA - MG",1045238.05,1037638.05,-7600.00,-0.73
"MESQUITA - RJ",10244674.22,10176234.22,-68440.00,-0.67
"ESMERALDA - RS",1374825.18,1368685.18,-6140.00,-0.45
"SAO JOAO DO TRIUNFO - PR",1783984.41,1751864.41,-32120.00,-1.80
