"Mun";"entrada/marco/201808.zip";"entrada/abril/201808.zip";"Diff";"Percent"
"TERRA NOVA - BA";1389728,92;1383828,92;-5900,00;-0,42
"MONTE AZUL - MG";1963942,36;1956508,36;-7434,00;-0,38
"CAMPO BELO DO SUL - SC";669093,07;667161,07;-1932,00;-0,29
"PANAMBI - RS";2668664,10;2660348,10;-8316,00;-0,31
"SERRA DA RAIZ - PB";882397,26;880759,26;-1638,00;-0,19
"SAO JOSE DO JACURI - MG";708574,87;705142,87;-3432,00;-0,48
"JARDIM DE PIRANHAS - RN";1539995,62;1534191,62;-5804,00;-0,38
"PALMEIRA DAS MISSOES - RS";2243277,38;2146768,90;-96508,48;-4,30
"ALTO ARAGUAIA - MT";1359704,64;1358660,64;-1044,00;-0,08
"HORIZONTINA - RS";1454990,18;1453634,18;-1356,00;-0,09
"TRES DE MAIO - RS";1650015,72;1632798,38;-17217,34;-1,04
"VIAMAO - RS";8677678,01;8604323,85;-73354,16;-0,85
"PORTO UNIAO - SC";1965500,96;1920434,01;-45066,95;-2,29
"HIDROLINA - GO";615237,26;610607,26;-4630,00;-0,75
"ACARAU - CE";6063643,92;6063223,92;-420,00;-0,01
"ITAPEMIRIM - ES";46558111,36;46557043,36;-1068,00;-0,00
"NOVO CRUZEIRO - MG";2147857,41;2132045,82;-15811,59;-0,74
"OUREM - PA";1907589,75;1897179,75;-10410,00;-0,55
"CARMO DO PARANAIBA - MG";2356722,39;2355774,39;-948,00;-0,04
"DOIS IRMAOS - RS";2188100,97;2187122,97;-978,00;-0,04
"NOVA HARTZ - RS";1474094,24;1472204,24;-1890,00;-0,13
"DOURADINA - MS";654758,43;653414,43;-1344,00;-0,21
"CANGUCU - RS";3053212,08;2939873,22;-113338,86;-3,71
"RUY BARBOSA - BA";2898897,32;2878445,32;-20452,00;-0,71
"ITAIPULANDIA - PR";6808831,01;6806721,01;-2110,00;-0,03
"TRES COROAS - RS";1677221,30;1644807,06;-32414,24;-1,93
"BETIM - MG";21289119,34;21089819,34;-199300,00;-0,94
"CUBATAO - SP";14789726,59;14741308,59;-48418,00;-0,33
"PLANALTO - RS";904528,32;898278,32;-6250,00;-0,69
"VISTA GAUCHA - RS";551197,44;548897,44;-2300,00;-0,42
"PORTO XAVIER - RS";1190680,13;1183196,13;-7484,00;-0,63
"SANTA RITA DO SAPUCAI - MG";2314826,43;2277399,59;-37426,84;-1,62
"GAROPABA - SC";1532052,24;1521280,24;-10772,00;-0,70
"GUARANI DAS MISSOES - RS";712072,06;696017,06;-16055,00;-2,25
"ACORIZAL - MT";556685,13;552969,13;-3716,00;-0,67
"SANANDUVA - RS";1060848,58;1060698,58;-150,00;-0,01
"SAO MATEUS - ES";8906659,72;8897517,72;-9142,00;-0,10
"PRAIA GRANDE - SC";614675,29;608187,29;-6488,00;-1,06
"GLORIA DE DOURADOS - MS";734011,41;733123,41;-888,00;-0,12
"CANAPOLIS - MG";973189,23;971731,23;-1458,00;-0,15
"ILOPOLIS - RS";584162,33;583730,33;-432,00;-0,07
"BORBA - AM";3697166,87;3693122,87;-4044,00;-0,11
"PINHAIS - PR";5573569,96;5551364,69;-22205,27;-0,40
"FERRAZ DE VASCONCELOS - SP";6263855,39;6253875,39;-9980,00;-0,16
"ASTORGA - PR";1817735,24;1809085,24;-8650,00;-0,48
"BARRA DO QUARAI - RS";634918,72;633958,72;-960,00;-0,15
"BERIZAL - MG";719167,95;718285,95;-882,00;-0,12
"IVATE - PR";737964,08;727622,08;-10342,00;-1,40
"LIZARDA - TO";588693,88;588267,88;-426,00;-0,07
"ITAMBACURI - MG";2112999,58;2104581,58;-8418,00;-0,40
"POCO FUNDO - MG";1243388,87;1240274,87;-3114,00;-0,25
"LIMEIRA - SP";12625515,64;12598265,64;-27250,00;-0,22
"PONTE NOVA - MG";6135980,13;6128576,13;-7404,00;-0,12
"GUARANTA DO NORTE - MT";2210793,00;2206125,00;-4668,00;-0,21
"SAO JOSE DO RIO PRETO - SP";17426856,60;16892514,67;-534341,93;-3,07
"PASSA E FICA - RN";1504441,28;1503361,28;-1080,00;-0,07
"BOM SUCESSO - PB";760350,20;758180,20;-2170,00;-0,29
"APUAREMA - BA";1067797,95;1065047,95;-2750,00;-0,26
"NAZARE PAULISTA - SP";1224984,80;1223922,80;-1062,00;-0,09
"ITAPIRAPUA - GO";777701,01;771922,01;-5779,00;-0,74
"IAPU - MG";1045679,48;1044791,48;-888,00;-0,08
"ASSIS - SP";5989646,98;5983656,98;-5990,00;-0,10
"SAO LUDGERO - SC";909530,65;907706,65;-1824,00;-0,20
"CAFELANDIA - SP";1510365,38;1503885,38;-6480,00;-0,43
"BOM SUCESSO - MG";1524898,27;1512411,88;-12486,39;-0,82
"CRICIUMA - SC";16760883,10;16753677,10;-7206,00;-0,04
"BELEM - PB";1794302,57;1793318,57;-984,00;-0,05
"BELEM - PA";115446900,00;75299328,64;-40147571,36;-34,78
"LAJINHA - MG";1500855,13;1496613,13;-4242,00;-0,28
"SAO JOSE DO CAMPESTRE - RN";1423468,66;1421620,66;-1848,00;-0,13
"VARZEA GRANDE - MT";11246827,43;11218461,43;-28366,00;-0,25
"ITAIOPOLIS - SC";1443692,12;1439156,12;-4536,00;-0,31
"REGISTRO - SP";3474788,06;3395659,16;-79128,90;-2,28
"APIACAS - MT";815525,35;815075,35;-450,00;-0,06
"DESCOBERTO - MG";680200,49;675240,49;-4960,00;-0,73
"ITAU - RN";896621,85;895643,85;-978,00;-0,11
"CUITE - PB";2094833,11;2093693,11;-1140,00;-0,05
"AMARAL FERRADOR - RS";604896,31;604008,31;-888,00;-0,15
"IBIMIRIM - PE";2728692,05;2726718,05;-1974,00;-0,07
"AMPARO - SP";4650637,02;4643095,02;-7542,00;-0,16
"PEDRA AZUL - MG";2029869,98;2023403,40;-6466,58;-0,32
"PONTALINA - GO";1590870,27;1584516,27;-6354,00;-0,40
"SIMONESIA - MG";1489564,76;1483960,76;-5604,00;-0,38
"CUIABA - MT";83733065,76;47317209,05;-36415856,71;-43,49
"ESMERALDA - RS";576310,33;575446,33;-864,00;-0,15
"ABADIA DE GOIAS - GO";835914,61;832022,61;-3892,00;-0,47
"SAO JOSE DO OURO - RS";624490,24;603577,30;-20912,94;-3,35
"IBIUNA - SP";3278013,01;3274593,01;-3420,00;-0,10
"SAO JOAQUIM DA BARRA - SP";2500028,66;2493116,66;-6912,00;-0,28
"RUBIM - MG";1144046,68;1141826,68;-2220,00;-0,19
"MALACACHETA - MG";1846421,89;1842533,89;-3888,00;-0,21
"GURUPI - TO";5474145,88;5470125,88;-4020,00;-0,07
"POCRANE - MG";703024,27;699886,27;-3138,00;-0,45
"ITAJAI - SC";19100743,06;19074393,06;-26350,00;-0,14
"CORONEL FABRICIANO - MG";9296445,36;9280917,36;-15528,00;-0,17
"ITAMBE DO MATO DENTRO - MG";572687,66;571727,66;-960,00;-0,17
"LINS - SP";4340928,89;4303580,89;-37348,00;-0,86
"NOVO BRASIL - GO";609236,76;608116,76;-1120,00;-0,18
"PORTO LUCENA - RS";627008,32;625391,83;-1616,49;-0,26
"FORTALEZA - CE";290411741,96;185309879,98;-105101861,98;-36,19
"GUAXUPE - MG";3345262,01;3343258,01;-2004,00;-0,06
"SAO PEDRO DO SUACUI - MG";667127,67;666695,67;-432,00;-0,06
"GUARAPARI - ES";6286836,95;6266956,95;-19880,00;-0,32
"MUCUM - RS";649336,55;648874,55;-462,00;-0,07
"BARRAS - PI";5184976,41;5178466,41;-6510,00;-0,13
"BRASILIA - DF";110382336,29;354025914,25;243643577,96;220,73
"CONDOR - RS";691184,71;689840,71;-1344,00;-0,19
"SAO GABRIEL - RS";3179899,10;3170563,10;-9336,00;-0,29
"RIO TINTO - PB";2503314,52;2495108,52;-8206,00;-0,33
"SAO FELIX DO CORIBE - BA";1764365,32;1751943,32;-12422,00;-0,70
"BARRA BONITA - SC";506931,75;503347,75;-3584,00;-0,71
"MARILIA - SP";12405442,19;12393292,19;-12150,00;-0,10
"GONCALVES - MG";607083,60;601813,60;-5270,00;-0,87
"SARANDI - RS";1449029,92;1444337,92;-4692,00;-0,32
"SANTA CRUZ DO SUL - RS";9862464,12;9828801,12;-33663,00;-0,34
"CASSILANDIA - MS";1851374,29;1848626,29;-2748,00;-0,15
"FAZENDA RIO GRANDE - PR";5152351,17;5121271,17;-31080,00;-0,60
"SAO SEBASTIAO DO CAI - RS";1515628,07;1509692,07;-5936,00;-0,39
"PRIMAVERA DO LESTE - MT";3661858,97;3626040,97;-35818,00;-0,98
"GETULIO VARGAS - RS";1049044,68;1048606,68;-438,00;-0,04
"BIRITIBA-MIRIM - SP";1984221,97;1975361,97;-8860,00;-0,45
"IPORA - PR";1324265,47;1323435,47;-830,00;-0,06
"PADRE CARVALHO - MG";823701,37;822849,37;-852,00;-0,10
"UBA - MG";4982863,61;4555745,22;-427118,39;-8,57
"CASA BRANCA - SP";1834196,71;1824716,71;-9480,00;-0,52
"SANTO ANTONIO DO AMPARO - MG";1904868,71;1903794,71;-1074,00;-0,06
"CARUTAPERA - MA";2860593,44;2849673,44;-10920,00;-0,38
"CENTENARIO DO SUL - PR";976103,81;961951,81;-14152,00;-1,45
"TIMOTEO - MG";3859914,65;3830472,65;-29442,00;-0,76
"TRES CACHOEIRAS - RS";859315,68;856507,68;-2808,00;-0,33
"SANTO ANTONIO - RN";2408341,04;2403901,04;-4440,00;-0,18
"SAO JOAO DEL REI - MG";6051288,02;6031988,02;-19300,00;-0,32
"MARACAI - SP";1136680,69;1132330,69;-4350,00;-0,38
"MIRASSOL D'OESTE - MT";1564586,75;1544610,75;-19976,00;-1,28
"ANGICAL - BA";1661153,36;1651361,36;-9792,00;-0,59
"RIO DO PRADO - MG";680209,95;678199,95;-2010,00;-0,30
"PIRAQUARA - PR";4837649,01;4823519,01;-14130,00;-0,29
"SERRA CAIADA (EX-PRESIDENTE JUSCELINO) - RN";1326943,92;1326475,92;-468,00;-0,04
"AURELINO LEAL - BA";1599426,03;1593976,03;-5450,00;-0,34
"TUPA - SP";3356445,90;3296930,19;-59515,71;-1,77
"MACAIBA - RN";5635323,96;5631533,96;-3790,00;-0,07
"NOVA ERA - MG";1355630,43;1354472,43;-1158,00;-0,09
"MARTINS SOARES - MG";733560,22;724910,22;-8650,00;-1,18
"COTRIGUACU - MT";2398471,82;2396125,82;-2346,00;-0,10
"AURORA - SC";614378,87;604334,87;-10044,00;-1,63
"IVOTI - RS";1373331,63;1366695,43;-6636,20;-0,48
"TAPEJARA - RS";1429612,07;1426816,07;-2796,00;-0,20
"NOVO ORIENTE DE MINAS - MG";1065834,90;1065384,90;-450,00;-0,04
"SARANDI - PR";4408247,72;4187797,17;-220450,55;-5,00
"SANTA RITA DO PARDO - MS";728321,18;727799,18;-522,00;-0,07
"PIRES DO RIO - GO";1963209,30;1962171,30;-1038,00;-0,05
"TRIUNFO POTIGUAR - RN";759950,91;759632,91;-318,00;-0,04
"INHAPIM - MG";1886445,19;1884585,19;-1860,00;-0,10
"SENHORA DOS REMEDIOS - MG";992700,87;990810,87;-1890,00;-0,19
"SAO GABRIEL DA CACHOEIRA - AM";3571619,43;3545439,43;-26180,00;-0,73
"ITAPORANGA D'AJUDA - SE";5041071,38;5040123,38;-948,00;-0,02
"GUAPIARA - SP";1470820,00;1468410,00;-2410,00;-0,16
"BRAGANCA PAULISTA - SP";8691146,51;8419556,51;-271590,00;-3,12
"SAO MIGUEL DO IGUACU - PR";4881600,04;4869556,04;-12044,00;-0,25
"CERES - GO";3494589,67;3489005,67;-5584,00;-0,16
"PRADO - BA";3359441,32;3351901,32;-7540,00;-0,22
"CARAPICUIBA - SP";7575120,32;7395660,32;-179460,00;-2,37
"FLORES DA CUNHA - RS";2069518,62;2068570,62;-948,00;-0,05
"GUARUJA - SP";12978439,62;12917917,62;-60522,00;-0,47
"JAPOATA - SE";1472495,93;1471553,93;-942,00;-0,06
"SAO JOSE DE MIPIBU - RN";4375863,05;4365923,05;-9940,00;-0,23
"BAMBUI - MG";1716234,18;1685498,13;-30736,05;-1,79
"PASSO FUNDO - RS";8469020,95;7057398,21;-1411622,74;-16,67
"AMERICANA - SP";8693837,16;8671075,16;-22762,00;-0,26
"TRES BARRAS - SC";1655523,23;1653165,23;-2358,00;-0,14
"SAO JOAO DA SERRA - PI";819772,20;816152,20;-3620,00;-0,44
"ITUMBIARA - GO";6059150,58;6036520,58;-22630,00;-0,37
"GARCA - SP";3073410,84;3026882,01;-46528,83;-1,51
"FARROUPILHA - RS";4003586,10;3998480,10;-5106,00;-0,13
"ITUPIRANGA - PA";5003729,32;4995069,32;-8660,00;-0,17
"SAO PEDRO DO SUL - RS";1080175,57;1075351,57;-4824,00;-0,45
"PAU DOS FERROS - RN";2904296,02;2898374,02;-5922,00;-0,20
"JOAO PESSOA - PB";83478324,21;63605956,39;-19872367,82;-23,81
"GUARACIAMA - MG";699380,27;691720,27;-7660,00;-1,10
"FRAIBURGO - SC";2154368,63;2144362,63;-10006,00;-0,46
"VACARIA - RS";4106426,56;4076339,56;-30087,00;-0,73
"ARACI - BA";5119379,30;5107909,30;-11470,00;-0,22
"OLHO-D'AGUA DO BORGES - RN";704784,11;703896,11;-888,00;-0,13
"BOM JARDIM - RJ";2571499,02;2565159,02;-6340,00;-0,25
"SANTO CRISTO - RS";1103567,14;1077907,56;-25659,58;-2,33
"FERNANDOPOLIS - SP";3947669,67;3527904,56;-419765,11;-10,63
"TRIUNFO - RS";1835621,49;1835189,49;-432,00;-0,02
"VARZEA DA PALMA - MG";2662049,63;2659529,63;-2520,00;-0,09
"ARRAIAS - TO";1167669,35;1164059,35;-3610,00;-0,31
"IPORA - GO";2380500,84;2376552,84;-3948,00;-0,17
"OLINDA NOVA DO MARANHAO - MA";2130097,83;2122137,83;-7960,00;-0,37
"SANTA TEREZINHA DE GOIAS - GO";799088,74;793848,74;-5240,00;-0,66
"CAMBUI - MG";1825395,94;1802389,55;-23006,39;-1,26
"FORMIGA - MG";3610188,73;3607734,73;-2454,00;-0,07
"RONDINHA - RS";627900,56;626970,56;-930,00;-0,15
"CAMPO GRANDE (EX-AUGUSTO SEVERO) - RN";880519,81;880057,81;-462,00;-0,05
"AGUAS LINDAS DE GOIAS - GO";8572605,21;8533693,21;-38912,00;-0,45
"OTACILIO COSTA - SC";1377068,02;1375718,02;-1350,00;-0,10
"AIURUOCA - MG";673973,25;657653,98;-16319,27;-2,42
"ARINOS - MG";1718178,53;1716492,53;-1686,00;-0,10
"MACHADO - MG";2323698,39;2318556,39;-5142,00;-0,22
"NOVA PALMA - RS";670350,39;669396,39;-954,00;-0,14
"CRUZ ALTA - RS";4121359,89;3538569,42;-582790,47;-14,14
"ENTRE RIOS DE MINAS - MG";1164036,24;1161216,24;-2820,00;-0,24
"AREIA BRANCA - RN";3792146,38;3786567,38;-5579,00;-0,15
"BARRA DE SANTA ROSA - PB";1546734,51;1545714,51;-1020,00;-0,07
"PALMITOS - SC";1129045,73;1126693,73;-2352,00;-0,21
"ROLANTE - RS";2115404,36;2114114,36;-1290,00;-0,06
"SANTA MARIA DO SALTO - MG";720663,24;719763,24;-900,00;-0,12
"CARIACICA - ES";12540146,24;12277210,36;-262935,88;-2,10
"OURINHOS - SP";7555677,84;7551143,84;-4534,00;-0,06
"QUIRINOPOLIS - GO";2987061,12;2981713,12;-5348,00;-0,18
"NOVA VENECIA - ES";3857446,56;3852457,56;-4989,00;-0,13
"OLIMPIA - SP";3876971,19;3874871,19;-2100,00;-0,05
"SANTIAGO - RS";2707515,51;2699691,51;-7824,00;-0,29
"SANTO AMARO DAS BROTAS - SE";1293961,94;1289171,94;-4790,00;-0,37
"ALECRIM - RS";640823,79;638831,79;-1992,00;-0,31
"SAO GONCALO DO AMARANTE - RN";6978508,26;6969708,26;-8800,00;-0,13
"MACAU - RN";4319764,87;4312450,87;-7314,00;-0,17
"PORTO FIRME - MG";928372,89;924940,89;-3432,00;-0,37
"SAPUCAIA - PA";979834,11;977204,11;-2630,00;-0,27
"ALVARAES - AM";1634097,30;1632435,30;-1662,00;-0,10
"SAO LUIS - MA";135296408,64;88395694,43;-46900714,21;-34,67
"CARAZINHO - RS";3943305,60;3938319,60;-4986,00;-0,13
"FERROS - MG";929495,62;927101,62;-2394,00;-0,26
"ESPIGAO D'OESTE - RO";1850780,72;1846652,72;-4128,00;-0,22
"MARTINHO CAMPOS - MG";994472,98;991094,98;-3378,00;-0,34
"JOAIMA - MG";1429603,32;1428679,32;-924,00;-0,06
"BREJO GRANDE - SE";1968343,29;1966597,29;-1746,00;-0,09
"CAMPO MAGRO - PR";1845433,99;1837513,99;-7920,00;-0,43
"IBIRAPITANGA - BA";2701833,98;2696453,98;-5380,00;-0,20
"AGUAS DE LINDOIA - SP";1334705,02;1333721,02;-984,00;-0,07
"ESMERALDAS - MG";3576645,28;3549935,28;-26710,00;-0,75
"IGUATEMI - MS";1272107,95;1269467,95;-2640,00;-0,21
"SANTA BARBARA DO SUL - RS";742357,23;741931,23;-426,00;-0,06
"PIRAI DO SUL - PR";1614587,98;1612787,98;-1800,00;-0,11
"PEDRO AFONSO - TO";1151888,91;1151444,91;-444,00;-0,04
"EIRUNEPE - AM";2771497,95;2761909,95;-9588,00;-0,35
"BOM DESPACHO - MG";3402460,27;3396190,27;-6270,00;-0,18
"MOGI GUACU - SP";8017835,44;8014507,44;-3328,00;-0,04
"ALVARES FLORENCE - SP";609734,78;607054,78;-2680,00;-0,44
"ROSARIO OESTE - MT";1237785,81;1236513,81;-1272,00;-0,10
"CERRO NEGRO - SC";717760,16;717286,16;-474,00;-0,07
"AGUA BOA - MG";1479476,13;1476284,13;-3192,00;-0,22
"NILOPOLIS - RJ";8938235,34;8931245,34;-6990,00;-0,08
"IRAI - RS";628966,32;620480,60;-8485,72;-1,35
"DONA FRANCISCA - RS";579857,86;571521,86;-8336,00;-1,44
"CAMPO NOVO - RS";725656,90;724708,90;-948,00;-0,13
"CACHOEIRO DE ITAPEMIRIM - ES";9572569,82;8522849,12;-1049720,70;-10,97
"IELMO MARINHO - RN";2544859,02;2544019,02;-840,00;-0,03
"ESPIRITO SANTO DO PINHAL - SP";2549817,77;2546229,77;-3588,00;-0,14
"GUATAMBU - SC";592874,38;587090,38;-5784,00;-0,98
"BOCAIUVA - MG";3054611,21;3038795,21;-15816,00;-0,52
"PANORAMA - SP";1160480,09;1145380,09;-15100,00;-1,30
"CAMARGO - RS";561034,98;560512,98;-522,00;-0,09
"PALMITINHO - RS";690236,41;688256,41;-1980,00;-0,29
"PALMARES DO SUL - RS";836403,29;835299,29;-1104,00;-0,13
"NAO-ME-TOQUE - RS";1541617,03;1539838,58;-1778,45;-0,12
"CLEVELANDIA - PR";1470658,94;1467276,94;-3382,00;-0,23
"CAIEIRAS - SP";3657111,89;3655557,89;-1554,00;-0,04
"ALEGRETE - RS";4279662,56;4038995,00;-240667,56;-5,62
"SAO FRANCISCO - MG";3095818,11;3089548,11;-6270,00;-0,20
"DEZESSEIS DE NOVEMBRO - RS";554184,53;553752,53;-432,00;-0,08
"FLORES - PE";2212393,35;2209153,35;-3240,00;-0,15
"SOROCABA - SP";20358901,29;19963029,50;-395871,79;-1,94
"ITAPURANGA - GO";1902201,26;1899693,26;-2508,00;-0,13
"BRASOPOLIS - MG";1179563,23;1179125,23;-438,00;-0,04
"JOAQUIM FELICIO - MG";683000,25;680460,25;-2540,00;-0,37
"PANTANO GRANDE - RS";769284,13;756556,13;-12728,00;-1,65
"PONTAL DO ARAGUAIA - MT";631453,99;631027,99;-426,00;-0,07
"ORLEANS - SC";1553152,89;1551688,89;-1464,00;-0,09
"NOVO GAMA - GO";4055795,81;4051229,81;-4566,00;-0,11
