"Mun","entrada/marco/201602.zip","entrada/abril/201602.zip","Diff","Percent"
"MONTE AZUL - MG",1748493.32,1728993.32,-19500.00,-1.12
"ITAPOA - SC",1847658.36,1822108.36,-25550.00,-1.38
"SAO JOSE DO CALCADO - ES",1180530.94,1167361.29,-13169.65,-1.12
"PALMEIRA DAS MISSOES - RS",2387214.20,2268255.24,-118958.96,-4.98
"NOSSA SENHORA DA GLORIA - SE",3485286.34,3470514.79,-14771.55,-0.42
"TRES DE MAIO - RS",1837451.45,1796797.59,-40653.86,-2.21
"VIAMAO - RS",8829339.56,8716307.84,-113031.72,-1.28
"PORTO UNIAO - SC",2248209.93,2229859.93,-18350.00,-0.82
"SAO PEDRO DO IVAI - PR",1138680.01,1122730.01,-15950.00,-1.40
"SOBRAL - CE",26158775.21,26041337.89,-117437.32,-0.45
"ITAPEMIRIM - ES",18807284.10,18802573.40,-4710.70,-0.03
"ANDORINHA - BA",2418933.81,2384433.81,-34500.00,-1.43
"NOVO CRUZEIRO - MG",2198354.38,2182117.50,-16236.88,-0.74
"CARMO DO PARANAIBA - MG",2602238.12,2600551.82,-1686.30,-0.06
"SAO MIGUEL ARCANJO - SP",2223732.10,2169332.10,-54400.00,-2.45
"DOIS IRMAOS - RS",1919675.26,1893375.26,-26300.00,-1.37
"CANGUCU - RS",3207833.95,3003620.26,-204213.69,-6.37
"TRES COROAS - RS",1910946.30,1874369.18,-36577.12,-1.91
"BETIM - MG",21676100.41,21480333.47,-195766.94,-0.90
"CUBATAO - SP",10096504.17,10065904.17,-30600.00,-0.30
"JURUA - AM",1295866.67,1290156.61,-5710.06,-0.44
"SANTA RITA DO SAPUCAI - MG",3456894.24,3429415.07,-27479.17,-0.79
"GUARANI DAS MISSOES - RS",737210.06,716860.06,-20350.00,-2.76
"SANANDUVA - RS",1332379.68,1325354.17,-7025.51,-0.53
"MAJOR ISIDORO - AL",2646525.82,2633558.45,-12967.37,-0.49
"PRAIA GRANDE - SP",13350523.29,13277130.33,-73392.96,-0.55
"PRAIA GRANDE - SC",783560.15,776795.51,-6764.64,-0.86
"PINHAIS - PR",5526315.56,5515851.93,-10463.63,-0.19
"FERRAZ DE VASCONCELOS - SP",7296883.63,7125783.63,-171100.00,-2.34
"BARRA DO QUARAI - RS",728724.33,706862.42,-21861.91,-3.00
"POCO FUNDO - MG",1372531.43,1336221.08,-36310.35,-2.65
"JECEABA - MG",764886.77,744736.77,-20150.00,-2.63
"ALAGOINHA DO PIAUI - PI",954735.63,943855.60,-10880.03,-1.14
"PONTE NOVA - MG",6013541.67,5995898.98,-17642.69,-0.29
"GUARANTA DO NORTE - MT",2503249.26,2497643.51,-5605.75,-0.22
"AXIXA DO TOCANTINS - TO",1548584.11,1538150.86,-10433.25,-0.67
"SAO JOSE DO RIO PRETO - SP",19992992.37,19405132.15,-587860.22,-2.94
"CANDOI - PR",1834031.28,1798731.28,-35300.00,-1.92
"IGARACU DO TIETE - SP",1692194.47,1653144.47,-39050.00,-2.31
