"Mun","entrada/marco/201804.zip","entrada/abril/201804.zip","Diff","Percent"
"TARTARUGALZINHO - AP",1726374.92,1724286.92,-2088.00,-0.12
"CONTENDA - PR",1508246.97,1505036.97,-3210.00,-0.21
"PANAMBI - RS",2815403.17,2802929.17,-12474.00,-0.44
"SAO JOSE DO CALCADO - ES",1184589.17,1176869.17,-7720.00,-0.65
"SERRA DA RAIZ - PB",904283.63,901826.63,-2457.00,-0.27
"UMBUZEIRO - PB",1378096.17,1371626.17,-6470.00,-0.47
"IBIAPINA - CE",2325837.48,2316757.48,-9080.00,-0.39
"PALMEIRA DAS MISSOES - RS",2174796.59,2086233.11,-88563.48,-4.07
"ALTO ARAGUAIA - MT",1380814.83,1379248.83,-1566.00,-0.11
"BANABUIU - CE",2067115.17,2058425.17,-8690.00,-0.42
"HORIZONTINA - RS",1501628.69,1500224.69,-1404.00,-0.09
"BACABEIRA - MA",1697700.91,1692940.91,-4760.00,-0.28
"NOSSA SENHORA DA GLORIA - SE",3305938.37,3297883.37,-8055.00,-0.24
"TRES DE MAIO - RS",1973080.51,1956391.17,-16689.34,-0.85
"VIAMAO - RS",8941587.59,9095973.66,154386.07,1.73
"PORTO UNIAO - SC",2112989.85,2069848.90,-43140.95,-2.04
"SAO PEDRO DO IVAI - PR",994321.68,988501.68,-5820.00,-0.59
"SOBRAL - CE",25086696.07,25010196.07,-76500.00,-0.30
"MORRO DO CHAPEU DO PIAUI - PI",901298.72,891808.72,-9490.00,-1.05
"ACARAU - CE",5196748.18,5183498.18,-13250.00,-0.25
"VESPASIANO - MG",6298221.06,6294801.06,-3420.00,-0.05
"ITAPEMIRIM - ES",10840977.29,10834277.29,-6700.00,-0.06
"TURURU - CE",1967858.06,1960508.06,-7350.00,-0.37
"LAGOA DE DENTRO - PB",1086879.98,1083079.98,-3800.00,-0.35
"NOVO CRUZEIRO - MG",2147595.27,2134939.68,-12655.59,-0.59
"CARMO DO PARANAIBA - MG",2412213.74,2410791.74,-1422.00,-0.06
"DOIS IRMAOS - RS",1960550.44,1959083.44,-1467.00,-0.07
"GUARINOS - GO",643247.67,640267.67,-2980.00,-0.46
"FORMOSA DO OESTE - PR",734779.76,727749.76,-7030.00,-0.96
"NOVA HARTZ - RS",1473143.02,1470308.02,-2835.00,-0.19
"CANGUCU - RS",3064578.76,2992230.90,-72347.86,-2.36
"ITAIPULANDIA - PR",5957059.83,5946979.83,-10080.00,-0.17
"TRES COROAS - RS",1744283.55,1711869.31,-32414.24,-1.86
"BETIM - MG",20548023.22,20527062.22,-20961.00,-0.10
"CUBATAO - SP",12549101.50,12543827.50,-5274.00,-0.04
"BOA VENTURA DE SAO ROQUE - PR",941650.69,936950.69,-4700.00,-0.50
"PLANALTO - RS",923760.66,923067.66,-693.00,-0.08
"MARMELEIRO - PR",1498845.56,1493835.56,-5010.00,-0.33
"PORTO XAVIER - RS",951682.16,947434.16,-4248.00,-0.45
"SANTA RITA DO SAPUCAI - MG",2343634.07,2309780.23,-33853.84,-1.44
"GAROPABA - SC",1667786.72,1667543.72,-243.00,-0.01
"UPANEMA - RN",2336914.18,2335285.18,-1629.00,-0.07
"COLINAS - MA",3604877.24,3596397.24,-8480.00,-0.24
"MAJOR ISIDORO - AL",2321535.70,2317535.70,-4000.00,-0.17
"SAO MATEUS - ES",8996083.10,8976302.10,-19781.00,-0.22
"GLORIA DE DOURADOS - MS",806917.16,804027.16,-2890.00,-0.36
"CANAPOLIS - MG",1043366.24,1041179.24,-2187.00,-0.21
"AURORA - CE",2567912.93,2562962.93,-4950.00,-0.19
"ARACAGI - PB",1946864.28,1945325.28,-1539.00,-0.08
"MERUOCA - CE",1631915.13,1622765.13,-9150.00,-0.56
"BORBA - AM",3278221.66,3274731.66,-3490.00,-0.11
"JAGUAPITA - PR",1144223.26,1136923.26,-7300.00,-0.64
"TRIUNFO - PB",972485.92,968535.92,-3950.00,-0.41
"TRIUNFO - PE",1866162.20,1862062.20,-4100.00,-0.22
"PINHAIS - PR",5819409.24,5800131.97,-19277.27,-0.33
"BARRA DO QUARAI - RS",636000.92,634560.92,-1440.00,-0.23
"ASSUNCAO - PB",1043921.87,1042111.87,-1810.00,-0.17
"CAFELANDIA - PR",1599635.77,1584365.77,-15270.00,-0.95
"IVATE - PR",758216.42,756326.42,-1890.00,-0.25
"LIZARDA - TO",595874.89,595235.89,-639.00,-0.11
"ITAMBACURI - MG",2151103.23,2148043.23,-3060.00,-0.14
"POCO FUNDO - MG",1321940.41,1319033.41,-2907.00,-0.22
"CALDAZINHA - GO",694966.94,690276.94,-4690.00,-0.67
"LIMEIRA - SP",12786354.46,12782520.46,-3834.00,-0.03
"PONTE NOVA - MG",6110862.08,6104274.08,-6588.00,-0.11
"GUARANTA DO NORTE - MT",2277560.92,2268073.92,-9487.00,-0.42
"BELEM DO BREJO DO CRUZ - PB",1052511.90,1049131.90,-3380.00,-0.32
"SAO JOSE DO RIO PRETO - SP",20770023.56,19166997.77,-1603025.79,-7.72
"BOM SUCESSO - PB",793208.05,791038.05,-2170.00,-0.27
"NAZARE PAULISTA - SP",1314826.24,1314025.24,-801.00,-0.06
"ITAPIRAPUA - GO",795163.89,787023.89,-8140.00,-1.02
"SAO LUDGERO - SC",1517743.10,1515007.10,-2736.00,-0.18
"CAFELANDIA - SP",1602114.25,1599324.25,-2790.00,-0.17
"BOM SUCESSO - MG",1531794.47,1519308.08,-12486.39,-0.82
"GOIOERE - PR",2247251.32,2233461.32,-13790.00,-0.61
"GENERAL CARNEIRO - PR",1314084.87,1303804.87,-10280.00,-0.78
"BELEM - PB",1789997.04,1783441.04,-6556.00,-0.37
"CORRENTE - PI",2482195.62,2476905.62,-5290.00,-0.21
"BELEM - PA",103520179.33,65552518.07,-37967661.26,-36.68
"LAJINHA - MG",1540366.99,1537414.99,-2952.00,-0.19
"VARZEA GRANDE - MT",11019316.62,10991012.62,-28304.00,-0.26
"BURITI DE GOIAS - GO",613684.19,611024.19,-2660.00,-0.43
"ITAIOPOLIS - SC",1504982.85,1503632.85,-1350.00,-0.09
"REGISTRO - SP",4044857.90,3867501.20,-177356.70,-4.38
"MORADA NOVA - CE",4615115.92,4599245.92,-15870.00,-0.34
"CUITE - PB",2216678.13,2211618.13,-5060.00,-0.23
"AMARAL FERRADOR - RS",637275.20,635943.20,-1332.00,-0.21
"BETANIA - PE",1768675.53,1763995.53,-4680.00,-0.26
"IBIMIRIM - PE",2454376.98,2449396.98,-4980.00,-0.20
"MARECHAL CANDIDO RONDON - PR",4472165.10,4438495.10,-33670.00,-0.75
"PAUDALHO - PE",4156697.46,4148507.46,-8190.00,-0.20
"BELA VISTA DE GOIAS - GO",1943344.18,1928424.18,-14920.00,-0.77
"AMPARO - SP",5110144.76,5105320.76,-4824.00,-0.09
"PEDRA AZUL - MG",2084310.24,2072039.53,-12270.71,-0.59
"BAEPENDI - MG",1795309.22,1766242.69,-29066.53,-1.62
"PONTALINA - GO",1548919.39,1540429.39,-8490.00,-0.55
"BODOQUENA - MS",823770.53,815580.53,-8190.00,-0.99
"MOIPORA - GO",572927.15,570057.15,-2870.00,-0.50
"SIMONESIA - MG",1618237.11,1612522.11,-5715.00,-0.35
"CUIABA - MT",63777951.68,40762738.13,-23015213.55,-36.09
"MARCELANDIA - MT",973409.31,969979.31,-3430.00,-0.35
"ESMERALDA - RS",640328.19,639032.19,-1296.00,-0.20
"SAO JOAO DO TRIUNFO - PR",1263996.79,1254906.79,-9090.00,-0.72
"SOBRADO - PB",1047734.80,1044144.80,-3590.00,-0.34
"SAO JOSE DO OURO - RS",648339.51,627426.57,-20912.94,-3.23
"GENERAL CARNEIRO - MT",625686.29,621926.29,-3760.00,-0.60
"MALACACHETA - MG",1606334.52,1603238.52,-3096.00,-0.19
"GURUPI - TO",5425750.20,5420395.20,-5355.00,-0.10
"POCRANE - MG",728974.38,728344.38,-630.00,-0.09
"CORONEL FABRICIANO - MG",6027888.34,6013794.34,-14094.00,-0.23
"DIORAMA - GO",818552.93,815862.93,-2690.00,-0.33
"ITAMBE DO MATO DENTRO - MG",914193.14,912753.14,-1440.00,-0.16
"LINS - SP",4423440.59,4413126.59,-10314.00,-0.23
"NOVO BRASIL - GO",647030.18,643990.18,-3040.00,-0.47
"ITACARAMBI - MG",1802442.52,1798779.52,-3663.00,-0.20
"PORTO LUCENA - RS",728759.19,727142.70,-1616.49,-0.22
"FORTALEZA - CE",260726298.50,162589238.84,-98137059.66,-37.64
"MOCAJUBA - PA",2235257.58,2216977.58,-18280.00,-0.82
"GUAXUPE - MG",3359985.27,3358428.27,-1557.00,-0.05
"IRAUCUBA - CE",2697832.17,2683602.17,-14230.00,-0.53
"GUARAPARI - ES",6275100.78,6227198.78,-47902.00,-0.76
"MUCUM - RS",680104.97,679411.97,-693.00,-0.10
"BARRAS - PI",4280524.76,4277444.76,-3080.00,-0.07
"BRASILIA - DF",107106430.87,40627411.10,-66479019.77,-62.07
"CONDOR - RS",717341.29,715325.29,-2016.00,-0.28
"SAPOPEMA - PR",764093.53,762113.53,-1980.00,-0.26
"RIO TINTO - PB",2525019.86,2517165.86,-7854.00,-0.31
"SAPE - PB",4416645.63,4399375.63,-17270.00,-0.39
"MARILIA - SP",12754479.22,12745128.22,-9351.00,-0.07
"SANTA CRUZ DO SUL - RS",9878131.51,9873676.51,-4455.00,-0.05
"CASSILANDIA - MS",2346759.29,2344203.29,-2556.00,-0.11
"URUBURETAMA - CE",2128479.26,2114519.26,-13960.00,-0.66
"PETROLINA DE GOIAS - GO",983277.60,977697.60,-5580.00,-0.57
"SAO SEBASTIAO DO CAI - RS",1655599.85,1653322.85,-2277.00,-0.14
"ANTONIO OLINTO - PR",754904.20,751014.20,-3890.00,-0.52
"PRIMAVERA DO LESTE - MT",3856474.17,3839744.17,-16730.00,-0.43
"DOM ELISEU - PA",3690287.03,3686107.03,-4180.00,-0.11
"OURIZONA - PR",675226.39,671456.39,-3770.00,-0.56
"FIGUEIRA - PR",1186587.31,1183917.31,-2670.00,-0.23
"PADRE CARVALHO - MG",687140.03,685862.03,-1278.00,-0.19
"SAO JORGE D'OESTE - PR",1089403.87,1085143.87,-4260.00,-0.39
"BODOCO - PE",3504809.34,3500539.34,-4270.00,-0.12
"UBA - MG",5441079.39,4796538.42,-644540.97,-11.85
"POSSE - GO",2446316.07,2407076.07,-39240.00,-1.60
"SANTO ANTONIO DO AMPARO - MG",1921496.51,1919885.51,-1611.00,-0.08
"TIMOTEO - MG",3886210.57,3865798.57,-20412.00,-0.53
"SANTO ANTONIO - RN",2431869.61,2431167.61,-702.00,-0.03
"SAO JOAO DEL REI - MG",6564096.12,6549228.12,-14868.00,-0.23
"MIRASSOL D'OESTE - MT",1645288.51,1638200.51,-7088.00,-0.43
"FRUTA DE LEITE - MG",717795.60,715473.60,-2322.00,-0.32
"CAMPESTRE DE GOIAS - GO",667395.78,662565.78,-4830.00,-0.72
"RIO DO PRADO - MG",702007.88,698992.88,-3015.00,-0.43
"PIRAQUARA - PR",5310326.48,5305906.48,-4420.00,-0.08
"CASTELANDIA - GO",656293.76,652643.76,-3650.00,-0.56
"VICOSA DO CEARA - CE",4584728.98,4578208.98,-6520.00,-0.14
"TUPA - SP",3563199.74,3339850.53,-223349.21,-6.27
"MACAIBA - RN",6096539.20,6095081.20,-1458.00,-0.02
"COTRIGUACU - MT",1384892.82,1377343.82,-7549.00,-0.55
"IVOTI - RS",1426464.42,1419828.22,-6636.20,-0.47
"JESUPOLIS - GO",636987.51,633157.51,-3830.00,-0.60
"SARANDI - PR",4777774.90,4557324.35,-220450.55,-4.61
"FAINA - GO",760354.82,753174.82,-7180.00,-0.94
"PIRES DO RIO - GO",2173240.49,2146623.49,-26617.00,-1.22
"TRIUNFO POTIGUAR - RN",805999.80,805522.80,-477.00,-0.06
"INHAPIM - MG",1974776.12,1970330.12,-4446.00,-0.23
"GUIRATINGA - MT",1119938.28,1115014.28,-4924.00,-0.44
"SENHORA DOS REMEDIOS - MG",1209197.57,1208738.57,-459.00,-0.04
"SAO GABRIEL DA CACHOEIRA - AM",2813028.58,2768198.58,-44830.00,-1.59
"IGUATU - CE",7819720.58,7799690.58,-20030.00,-0.26
"ITAPORANGA D'AJUDA - SE",4147404.92,4145982.92,-1422.00,-0.03
"BRAGANCA PAULISTA - SP",12703183.59,11938183.59,-765000.00,-6.02
"SAO MIGUEL DO IGUACU - PR",4600898.15,4580597.15,-20301.00,-0.44
"CERES - GO",3447514.24,3440932.24,-6582.00,-0.19
"CARAPICUIBA - SP",7399236.49,7386879.49,-12357.00,-0.17
"PATOS DO PIAUI - PI",765629.47,763699.47,-1930.00,-0.25
"IGACI - AL",2658010.93,2644680.93,-13330.00,-0.50
"GUARUJA - SP",13082261.49,13069004.49,-13257.00,-0.10
"JAPOATA - SE",1534810.94,1533397.94,-1413.00,-0.09
"TIJUCAS DO SUL - PR",1455293.55,1446413.55,-8880.00,-0.61
"SAO JOSE DE MIPIBU - RN",4479002.25,4463693.25,-15309.00,-0.34
"SANTAREM - PA",17756890.50,17752680.50,-4210.00,-0.02
"BAMBUI - MG",1746201.95,1724252.90,-21949.05,-1.26
"JATI - CE",995469.65,991459.65,-4010.00,-0.40
"PASSO FUNDO - RS",7989634.11,7335701.28,-653932.83,-8.18
"AMERICANA - SP",7761949.64,7759717.64,-2232.00,-0.03
"BARAO DE GRAJAU - MA",2564304.08,2560774.08,-3530.00,-0.14
"ANHANGUERA - GO",559036.78,557546.78,-1490.00,-0.27
"PRESIDENTE FIGUEIREDO - AM",3049792.97,3047222.97,-2570.00,-0.08
"ITUMBIARA - GO",6930658.61,6914328.61,-16330.00,-0.24
"GARCA - SP",3296014.55,3171518.06,-124496.49,-3.78
"FARROUPILHA - RS",4245285.65,4242702.65,-2583.00,-0.06
"GRANJA - CE",7111587.48,7089967.48,-21620.00,-0.30
"PAU DOS FERROS - RN",3035755.92,3033316.92,-2439.00,-0.08
"JOAO PESSOA - PB",93166226.22,63062150.89,-30104075.33,-32.31
"CRISTALINA - GO",4094794.48,4085654.48,-9140.00,-0.22
"VACARIA - RS",4694033.27,4682891.27,-11142.00,-0.24
"OLHO-D'AGUA DO BORGES - RN",740325.17,738993.17,-1332.00,-0.18
