"Mun","./backup/201504.zip","novo/201504.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",1816905.38,1800987.77,-15917.61,-0.88
"TRES DE MAIO - RS",1470611.67,1443857.15,-26754.52,-1.82
"NOVO CRUZEIRO - MG",1789154.96,1780101.67,-9053.29,-0.51
"CANGUCU - RS",2683101.65,2570390.97,-112710.68,-4.20
"TRES COROAS - RS",1516128.46,1493154.68,-22973.78,-1.52
"SANTA RITA DO SAPUCAI - MG",1937913.83,1910434.66,-27479.17,-1.42
"COLINAS - MA",6476067.31,6476067.31,-0.00,-0.00
"SANANDUVA - RS",1191407.51,1184382.00,-7025.51,-0.59
"POCO FUNDO - MG",1041123.30,1032739.18,-8384.12,-0.81
"CRICIUMA - SC",13348520.59,13348520.59,0.00,0.00
"BELEM - PA",109006190.03,89399706.28,-19606483.75,-17.99
"LAJINHA - MG",1339316.52,1332729.16,-6587.36,-0.49
"VARZEA GRANDE - MT",10663352.35,10640944.35,-22408.00,-0.21
"REGISTRO - SP",2838651.82,2779532.92,-59118.90,-2.08
"CUIABA - MT",60655342.87,34223319.69,-26432023.18,-43.58
"SAO JOSE DO OURO - RS",551607.66,536641.53,-14966.13,-2.71
"PEDRAO - BA",955301.38,955301.38,0.00,0.00
"GURUPI - TO",4627227.75,4612723.28,-14504.47,-0.31
"CORONEL FABRICIANO - MG",3914454.17,3909028.44,-5425.73,-0.14
"PORTO LUCENA - RS",518738.29,516827.46,-1910.83,-0.37
"FORTALEZA - CE",243669924.47,184288726.29,-59381198.18,-24.37
"BRASILIA - DF",300232067.15,243480955.53,-56751111.62,-18.90
"CONDOR - RS",586416.54,585203.53,-1213.01,-0.21
"MARILIA - SP",11203942.36,11033923.95,-170018.41,-1.52
"SARANDI - RS",1175216.23,1170455.79,-4760.44,-0.41
"SAO SEBASTIAO DO CAI - RS",1413608.66,1405093.58,-8515.08,-0.60
"PARAISOPOLIS - MG",1222590.56,1214743.31,-7847.25,-0.64
"UBA - MG",3939681.25,3736439.70,-203241.55,-5.16
"TIMOTEO - MG",3200113.30,3165191.12,-34922.18,-1.09
"SANTO ANTONIO - RN",2222940.43,2222940.43,-0.00,-0.00
"TUPA - SP",2822621.87,2623738.86,-198883.01,-7.05
"IVOTI - RS",1207038.58,1200635.06,-6403.52,-0.53
"SARANDI - PR",3801547.07,3658235.24,-143311.83,-3.77
"INHAPIM - MG",1641683.67,1623648.81,-18034.86,-1.10
"BRAGANCA PAULISTA - SP",7107024.49,6816555.60,-290468.89,-4.09
"CERES - GO",2937129.01,2937129.01,0.00,0.00
"SANTAREM - PA",31021248.33,31021248.33,-0.00,-0.00
"TAPEJARA - PR",1077046.44,1077046.44,-0.00,-0.00
"BAMBUI - MG",1360740.20,1340060.15,-20680.05,-1.52
"PASSO FUNDO - RS",6638978.16,6285484.82,-353493.34,-5.32
"GARCA - SP",3161143.79,3137083.80,-24059.99,-0.76
"JOAO PESSOA - PB",97284631.03,74886569.71,-22398061.32,-23.02
"SANTO CRISTO - RS",964596.38,957709.68,-6886.70,-0.71
"FERNANDOPOLIS - SP",3127307.76,2855143.96,-272163.80,-8.70
"CAMBUI - MG",1535756.22,1531968.63,-3787.59,-0.25
"FORMIGA - MG",3474931.61,3308385.11,-166546.50,-4.79
"CARPINA - PE",5082018.63,4975867.47,-106151.16,-2.09
"AIURUOCA - MG",576349.07,560029.80,-16319.27,-2.83
"CRUZ ALTA - RS",3396500.54,3097840.31,-298660.23,-8.79
"CAMPO ALEGRE DE LOURDES - BA",3378059.96,3359327.96,-18732.00,-0.55
"CARIACICA - ES",9082970.88,9000135.26,-82835.62,-0.91
"SANTIAGO - RS",2357452.71,2335506.80,-21945.91,-0.93
"SAO LUIS - MA",144017860.51,106935556.02,-37082304.49,-25.75
"SANTA BARBARA DO SUL - RS",636144.90,626482.52,-9662.38,-1.52
"BOM DESPACHO - MG",2411176.22,2367928.21,-43248.01,-1.79
"IRAI - RS",602243.94,597149.19,-5094.75,-0.85
"CACHOEIRO DE ITAPEMIRIM - ES",7778843.48,7321088.52,-457754.96,-5.88
"NAO-ME-TOQUE - RS",1063798.46,1062066.33,-1732.13,-0.16
"CLEVELANDIA - PR",1288216.24,1282467.25,-5748.99,-0.45
"ALEGRETE - RS",3765083.19,3594031.07,-171052.12,-4.54
"SOROCABA - SP",19440045.72,19144729.59,-295316.13,-1.52
"SANTA FE DO SUL - SP",2377018.69,2377018.69,-0.00,-0.00
