"Mun";"entrada/marco/201810.zip";"entrada/abril/201810.zip";"Diff";"Percent"
"PAQUETA - PI";711478,55;701578,55;-9900,00;-1,39
"ITANHEM - BA";2018230,55;2008350,55;-9880,00;-0,49
"SERRA DA RAIZ - PB";824452,72;818932,72;-5520,00;-0,67
"JARDIM DE PIRANHAS - RN";1452512,11;1445030,11;-7482,00;-0,52
"PALMEIRA DAS MISSOES - RS";2931886,55;2895857,25;-36029,30;-1,23
"TRES DE MAIO - RS";1627607,67;1604708,33;-22899,34;-1,41
"VIAMAO - RS";8045687,16;7966720,00;-78967,16;-0,98
"PORTO UNIAO - SC";1875944,13;1835521,18;-40422,95;-2,15
"SAO DOMINGOS DO ARAGUAIA - PA";2383029,60;2360549,60;-22480,00;-0,94
"ACARAU - CE";5994329,88;5973789,88;-20540,00;-0,34
"ITAPEMIRIM - ES";15306688,64;15294428,64;-12260,00;-0,08
"COXILHA - RS";864441,74;858441,74;-6000,00;-0,69
"NOVO CRUZEIRO - MG";4947444,00;4940260,41;-7183,59;-0,15
"SALTO GRANDE - SP";831144,86;820724,86;-10420,00;-1,25
"LARANJEIRAS - SE";4066109,47;4052989,47;-13120,00;-0,32
"CANGUCU - RS";2848043,47;2777036,61;-71006,86;-2,49
"TRES COROAS - RS";1522700,33;1490286,09;-32414,24;-2,13
"BETIM - MG";20495686,97;20479226,97;-16460,00;-0,08
"SANTA RITA DO SAPUCAI - MG";2094176,31;2062095,47;-32080,84;-1,53
"GUARANI DAS MISSOES - RS";629665,16;623665,16;-6000,00;-0,95
"UPANEMA - RN";5298012,11;5287586,11;-10426,00;-0,20
"SAO MATEUS - ES";8909670,93;8838250,93;-71420,00;-0,80
"TRIUNFO - PB";1115159,59;1109615,59;-5544,00;-0,50
"PINHAIS - PR";5136554,89;5130037,62;-6517,27;-0,13
"BUERAREMA - BA";1706509,63;1699896,63;-6613,00;-0,39
"CARNEIROS - AL";1100894,45;1091034,45;-9860,00;-0,90
"FERRAZ DE VASCONCELOS - SP";5696537,01;5690717,01;-5820,00;-0,10
"LIZARDA - TO";625151,81;614294,81;-10857,00;-1,74
"LIMEIRA - SP";13664100,99;13660170,99;-3930,00;-0,03
"SAO JOSE DO RIO PRETO - SP";20033205,50;20029285,50;-3920,00;-0,02
"BOM SUCESSO - MG";1316176,71;1303690,32;-12486,39;-0,95
"BELEM - PB";2125565,98;2107754,98;-17811,00;-0,84
"CORRENTE - PI";3871093,57;3859870,57;-11223,00;-0,29
"BELEM - PA";119265278,86;79942322,21;-39322956,65;-32,97
"SAO JOSE DO CAMPESTRE - RN";1286812,60;1285753,60;-1059,00;-0,08
"VARZEA GRANDE - MT";12306504,70;12303084,70;-3420,00;-0,03
"DAMOLANDIA - GO";519342,88;512862,88;-6480,00;-1,25
"REGISTRO - SP";3254843,81;3195724,91;-59118,90;-1,82
"MARCELINO VIEIRA - RN";823716,21;809774,21;-13942,00;-1,69
"ITAU - RN";841821,33;840747,33;-1074,00;-0,13
"AMARAL FERRADOR - RS";591633,79;582501,79;-9132,00;-1,54
"JURAMENTO - MG";575315,38;568895,38;-6420,00;-1,12
"IBIMIRIM - PE";2182319,55;2176759,55;-5560,00;-0,25
"LAGOA NOVA - RN";1488812,69;1483916,69;-4896,00;-0,33
"PEDRA AZUL - MG";1912358,97;1907806,39;-4552,58;-0,24
"INHAPI - AL";2053533,61;2047123,61;-6410,00;-0,31
"CUIABA - MT";85251852,57;44255931,96;-40995920,61;-48,09
"MARCELANDIA - MT";1568807,40;1565567,40;-3240,00;-0,21
"PIRAPETINGA - MG";882008,24;877148,24;-4860,00;-0,55
"SAO JOSE DO OURO - RS";634990,49;614077,55;-20912,94;-3,29
"IBIUNA - SP";3113648,77;3093108,77;-20540,00;-0,66
