"Mun","entrada/marco/201502.zip","entrada/abril/201502.zip","Diff","Percent"
"TERRA NOVA - BA",1611508.48,1610731.59,-776.89,-0.05
"TARTARUGALZINHO - AP",1073510.42,1055720.42,-17790.00,-1.66
"CONTENDA - PR",1501889.15,1487633.64,-14255.51,-0.95
"OLIVEIRA DE FATIMA - TO",592599.66,591179.66,-1420.00,-0.24
"OCAUCU - SP",603084.53,601080.49,-2004.04,-0.33
"PAQUETA - PI",840912.37,838722.37,-2190.00,-0.26
"MONTE AZUL - MG",1801067.42,1772866.20,-28201.22,-1.57
"CAMPO BELO DO SUL - SC",678772.20,670192.20,-8580.00,-1.26
"ITAPOA - SC",1826099.06,1816779.06,-9320.00,-0.51
"ITANHEM - BA",2548773.71,2536330.28,-12443.43,-0.49
"MAETINGA - BA",1349446.04,1345586.32,-3859.72,-0.29
"POTIM - SP",1498955.22,1491845.22,-7110.00,-0.47
"LAVINIA - SP",857019.43,854719.43,-2300.00,-0.27
"PANAMBI - RS",2793805.06,2757352.70,-36452.36,-1.30
"SAO JOSE DO CALCADO - ES",1348391.58,1338131.58,-10260.00,-0.76
"SANTO ANASTACIO - SP",1491473.99,1474923.99,-16550.00,-1.11
"MONTE ALEGRE DO SUL - SP",695213.50,691303.50,-3910.00,-0.56
"JARDIM DE PIRANHAS - RN",1720505.10,1714475.10,-6030.00,-0.35
"TAIUVA - SP",636633.86,631613.86,-5020.00,-0.79
"MALHADA - BA",2637638.28,2625411.28,-12227.00,-0.46
"PALMEIRA DAS MISSOES - RS",2232427.71,2153460.10,-78967.61,-3.54
"ALTO ARAGUAIA - MT",1391920.53,1387840.53,-4080.00,-0.29
"BANABUIU - CE",2481511.13,2470184.13,-11327.00,-0.46
"HORIZONTINA - RS",1492206.15,1483306.15,-8900.00,-0.60
"NOSSA SENHORA DA GLORIA - SE",3181625.04,3146973.04,-34652.00,-1.09
"IPIRA - SC",751264.27,748354.27,-2910.00,-0.39
"HELIOPOLIS - BA",2209367.12,2202747.12,-6620.00,-0.30
"TRES DE MAIO - RS",1726707.40,1671022.88,-55684.52,-3.22
"VIAMAO - RS",7816403.82,7626366.75,-190037.07,-2.43
"PORTO UNIAO - SC",2077405.63,2031841.40,-45564.23,-2.19
"SAO PEDRO DO IVAI - PR",1018845.82,1006535.82,-12310.00,-1.21
"AMERICA DOURADA - BA",2561889.98,2553239.98,-8650.00,-0.34
"SAO DOMINGOS DO ARAGUAIA - PA",3427031.54,3412377.54,-14654.00,-0.43
"PATO BRAGADO - PR",1982493.08,1977233.08,-5260.00,-0.27
"MAE DO RIO - PA",4760000.51,4742880.51,-17120.00,-0.36
"ANALANDIA - SP",674728.28,672658.28,-2070.00,-0.31
"SOBRAL - CE",28169502.73,28131970.73,-37532.00,-0.13
"ACARAU - CE",6375142.63,6337077.13,-38065.50,-0.60
"CAPINZAL DO NORTE - MA",1974162.72,1970572.72,-3590.00,-0.18
"PORTO RICO - PR",674664.65,671384.65,-3280.00,-0.49
"DONA INES - PB",1445853.99,1437383.99,-8470.00,-0.59
"SENADOR JOSE BENTO - MG",635361.70,634231.70,-1130.00,-0.18
"ITAPEMIRIM - ES",31113446.02,31074283.02,-39163.00,-0.13
"ANDORINHA - BA",2256819.07,2248224.07,-8595.00,-0.38
"SANTANA DE PARNAIBA - SP",5069090.29,5066288.78,-2801.51,-0.06
"NOVO CRUZEIRO - MG",2207097.24,2145653.06,-61444.18,-2.78
"OUREM - PA",2267231.73,2254691.73,-12540.00,-0.55
"COQUEIRO BAIXO - RS",564224.88,563755.97,-468.91,-0.08
"PATROCINIO DO MURIAE - MG",697938.28,691808.28,-6130.00,-0.88
"CARMO DO PARANAIBA - MG",2363750.94,2322097.78,-41653.16,-1.76
"SAO MIGUEL ARCANJO - SP",2045908.58,2011503.40,-34405.18,-1.68
"DOIS IRMAOS - RS",2226394.75,2206494.75,-19900.00,-0.89
"VILA LANGARO - RS",598589.17,596349.17,-2240.00,-0.37
"FORMOSA DO OESTE - PR",740072.48,731802.48,-8270.00,-1.12
"SALTO GRANDE - SP",818945.22,809095.22,-9850.00,-1.20
"LARANJEIRAS - SE",2989898.40,2978348.40,-11550.00,-0.39
"NOVA HARTZ - RS",1417576.74,1399226.74,-18350.00,-1.29
"CANGUCU - RS",2964866.39,2916820.14,-48046.25,-1.62
"RUY BARBOSA - BA",3691008.18,3689268.18,-1740.00,-0.05
"RAPOSOS - MG",1172116.37,1163646.03,-8470.34,-0.72
"ITAIPULANDIA - PR",4457050.49,4445470.49,-11580.00,-0.26
"TRES COROAS - RS",1773161.95,1738668.17,-34493.78,-1.95
"URUPES - SP",927731.98,923091.98,-4640.00,-0.50
"CUBATAO - SP",9758760.19,9667190.19,-91570.00,-0.94
"JURUA - AM",1345121.95,1340011.95,-5110.00,-0.38
"BOA VENTURA DE SAO ROQUE - PR",792473.50,780014.50,-12459.00,-1.57
"PLANALTO - RS",1151539.80,1131869.80,-19670.00,-1.71
"VISTA GAUCHA - RS",581333.07,576823.07,-4510.00,-0.78
"MARMELEIRO - PR",1457202.80,1440832.80,-16370.00,-1.12
"PORTO XAVIER - RS",1095064.52,1080074.52,-14990.00,-1.37
"FILADELFIA - BA",2540384.57,2532094.57,-8290.00,-0.33
"COLORADO DO OESTE - RO",1398747.55,1383777.55,-14970.00,-1.07
"SANTA RITA DO SAPUCAI - MG",2339230.47,2296811.30,-42419.17,-1.81
"SANTO EXPEDITO DO SUL - RS",617648.32,615008.32,-2640.00,-0.43
"QUEVEDOS - RS",594450.77,591280.77,-3170.00,-0.53
"GAROPABA - SC",1510965.25,1489755.25,-21210.00,-1.40
"GUARANI DAS MISSOES - RS",843350.99,835848.26,-7502.73,-0.89
"UPANEMA - RN",1599113.75,1591103.75,-8010.00,-0.50
"JOAO NEIVA - ES",1558236.63,1553256.63,-4980.00,-0.32
"SANANDUVA - RS",1180259.70,1155164.19,-25095.51,-2.13
"MAJOR ISIDORO - AL",2793714.55,2790894.55,-2820.00,-0.10
"PEDREGULHO - SP",1110195.19,1091715.19,-18480.00,-1.66
"ALMADINA - BA",1011754.61,1009591.07,-2163.54,-0.21
"PRAIA GRANDE - SP",12993520.97,12778821.51,-214699.46,-1.65
"SAO MATEUS - ES",8612633.22,8561456.22,-51177.00,-0.59
"PRAIA GRANDE - SC",756155.36,746555.36,-9600.00,-1.27
"GLORIA DE DOURADOS - MS",812705.61,804733.11,-7972.50,-0.98
"FORMOSA DO SUL - SC",571852.96,568422.96,-3430.00,-0.60
"CANAPOLIS - MG",1005258.17,993473.48,-11784.69,-1.17
"AURORA - CE",3082784.79,3079444.79,-3340.00,-0.11
"PRESIDENTE DUTRA - BA",2531937.74,2522522.74,-9415.00,-0.37
"PLANALTO - SP",668722.82,663222.82,-5500.00,-0.82
"ARACAGI - PB",2193312.70,2185442.70,-7870.00,-0.36
"ILOPOLIS - RS",744079.05,741509.05,-2570.00,-0.35
"MERUOCA - CE",1960438.82,1952228.82,-8210.00,-0.42
"BORBA - AM",3555980.44,3534066.96,-21913.48,-0.62
"JAGUAPITA - PR",1040867.72,1026867.72,-14000.00,-1.35
"MAGDA - SP",581636.04,578266.04,-3370.00,-0.58
"TRIUNFO - PE",1655745.85,1641365.85,-14380.00,-0.87
"PINHAIS - PR",5445878.31,5320745.80,-125132.51,-2.30
"BUERAREMA - BA",2108664.37,2087241.37,-21423.00,-1.02
"CARNEIROS - AL",1451452.44,1446272.44,-5180.00,-0.36
"FERRAZ DE VASCONCELOS - SP",6489009.86,6284023.81,-204986.05,-3.16
"ASTORGA - PR",2098890.63,2073710.63,-25180.00,-1.20
"SAO FELIX DO PIAUI - PI",703373.96,700363.96,-3010.00,-0.43
"BERIZAL - MG",684253.08,675777.27,-8475.81,-1.24
"ILHA SOLTEIRA - SP",1741418.61,1719456.52,-21962.09,-1.26
"ASSUNCAO - PB",816301.15,813391.15,-2910.00,-0.36
"CAFELANDIA - PR",1298291.23,1280062.18,-18229.05,-1.40
"OLHO D'AGUA GRANDE - AL",1221581.60,1219321.60,-2260.00,-0.19
"IVATE - PR",780966.65,772804.26,-8162.39,-1.05
"VARZEA GRANDE - PI",753782.35,751112.35,-2670.00,-0.35
"BOM SUCESSO - PR",807785.66,800075.66,-7710.00,-0.95
"LIZARDA - TO",640084.71,631210.00,-8874.71,-1.39
"ITAMBACURI - MG",2410249.79,2391639.79,-18610.00,-0.77
"POCO FUNDO - MG",1242672.16,1225870.69,-16801.47,-1.35
"CAMPINAPOLIS - MT",1393285.13,1388915.13,-4370.00,-0.31
"LIMEIRA - SP",12606869.94,12342229.10,-264640.84,-2.10
"JECEABA - MG",691650.28,684780.28,-6870.00,-0.99
"PONTE NOVA - MG",5730251.03,5671868.68,-58382.35,-1.02
