"Mun","entrada/marco/201507.zip","entrada/abril/201507.zip","Diff","Percent"
"OCAUCU - SP",522238.62,507238.62,-15000.00,-2.87
"PAQUETA - PI",852323.38,843728.38,-8595.00,-1.01
"MONTE AZUL - MG",2134599.98,2119599.98,-15000.00,-0.70
"ITAPOA - SC",2153385.07,2118385.07,-35000.00,-1.63
"POTIM - SP",1252683.96,1227683.96,-25000.00,-2.00
"PANAMBI - RS",2417820.25,2390820.25,-27000.00,-1.12
"SAO JOSE DO CALCADO - ES",1045539.47,1025539.47,-20000.00,-1.91
"MONTE ALEGRE DO SUL - SP",577642.18,557642.18,-20000.00,-3.46
"TAIUVA - SP",725022.02,710022.02,-15000.00,-2.07
"IMIGRANTE - RS",822927.74,814695.48,-8232.26,-1.00
"PALMEIRA DAS MISSOES - RS",1758078.58,1698662.76,-59415.82,-3.38
"HORIZONTINA - RS",1259843.15,1239843.15,-20000.00,-1.59
"TRES DE MAIO - RS",1485606.40,1418851.88,-66754.52,-4.49
"VIAMAO - RS",6782992.38,6793489.62,10497.24,0.15
"AMERICA DOURADA - BA",1504344.12,1491666.39,-12677.73,-0.84
"HIDROLINA - GO",558332.39,543332.39,-15000.00,-2.69
"MAE DO RIO - PA",2041131.04,2001131.04,-40000.00,-1.96
"ANALANDIA - SP",573811.59,558811.59,-15000.00,-2.61
"VESPASIANO - MG",6001897.10,5834897.10,-167000.00,-2.78
"ITAPEMIRIM - ES",10404950.42,10369950.42,-35000.00,-0.34
"NOVO CRUZEIRO - MG",1943393.22,1897156.34,-46236.88,-2.38
"OUREM - PA",1481964.17,1446964.17,-35000.00,-2.36
"PATROCINIO DO MURIAE - MG",571101.91,556101.91,-15000.00,-2.63
"CARMO DO PARANAIBA - MG",2189007.06,2159007.06,-30000.00,-1.37
"SAO MIGUEL ARCANJO - SP",1805228.62,1725612.19,-79616.43,-4.41
"DOIS IRMAOS - RS",1705540.88,1695540.88,-10000.00,-0.59
"GUARINOS - GO",507748.29,497748.29,-10000.00,-1.97
"VILA LANGARO - RS",572972.59,562972.59,-10000.00,-1.75
"FORMOSA DO OESTE - PR",620703.34,600703.34,-20000.00,-3.22
"SALTO GRANDE - SP",913616.48,893616.48,-20000.00,-2.19
"NOVA HARTZ - RS",1139666.52,1109666.52,-30000.00,-2.63
"CANGUCU - RS",2649724.58,2528015.21,-121709.37,-4.59
"RAPOSOS - MG",942767.53,907767.53,-35000.00,-3.71
"TRES COROAS - RS",1415367.76,1390951.52,-24416.24,-1.73
"URUPES - SP",779377.89,759377.89,-20000.00,-2.57
"BETIM - MG",19956541.30,19756541.30,-200000.00,-1.00
"CUBATAO - SP",10317890.99,10272890.99,-45000.00,-0.44
"PLANALTO - RS",769434.01,749434.01,-20000.00,-2.60
"MARMELEIRO - PR",1369287.03,1344287.03,-25000.00,-1.83
"PORTO XAVIER - RS",941310.51,928241.39,-13069.12,-1.39
"FILADELFIA - BA",1664899.99,1629899.99,-35000.00,-2.10
"SANTA RITA DO SAPUCAI - MG",1952678.30,1900199.13,-52479.17,-2.69
"SANTO EXPEDITO DO SUL - RS",483474.39,473474.39,-10000.00,-2.07
"QUEVEDOS - RS",491984.03,484002.67,-7981.36,-1.62
"GAROPABA - SC",1347259.38,1322259.38,-25000.00,-1.86
"JOAO NEIVA - ES",1316081.30,1296081.30,-20000.00,-1.52
"SANANDUVA - RS",1085554.32,1058528.81,-27025.51,-2.49
"PRAIA GRANDE - SP",11937950.98,11741950.98,-196000.00,-1.64
"SAO MATEUS - ES",7785099.31,7735099.31,-50000.00,-0.64
"GLORIA DE DOURADOS - MS",672066.69,637066.69,-35000.00,-5.21
"CANAPOLIS - MG",939552.03,919552.03,-20000.00,-2.13
"AURORA - CE",2189015.97,2174015.97,-15000.00,-0.69
"PLANALTO - SP",563675.38,548675.38,-15000.00,-2.66
"MERUOCA - CE",1611453.37,1582265.81,-29187.56,-1.81
"MAGDA - SP",484725.61,469725.61,-15000.00,-3.09
"TRIUNFO - PE",1455132.72,1427132.72,-28000.00,-1.92
"SANTA MARIA DA SERRA - SP",555328.68,540328.68,-15000.00,-2.70
"FERRAZ DE VASCONCELOS - SP",6157574.41,5917574.41,-240000.00,-3.90
"ANTONIO PRADO DE MINAS - MG",526412.14,516412.14,-10000.00,-1.90
"ASTORGA - PR",1782523.76,1752523.76,-30000.00,-1.68
"BERIZAL - MG",560260.64,545260.64,-15000.00,-2.68
"ILHA SOLTEIRA - SP",1951035.52,1926035.52,-25000.00,-1.28
"VARZEA GRANDE - PI",548189.27,533189.27,-15000.00,-2.74
"LIZARDA - TO",483301.22,477082.40,-6218.82,-1.29
"POCO FUNDO - MG",1387493.95,1359109.82,-28384.13,-2.05
"LIMEIRA - SP",12373881.82,12324881.82,-49000.00,-0.40
"JECEABA - MG",672212.45,651212.45,-21000.00,-3.12
"PONTE NOVA - MG",6849468.14,6763468.14,-86000.00,-1.26
"TALISMA - TO",481999.27,477499.27,-4500.00,-0.93
"SAO JOSE DO RIO PRETO - SP",17243707.81,16384365.88,-859341.93,-4.98
"BRAUNAS - MG",674815.85,659815.85,-15000.00,-2.22
"IGARACU DO TIETE - SP",1376991.58,1336991.58,-40000.00,-2.90
"PEDRA DO ANTA - MG",607394.73,586394.73,-21000.00,-3.46
"ALBERTINA - MG",511435.44,496435.44,-15000.00,-2.93
"ARENOPOLIS - GO",704110.07,689110.07,-15000.00,-2.13
"NAZARE PAULISTA - SP",1108385.77,1093385.77,-15000.00,-1.35
"ITAPIRAPUA - GO",681208.05,656208.05,-25000.00,-3.67
"CANITAR - SP",547103.35,532103.35,-15000.00,-2.74
"ASSIS - SP",4718395.28,4566395.28,-152000.00,-3.22
"PONTALINDA - SP",557659.51,542659.51,-15000.00,-2.69
"SAO LUDGERO - SC",780513.43,745513.43,-35000.00,-4.48
"CAFELANDIA - SP",1421545.01,1381545.01,-40000.00,-2.81
"GOIOERE - PR",2081407.07,2061407.07,-20000.00,-0.96
"CRICIUMA - SC",13570237.88,13507237.88,-63000.00,-0.46
"BELEM - PA",100101068.51,78014260.68,-22086807.83,-22.06
"LAJINHA - MG",1460047.68,1453460.32,-6587.36,-0.45
"ALTO RIO DOCE - MG",914491.11,873491.11,-41000.00,-4.48
"VARZEA GRANDE - MT",9696029.70,9673621.70,-22408.00,-0.23
"ARAMBARE - RS",506577.04,491577.04,-15000.00,-2.96
"QUILOMBO - SC",982519.77,954519.77,-28000.00,-2.85
"BURITI DE GOIAS - GO",525135.01,510135.01,-15000.00,-2.86
"DAMOLANDIA - GO",530326.10,515326.10,-15000.00,-2.83
"REGISTRO - SP",3000920.39,2826801.49,-174118.90,-5.80
"CUITE - PB",2799185.85,2777043.82,-22142.03,-0.79
"BETANIA - PE",1374998.75,1346998.75,-28000.00,-2.04
"IBIMIRIM - PE",2103211.86,2075211.86,-28000.00,-1.33
"APARECIDA DO RIO NEGRO - TO",577963.14,571055.52,-6907.62,-1.20
"SAO JOAO DA PARAUNA - GO",539340.88,529340.88,-10000.00,-1.85
"MARECHAL CANDIDO RONDON - PR",3532904.88,3477904.88,-55000.00,-1.56
"PAUDALHO - PE",3561956.62,3463956.62,-98000.00,-2.75
"BELA VISTA DE GOIAS - GO",1715341.09,1685341.09,-30000.00,-1.75
"AMPARO - SP",4110058.07,4040058.07,-70000.00,-1.70
"PEDRA AZUL - MG",2001316.50,1996469.37,-4847.13,-0.24
"PONTALINA - GO",1297676.71,1277676.71,-20000.00,-1.54
"MONSENHOR GIL - PI",983105.47,968273.37,-14832.10,-1.51
"BODOQUENA - MS",710278.06,690278.06,-20000.00,-2.82
"MOIPORA - GO",513897.23,503897.23,-10000.00,-1.95
"CUIABA - MT",63454641.43,34390117.32,-29064524.11,-45.80
"ABADIA DE GOIAS - GO",678633.73,658633.73,-20000.00,-2.95
"SAO JOSE DO OURO - RS",561878.38,522793.73,-39084.65,-6.96
"IBIUNA - SP",2967145.96,2847145.96,-120000.00,-4.04
"SILVANIA - GO",1862250.57,1842250.57,-20000.00,-1.07
"NHANDEARA - SP",749406.81,729406.81,-20000.00,-2.67
"SAO JOAQUIM DA BARRA - SP",2096009.02,2026009.02,-70000.00,-3.34
"MALACACHETA - MG",1355865.06,1325865.06,-30000.00,-2.21
"GURUPI - TO",4838265.42,4758265.42,-80000.00,-1.65
"PARISI - SP",492325.79,482325.79,-10000.00,-2.03
"ITAJAI - SC",14331054.65,14303054.65,-28000.00,-0.20
"CORONEL FABRICIANO - MG",4187388.98,4041963.25,-145425.73,-3.47
"DIORAMA - GO",531154.86,521154.86,-10000.00,-1.88
"LINS - SP",4084705.72,3984705.72,-100000.00,-2.45
"NOVO BRASIL - GO",558845.97,548845.97,-10000.00,-1.79
"ITACARAMBI - MG",1574003.65,1564003.65,-10000.00,-0.64
"PORTO LUCENA - RS",554323.72,537412.89,-16910.83,-3.05
"PEABIRU - PR",1003596.03,983596.03,-20000.00,-1.99
"FORTALEZA - CE",226215428.90,140833648.67,-85381780.23,-37.74
"GURINHATA - MG",709513.79,695513.79,-14000.00,-1.97
"IRAUCUBA - CE",2046422.92,2016422.92,-30000.00,-1.47
"SAO ROQUE - SP",4065379.02,4015379.02,-50000.00,-1.23
"GUABIJU - RS",475724.56,465724.56,-10000.00,-2.10
"BARRAS - PI",3678938.02,3628938.02,-50000.00,-1.36
"BRASILIA - DF",478323486.81,413393185.00,-64930301.81,-13.57
"CONDOR - RS",581634.38,580421.37,-1213.01,-0.21
"SAPOPEMA - PR",665178.00,635178.00,-30000.00,-4.51
"BRASILEIRA - PI",1050949.23,1030949.23,-20000.00,-1.90
"SAO JOAO DO PACUI - MG",581623.03,566623.03,-15000.00,-2.58
"IBIRACU - ES",934971.50,914971.50,-20000.00,-2.14
"SENADOR FIRMINO - MG",758952.32,743952.32,-15000.00,-1.98
"SAO GABRIEL - RS",3819570.04,3814031.82,-5538.22,-0.14
"BARRA BONITA - SP",1798569.46,1763569.46,-35000.00,-1.95
"CASSIA DOS COQUEIROS - SP",515207.81,500207.81,-15000.00,-2.91
"MARILIA - SP",12428309.35,11971290.94,-457018.41,-3.68
"GONCALVES - MG",548278.92,533278.92,-15000.00,-2.74
"SARANDI - RS",1188138.56,1158378.12,-29760.44,-2.50
