"Mun","entrada/marco/202012.zip","entrada/abril/202012.zip","Diff","Percent"
"TERRA NOVA - BA",635893.78,2809029.99,2173136.21,341.75
"TARTARUGALZINHO - AP",2012335.69,4086478.06,2074142.37,103.07
"CONTENDA - PR",409736.94,3126671.80,2716934.86,663.09
"OLIVEIRA DE FATIMA - TO",107035.94,1054163.96,947128.02,884.87
"OCAUCU - SP",88220.21,1218793.22,1130573.01,1281.54
"PAQUETA - PI",265024.77,1851496.64,1586471.87,598.61
"MONTE AZUL - MG",1410657.46,3894174.94,2483517.48,176.05
"CAMPO BELO DO SUL - SC",521196.47,1916723.09,1395526.62,267.75
"ITAPOA - SC",538591.41,3172632.04,2634040.63,489.06
"ITANHEM - BA",733610.45,3930555.55,3196945.10,435.78
"MAETINGA - BA",661160.77,2124656.58,1463495.81,221.35
"POTIM - SP",1586639.54,4292463.73,2705824.19,170.54
"BAIXA GRANDE DO RIBEIRO - PI",522218.03,3516824.71,2994606.68,573.44
"LAVINIA - SP",221306.81,1880725.65,1659418.84,749.83
"PANAMBI - RS",1388839.85,6031567.16,4642727.31,334.29
"SAO JOSE DO CALCADO - ES",271918.90,2006489.99,1734571.09,637.90
"SERRA DA RAIZ - PB",233915.76,1520827.39,1286911.63,550.16
"SAO JOSE DO JACURI - MG",1438395.28,2694750.66,1256355.38,87.34
"SANTO ANASTACIO - SP",676458.36,2989927.26,2313468.90,342.00
"MONTE ALEGRE DO SUL - SP",531565.98,1703386.58,1171820.60,220.45
"JARDIM DE PIRANHAS - RN",769257.63,3139214.03,2369956.40,308.08
"UMBUZEIRO - PB",556063.46,2312029.10,1755965.64,315.79
"TAIUVA - SP",466990.18,1574424.62,1107434.44,237.14
"IBIAPINA - CE",1338798.88,5277964.50,3939165.62,294.23
"IMIGRANTE - RS",156182.04,1313623.43,1157441.39,741.08
"MALHADA - BA",533739.23,3802757.42,3269018.19,612.47
"PALMEIRA DAS MISSOES - RS",1234523.19,4810338.23,3575815.04,289.65
"ALTO ARAGUAIA - MT",932475.56,4401337.56,3468862.00,372.01
"SAO DOMINGOS DO AZEITAO - MA",593502.57,2113029.18,1519526.61,256.03
"MATERLANDIA - MG",240484.79,1418975.33,1178490.54,490.05
"BANABUIU - CE",1443995.92,4640410.19,3196414.27,221.36
"HORIZONTINA - RS",608388.25,3027473.61,2419085.36,397.62
"BACABEIRA - MA",885909.81,6787347.13,5901437.32,666.14
"NOSSA SENHORA DA GLORIA - SE",1150929.96,5909376.61,4758446.65,413.44
"IPIRA - SC",260647.13,1327758.59,1067111.46,409.41
"HELIOPOLIS - BA",505401.65,3036283.38,2530881.73,500.77
"TRES DE MAIO - RS",755751.97,3653120.63,2897368.66,383.38
"CARIRI DO TOCANTINS - TO",324776.01,1815266.73,1490490.72,458.93
"VIAMAO - RS",2824224.83,14717858.61,11893633.78,421.13
"PORTO UNIAO - SC",1665992.30,4681574.55,3015582.25,181.01
"SAO PEDRO DO IVAI - PR",488278.76,2309043.71,1820764.95,372.89
"AMERICA DOURADA - BA",1321353.43,4116379.98,2795026.55,211.53
"SAO PEDRO DOS CRENTES - MA",361960.02,1651756.53,1289796.51,356.34
"HIDROLINA - GO",409558.19,1545642.18,1136083.99,277.39
"SAO DOMINGOS DO ARAGUAIA - PA",965722.19,4034584.78,3068862.59,317.78
"SALITRE - CE",1216958.76,4095441.80,2878483.04,236.53
"PENTECOSTE - CE",2317384.86,7818582.91,5501198.05,237.39
"PATO BRAGADO - PR",106842.23,3786618.84,3679776.61,3444.12
"MAE DO RIO - PA",2164822.09,5296995.61,3132173.52,144.69
"ANALANDIA - SP",39806.85,1326625.63,1286818.78,3232.66
"SOBRAL - CE",20749862.05,45058158.53,24308296.48,117.15
"MORRO DO CHAPEU DO PIAUI - PI",794630.48,2259776.50,1465146.02,184.38
"ACARAU - CE",4023953.10,11898688.62,7874735.52,195.70
"CAPINZAL DO NORTE - MA",931507.16,3859060.01,2927552.85,314.28
"PORTO RICO - PR",269922.37,1493400.55,1223478.18,453.27
"DONA INES - PB",716555.15,3377091.68,2660536.53,371.30
"VESPASIANO - MG",3043229.33,11204649.25,8161419.92,268.18
"SENADOR JOSE BENTO - MG",103499.48,1310851.81,1207352.33,1166.53
"ITAPEMIRIM - ES",1002632.92,14126994.54,13124361.62,1308.99
"TURURU - CE",763436.92,3560942.69,2797505.77,366.44
"ANDORINHA - BA",817013.18,3859159.13,3042145.95,372.35
"SANTANA DE PARNAIBA - SP",2944151.58,12378486.09,9434334.51,320.44
"CHOROZINHO - CE",1015291.82,4442991.29,3427699.47,337.61
"COXILHA - RS",233080.11,1395216.35,1162136.24,498.60
"LAGOA DE DENTRO - PB",326159.95,2187509.05,1861349.10,570.69
"NOVO CRUZEIRO - MG",1375714.29,4869077.70,3493363.41,253.93
"OUREM - PA",1331849.19,3722452.18,2390602.99,179.50
"COQUEIRO BAIXO - RS",62656.73,1152127.19,1089470.46,1738.79
"PATROCINIO DO MURIAE - MG",220986.32,1448395.19,1227408.87,555.42
"CARMO DO PARANAIBA - MG",1910944.30,5675185.13,3764240.83,196.98
"SAO MIGUEL ARCANJO - SP",1413256.88,4642202.90,3228946.02,228.48
"DOIS IRMAOS - RS",672888.46,3934143.49,3261255.03,484.67
"GUARINOS - GO",273990.40,1354720.85,1080730.45,394.44
"VILA LANGARO - RS",75503.68,1194487.91,1118984.23,1482.03
"FORMOSA DO OESTE - PR",194370.48,1591945.71,1397575.23,719.03
"SALTO GRANDE - SP",362007.28,1619163.82,1257156.54,347.27
"LARANJEIRAS - SE",1782165.93,5902461.77,4120295.84,231.20
"NOVA HARTZ - RS",2510316.11,5005518.34,2495202.23,99.40
"DOURADINA - MS",546011.31,1843261.10,1297249.79,237.59
"CANGUCU - RS",2579162.45,7837593.30,5258430.85,203.88
"RUY BARBOSA - BA",881083.78,5315356.26,4434272.48,503.27
"URUCUI - PI",1588388.30,6142236.97,4553848.67,286.70
"RAPOSOS - MG",730831.09,2791946.95,2061115.86,282.02
"ITAIPULANDIA - PR",261716.33,10996532.51,10734816.18,4101.70
"TRES COROAS - RS",486166.79,3352324.24,2866157.45,589.54
"URUPES - SP",475628.85,2469169.85,1993541.00,419.14
"BETIM - MG",38301100.93,59250349.03,20949248.10,54.70
"CUBATAO - SP",4468649.20,19597311.51,15128662.31,338.55
"JURUA - AM",4305127.89,6274565.42,1969437.53,45.75
"SAO SEBASTIAO DO ANTA - MG",152573.24,1411160.14,1258586.90,824.91
"BOA VENTURA DE SAO ROQUE - PR",414292.58,1817788.51,1403495.93,338.77
"PLANALTO - RS",270100.43,1912336.07,1642235.64,608.01
"VISTA GAUCHA - RS",91213.04,1249930.13,1158717.09,1270.34
"MARMELEIRO - PR",738057.81,3081077.47,2343019.66,317.46
"PORTO XAVIER - RS",533169.29,2052392.13,1519222.84,284.94
"FILADELFIA - BA",1526639.60,4685578.11,3158938.51,206.92
"COLORADO DO OESTE - RO",1153773.35,3393257.13,2239483.78,194.10
"SANTA RITA DO SAPUCAI - MG",4352228.31,8985810.98,4633582.67,106.46
"SANTO EXPEDITO DO SUL - RS",83081.01,1182895.06,1099814.05,1323.79
"QUEVEDOS - RS",100105.11,1241813.19,1141708.08,1140.51
"GAROPABA - SC",1030591.09,3556919.77,2526328.68,245.13
"GUARANI DAS MISSOES - RS",666210.97,1782177.81,1115966.84,167.51
"UPANEMA - RN",780652.59,3876208.52,3095555.93,396.53
"JOAO NEIVA - ES",679138.16,4284461.89,3605323.73,530.87
"COLINAS - MA",8686368.67,14142113.14,5455744.47,62.81
"ACORIZAL - MT",176046.44,1345537.70,1169491.26,664.31
