"Mun","entrada/marco/201901.zip","entrada/abril/201901.zip","Diff","Percent"
"PALMEIRA DAS MISSOES - RS",2278936.30,2274851.63,-4084.67,-0.18
"TRES DE MAIO - RS",1808815.60,1792832.11,-15983.49,-0.88
"PORTO UNIAO - SC",2142181.82,2101758.87,-40422.95,-1.89
"NOVO CRUZEIRO - MG",2230080.00,2222896.41,-7183.59,-0.32
"DOIS IRMAOS - RS",2202689.44,2192279.78,-10409.66,-0.47
"CANGUCU - RS",3219352.88,3148346.02,-71006.86,-2.21
"TRES COROAS - RS",2048355.63,2020966.21,-27389.42,-1.34
"PLANALTO - RS",1011613.86,1003174.67,-8439.19,-0.83
"PORTO XAVIER - RS",1025194.25,1005328.97,-19865.28,-1.94
"PINHAIS - PR",6271848.99,6265331.72,-6517.27,-0.10
"BOM SUCESSO - MG",1692677.16,1680190.77,-12486.39,-0.74
"BELEM - PA",122984399.80,94941806.95,-28042592.85,-22.80
"REGISTRO - SP",3504597.24,3445478.34,-59118.90,-1.69
"PEDRA AZUL - MG",2202031.91,2197479.33,-4552.58,-0.21
"CUIABA - MT",51609741.90,37094981.43,-14514760.47,-28.12
"SAO JOSE DO OURO - RS",732593.68,711680.74,-20912.94,-2.85
"LINS - SP",4603183.66,4593223.66,-9960.00,-0.22
"PORTO LUCENA - RS",679322.40,677367.76,-1954.64,-0.29
"FORTALEZA - CE",263840537.00,212638068.89,-51202468.11,-19.41
"BRASILIA - DF",102952145.79,19976319.90,-82975825.89,-80.60
"SAO GABRIEL - RS",4383493.87,4320334.11,-63159.76,-1.44
"SAO FELIPE - BA",3209582.51,3171847.71,-37734.80,-1.18
"SARANDI - RS",1867556.52,1856918.88,-10637.64,-0.57
"UBA - MG",5494843.96,4913047.18,-581796.78,-10.59
"TUPA - SP",4658518.37,4604255.69,-54262.68,-1.16
"SARANDI - PR",5261972.28,5041521.73,-220450.55,-4.19
"BRAGANCA PAULISTA - SP",8108985.87,7925093.87,-183892.00,-2.27
