"Mun","entrada/marco/202007.zip","entrada/abril/202007.zip","Diff","Percent"
"OLIVEIRA DE FATIMA - TO",1067560.56,1054922.96,-12637.60,-1.18
"ITAPOA - SC",4489900.25,4428717.45,-61182.80,-1.36
"ITANHEM - BA",4537106.35,4469490.75,-67615.60,-1.49
"MAETINGA - BA",1605219.36,1567897.76,-37321.60,-2.33
"POTIM - SP",3748676.89,3690674.89,-58002.00,-1.55
"PANAMBI - RS",5807659.91,5760887.91,-46772.00,-0.81
"TAIUVA - SP",1444437.92,1415709.92,-28728.00,-1.99
"IBIAPINA - CE",5464650.89,5392401.29,-72249.60,-1.32
"PALMEIRA DAS MISSOES - RS",4279674.49,4237345.25,-42329.24,-0.99
"ALTO ARAGUAIA - MT",4763811.20,4759919.20,-3892.00,-0.08
"BANABUIU - CE",6161672.20,6099517.00,-62155.20,-1.01
"HELIOPOLIS - BA",2809260.86,2751967.66,-57293.20,-2.04
"TRES DE MAIO - RS",3336997.32,3264309.03,-72688.29,-2.18
"VIAMAO - RS",19743414.95,19386741.73,-356673.22,-1.81
"PORTO UNIAO - SC",6004901.20,5964478.25,-40422.95,-0.67
"AMERICA DOURADA - BA",3638471.01,3586413.81,-52057.20,-1.43
"SALITRE - CE",3824431.71,3767063.71,-57368.00,-1.50
"PENTECOSTE - CE",6512452.43,6474530.03,-37922.40,-0.58
"MAE DO RIO - PA",5554721.36,5416720.16,-138001.20,-2.48
"SOBRAL - CE",40618724.64,39945441.84,-673282.80,-1.66
"ACARAU - CE",10122473.10,9984014.30,-138458.80,-1.37
"CAPINZAL DO NORTE - MA",4961723.95,4952555.95,-9168.00,-0.18
"VESPASIANO - MG",16269843.87,16245215.87,-24628.00,-0.15
"TURURU - CE",3114389.85,3056273.85,-58116.00,-1.87
"ANDORINHA - BA",3223693.93,3209934.33,-13759.60,-0.43
"CHOROZINHO - CE",4364522.90,4303639.30,-60883.60,-1.39
"GUARINOS - GO",1323994.57,1310534.17,-13460.40,-1.02
"NOVA HARTZ - RS",3613374.47,3566478.47,-46896.00,-1.30
"CANGUCU - RS",7003772.69,6990484.69,-13288.00,-0.19
"TRES COROAS - RS",3582010.34,3539680.92,-42329.42,-1.18
"BETIM - MG",56588374.99,56572806.99,-15568.00,-0.03
"CUBATAO - SP",17553410.84,17455832.84,-97578.00,-0.56
"PLANALTO - RS",1766182.05,1757742.86,-8439.19,-0.48
"PORTO XAVIER - RS",2375469.65,2370604.37,-4865.28,-0.20
"FILADELFIA - BA",3358872.42,3301579.22,-57293.20,-1.71
"SANTA RITA DO SAPUCAI - MG",6558720.61,6543709.68,-15010.93,-0.23
"GAROPABA - SC",3909728.00,3841143.60,-68584.40,-1.75
"COLINAS - MA",12393640.00,12390312.00,-3328.00,-0.03
"ACORIZAL - MT",1729430.41,1705236.81,-24193.60,-1.40
"MAJOR ISIDORO - AL",3879360.51,3816128.51,-63232.00,-1.63
"ALMADINA - BA",1476258.61,1457711.81,-18546.80,-1.26
"PRAIA GRANDE - SP",27230293.59,27154033.59,-76260.00,-0.28
"TERESOPOLIS - RJ",18383549.36,18348575.36,-34974.00,-0.19
"SAO MATEUS - ES",14017311.36,14013983.36,-3328.00,-0.02
"AURORA - CE",4139783.21,4069254.01,-70529.20,-1.70
"PRESIDENTE DUTRA - BA",3520959.84,3471969.44,-48990.40,-1.39
"ARACAGI - PB",3960004.08,3908059.68,-51944.40,-1.31
"MERUOCA - CE",3067907.54,3004555.54,-63352.00,-2.06
"TRIUNFO - PB",2077583.04,2075132.04,-2451.00,-0.12
"TRIUNFO - PE",3581331.00,3550687.00,-30644.00,-0.86
"CARNEIROS - AL",2371814.59,2332436.59,-39378.00,-1.66
"FERRAZ DE VASCONCELOS - SP",15592164.25,15525288.25,-66876.00,-0.43
"OLHO D'AGUA GRANDE - AL",1785329.42,1765701.42,-19628.00,-1.10
"CALDAZINHA - GO",1198624.98,1179667.38,-18957.60,-1.58
"LIMEIRA - SP",31239688.33,31164652.33,-75036.00,-0.24
"GUARANTA DO NORTE - MT",6724772.64,6717552.64,-7220.00,-0.11
"TALISMA - TO",1890485.21,1874556.41,-15928.80,-0.84
"BELEM DO BREJO DO CRUZ - PB",2987011.41,2958030.61,-28980.80,-0.97
"SAO JOSE DO RIO PRETO - SP",40392222.74,40325448.74,-66774.00,-0.17
"GONGOGI - BA",1624807.37,1602445.77,-22361.60,-1.38
"BOM SUCESSO - PB",2265968.91,2245701.71,-20267.20,-0.89
"IBITITA - BA",4391070.19,4342154.59,-48915.60,-1.11
"NAZARE PAULISTA - SP",2656072.82,2632852.82,-23220.00,-0.87
"ITAPIRAPUA - GO",1978712.36,1944637.96,-34074.40,-1.72
"JOAQUIM PIRES - PI",2992830.93,2975705.33,-17125.60,-0.57
"RIACHO DAS ALMAS - PE",3822751.97,3784559.97,-38192.00,-1.00
"BOM SUCESSO - MG",4059645.24,4048706.17,-10939.07,-0.27
"PORANGA - CE",2540238.63,2483921.43,-56317.20,-2.22
"CRICIUMA - SC",33880161.68,33854658.48,-25503.20,-0.08
"BELEM - PB",4047584.70,3997245.50,-50339.20,-1.24
"COXIXOLA - PB",1300644.56,1296504.56,-4140.00,-0.32
"BELEM - PA",325273084.51,158343931.57,-166929152.94,-51.32
"ALTO RIO DOCE - MG",2274577.62,2266659.62,-7918.00,-0.35
"SAO JOSE DO CAMPESTRE - RN",2791855.02,2788527.02,-3328.00,-0.12
"VARZEA GRANDE - MT",39822384.78,39784015.18,-38369.60,-0.10
"ARAMBARE - RS",1502008.29,1480544.29,-21464.00,-1.43
"QUILOMBO - SC",2477078.64,2445890.64,-31188.00,-1.26
"MURICI - AL",5322852.55,5247692.55,-75160.00,-1.41
"BURITI DE GOIAS - GO",1698167.80,1683061.80,-15106.00,-0.89
"ITATIM - BA",4574999.99,4523615.99,-51384.00,-1.12
"DAMOLANDIA - GO",1321998.78,1307341.58,-14657.20,-1.11
"REGISTRO - SP",7496600.20,7370749.48,-125850.72,-1.68
"ITAU - RN",1447436.25,1420678.85,-26757.40,-1.85
"MORADA NOVA - CE",12142630.57,11944122.17,-198508.40,-1.63
"CUITE - PB",4959972.31,4945539.51,-14432.80,-0.29
"AMARAL FERRADOR - RS",1353698.10,1343738.10,-9960.00,-0.74
