"Mun","entrada/marco/201611.zip","entrada/abril/201611.zip","Diff","Percent"
"ITANHEM - BA",2783366.93,2781866.93,-1500.00,-0.05
"PALMEIRA DAS MISSOES - RS",2883132.80,2785212.71,-97920.09,-3.40
"TRES DE MAIO - RS",3030233.01,2989579.15,-40653.86,-1.34
"VIAMAO - RS",11412991.85,11362672.69,-50319.16,-0.44
"VESPASIANO - MG",9030171.01,9016051.01,-14120.00,-0.16
"NOVO CRUZEIRO - MG",3200003.07,3183766.19,-16236.88,-0.51
"CANGUCU - RS",5429075.83,5245358.29,-183717.54,-3.38
"TRES COROAS - RS",2546196.53,2509619.41,-36577.12,-1.44
"SANTA RITA DO SAPUCAI - MG",3180226.63,3152747.46,-27479.17,-0.86
"SAO JOSE DO RIO PRETO - SP",20231361.68,19697019.75,-534341.93,-2.64
"BOM SUCESSO - MG",2228160.12,2215673.73,-12486.39,-0.56
"PORANGA - CE",2059914.04,2055924.04,-3990.00,-0.19
"CRICIUMA - SC",18033749.00,18020139.00,-13610.00,-0.08
"BELEM - PA",136163554.07,85870191.03,-50293363.04,-36.94
"LAJINHA - MG",2140220.96,2133633.60,-6587.36,-0.31
"VARZEA GRANDE - MT",12749084.97,12726676.97,-22408.00,-0.18
"ITATIM - BA",2777133.51,2775633.51,-1500.00,-0.05
"REGISTRO - SP",5089009.19,5029890.29,-59118.90,-1.16
"LIMEIRA DO OESTE - MG",1492240.19,1483640.19,-8600.00,-0.58
"PEDRA AZUL - MG",2616528.21,2607128.50,-9399.71,-0.36
"BAEPENDI - MG",2118256.80,2089190.27,-29066.53,-1.37
"CUIABA - MT",76420960.57,47894040.06,-28526920.51,-37.33
"SAO JOSE DO OURO - RS",1053164.63,1029079.98,-24084.65,-2.29
"GENERAL CARNEIRO - MT",2644873.30,2643333.30,-1540.00,-0.06
"MALACACHETA - MG",2063079.13,2059079.13,-4000.00,-0.19
"PORTO LUCENA - RS",1049241.12,1037713.80,-11527.32,-1.10
"FORTALEZA - CE",263351033.13,212282068.05,-51068965.08,-19.39
"BRASILIA - DF",373563454.68,75545732.92,-298017721.76,-79.78
"CONDOR - RS",958074.73,956861.72,-1213.01,-0.13
"DOM BASILIO - BA",1684412.28,1682912.28,-1500.00,-0.09
"SARANDI - RS",1862183.60,1857423.16,-4760.44,-0.26
"CAEM - BA",1695563.86,1694063.86,-1500.00,-0.09
"SAO SEBASTIAO DO CAI - RS",2401764.04,2393248.96,-8515.08,-0.35
"PARAISOPOLIS - MG",1954586.07,1946738.82,-7847.25,-0.40
"UBA - MG",6802788.56,6246329.58,-556458.98,-8.18
"TUPA - SP",4191723.58,4082133.90,-109589.68,-2.61
"MARTINS SOARES - MG",1280072.41,1140828.91,-139243.50,-10.88
"IVOTI - RS",2211212.06,2198172.34,-13039.72,-0.59
"SARANDI - PR",6087651.21,5843790.79,-243860.42,-4.01
"INHAPIM - MG",2913872.99,2895697.52,-18175.47,-0.62
"BRAGANCA PAULISTA - SP",10656574.00,10366105.11,-290468.89,-2.73
"CAMPOS DOS GOYTACAZES - RJ",75125980.75,75113310.75,-12670.00,-0.02
"BAMBUI - MG",2398094.54,2377414.49,-20680.05,-0.86
"PASSO FUNDO - RS",11275685.05,10789654.83,-486030.22,-4.31
"GARCA - SP",4052412.75,4010913.92,-41498.83,-1.02
"VERA CRUZ DO OESTE - PR",1086046.06,1074046.06,-12000.00,-1.10
"JOAO PESSOA - PB",137040574.62,89208769.78,-47831804.84,-34.90
"SANTO CRISTO - RS",1589171.00,1565554.72,-23616.28,-1.49
"FERNANDOPOLIS - SP",6149790.63,5884602.27,-265188.36,-4.31
"CAMBUI - MG",2496657.40,2488327.01,-8330.39,-0.33
"FORMIGA - MG",6048403.88,5881857.38,-166546.50,-2.75
"CARPINA - PE",6303421.44,6197270.28,-106151.16,-1.68
"AIURUOCA - MG",1000518.55,978439.28,-22079.27,-2.21
"CRUZ ALTA - RS",5529884.62,5064758.46,-465126.16,-8.41
"CAMPO ALEGRE DE LOURDES - BA",3649314.37,3647814.37,-1500.00,-0.04
"CARIACICA - ES",14176808.80,14003699.92,-173108.88,-1.22
"SAO LUIS - MA",149707163.54,101342340.03,-48364823.51,-32.31
"SANTA BARBARA DO SUL - RS",1125278.15,1118903.99,-6374.16,-0.57
"RIO VERMELHO - MG",1738032.67,1731712.67,-6320.00,-0.36
"IRAI - RS",982313.34,979077.62,-3235.72,-0.33
"CACHOEIRO DE ITAPEMIRIM - ES",12007692.26,11293739.56,-713952.70,-5.95
"POJUCA - BA",4682815.60,4662897.06,-19918.54,-0.43
"NAO-ME-TOQUE - RS",2088440.29,2085385.06,-3055.23,-0.15
"CLEVELANDIA - PR",2129705.48,2123956.49,-5748.99,-0.27
"ALEGRETE - RS",6210522.08,6004093.23,-206428.85,-3.32
"PE DE SERRA - BA",2597800.23,2596300.23,-1500.00,-0.06
"SOROCABA - SP",22183045.72,21899000.29,-284045.43,-1.28
"FEIRA DE SANTANA - BA",33628636.34,33472993.84,-155642.50,-0.46
"JACOBINA - BA",8430465.53,8280174.40,-150291.13,-1.78
"VIRGEM DA LAPA - MG",1741202.13,1738752.13,-2450.00,-0.14
"IJUI - RS",6832826.91,5672701.80,-1160125.11,-16.98
"CACERES - MT",7426471.61,5755602.94,-1670868.67,-22.50
"PEDRAS DE MARIA DA CRUZ - MG",1627095.09,1617095.09,-10000.00,-0.61
"CARUARU - PE",23197134.82,23176902.87,-20231.95,-0.09
"IPIAU - BA",4874505.32,4873005.32,-1500.00,-0.03
"NOSSA SENHORA DO SOCORRO - SE",14520272.00,14505342.00,-14930.00,-0.10
"MONTES CLAROS - MG",19214994.46,17665679.38,-1549315.08,-8.06
"ILHEUS - BA",17548861.29,17336938.54,-211922.75,-1.21
"ANDRADAS - MG",3098287.35,3058600.85,-39686.50,-1.28
"BOA VISTA - RR",91405328.09,66314015.73,-25091312.36,-27.45
"MONTE BELO - MG",1408516.65,1402396.65,-6120.00,-0.43
"CAMPANHA - MG",1707180.86,1700466.25,-6714.61,-0.39
"UBERABA - MG",22075291.73,22049921.73,-25370.00,-0.11
"BAGE - RS",7885895.33,7555869.69,-330025.64,-4.19
"GUANAMBI - BA",8850782.34,8849282.34,-1500.00,-0.02
"PEDRA DO INDAIA - MG",933278.62,931738.62,-1540.00,-0.17
"SAO JERONIMO - RS",1915012.17,1765543.71,-149468.46,-7.81
"PIRENOPOLIS - GO",2607438.02,2567438.02,-40000.00,-1.53
"SERROLANDIA - BA",1829158.49,1827658.49,-1500.00,-0.08
"VILA VELHA - ES",18900739.62,18271920.02,-628819.60,-3.33
"CIANORTE - PR",7083117.81,7057117.81,-26000.00,-0.37
"BRASILIA DE MINAS - MG",5244656.99,5241506.99,-3150.00,-0.06
"ESPLANADA - BA",5381280.09,5355129.59,-26150.50,-0.49
"CHAVANTES - SP",1349967.14,1344919.88,-5047.26,-0.37
"CAMPOS ALTOS - MG",1899432.63,1891982.63,-7450.00,-0.39
"BOM JESUS DA LAPA - BA",8749848.59,8748348.59,-1500.00,-0.02
"ABRE CAMPO - MG",1715616.12,1702114.39,-13501.73,-0.79
"ARCOS - MG",3748964.01,3728958.58,-20005.43,-0.53
"PIUMHI - MG",4488308.27,4460935.37,-27372.90,-0.61
"PORTO VELHO - RO",79825633.89,43463183.39,-36362450.50,-45.55
"SAO GONCALO DO RIO PRETO - MG",937367.15,932847.15,-4520.00,-0.48
