"Mun";"entrada/marco/202001.zip";"entrada/abril/202001.zip";"Diff";"Percent"
"PALMEIRA DAS MISSOES - RS";1076525,27;1038088,03;-38437,24;-3,57
"TRES DE MAIO - RS";890804,72;874821,23;-15983,49;-1,79
"PORTO UNIAO - SC";864162,73;823739,78;-40422,95;-4,68
"TRES COROAS - RS";836412,44;809023,02;-27389,42;-3,27
"PLANALTO - RS";414407,12;405967,93;-8439,19;-2,04
"PORTO XAVIER - RS";415666,75;410801,47;-4865,28;-1,17
"SANTA RITA DO SAPUCAI - MG";1076969,59;1061958,66;-15010,93;-1,39
"BOM SUCESSO - MG";640495,61;629556,54;-10939,07;-1,71
"BELEM - PA";209786233,47;41554660,56;-168231572,91;-80,19
"REGISTRO - SP";2137519,69;1993518,07;-144001,62;-6,74
"CUIABA - MT";139285308,16;43881547,14;-95403761,02;-68,50
"SAO JOSE DO OURO - RS";293443,25;272530,31;-20912,94;-7,13
"PORTO LUCENA - RS";263850,58;261895,94;-1954,64;-0,74
"FORTALEZA - CE";149034876,04;102014458,42;-47020417,62;-31,55
"BRASILIA - DF";95694444,81;46940289,53;-48754155,28;-50,95
"SAO GABRIEL - RS";1985550,08;1922390,32;-63159,76;-3,18
"SARANDI - RS";1160355,64;1149718,00;-10637,64;-0,92
"PARAISOPOLIS - MG";612110,14;606298,74;-5811,40;-0,95
"UBA - MG";2684195,28;2073770,19;-610425,09;-22,74
"TUPA - SP";1768555,40;1714829,70;-53725,70;-3,04
"SARANDI - PR";2204088,64;1958992,55;-245096,09;-11,12
"BRAGANCA PAULISTA - SP";4406325,66;4226325,66;-180000,00;-4,09
"BAMBUI - MG";782612,24;759518,51;-23093,73;-2,95
"PASSO FUNDO - RS";6731940,58;3429529,97;-3302410,61;-49,06
"JOAO PESSOA - PB";81662737,65;55863343,36;-25799394,29;-31,59
"SANTO CRISTO - RS";498246,22;486518,38;-11727,84;-2,35
"FERNANDOPOLIS - SP";2795570,72;2347558,13;-448012,59;-16,03
"CAMBUI - MG";767713,49;755477,63;-12235,86;-1,59
"CRUZ ALTA - RS";2829962,81;2194723,12;-635239,69;-22,45
"ROLANTE - RS";645853,71;633733,77;-12119,94;-1,88
"SAO LUIS - MA";143524821,88;47743008,15;-95781813,73;-66,74
"CACHOEIRO DE ITAPEMIRIM - ES";5549295,82;4267262,30;-1282033,52;-23,10
"PALMITINHO - RS";302342,27;292399,79;-9942,48;-3,29
"NAO-ME-TOQUE - RS";726846,32;717319,97;-9526,35;-1,31
"ALEGRETE - RS";2664463,19;2420277,16;-244186,03;-9,16
"SOROCABA - SP";13639836,42;13330988,77;-308847,65;-2,26
"FEIRA DE SANTANA - BA";18601864,15;18443412,93;-158451,22;-0,85
"IJUI - RS";3155634,92;2246231,62;-909403,30;-28,82
"CARUARU - PE";20497921,18;20372170,58;-125750,60;-0,61
